OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
699|1102|0||||247127
236|1103|0||||241929
237|1101|19.59|Bi-weekly|||241929
238|1104|0||||241929
239|1102|0||||241929
240|1105|0||||241929
246|1103|150|INITIATION|150|150|243024
247|1101|43.82|MONTH|44|44|243024
248|1104|N/A|MONTH|0|0|243024
249|1102|0|MONTH|0|0|243024
250|1105|N/A|MONTH|0|0|243024
288|1104|||||243726
289|1102|||||243726
290|1105|||||243726
291|1103|1300.00||1300.00|1300.00|243727
292|1101|127.80|year|127.80|127.80|243727
293|1104|||||243727
294|1102|.1486%|100,000|157.52|2024.80|243727
295|1105|||||243727
296|1103|||$25.00|$500.00|244051
297|1101|$32.35|Month|||244051
298|1104|$0||||244051
299|1102|4%|Week|N/A|N/A|244051
300|1105|$32.10|Month|||244051
301|1103|500||100.00|500.00|244341
302|1101|37.50|Mo|34.50|37.50|244341
303|1104|||||244341
304|1102|6%|Gross Wage|||244341
305|1105|5.00|Week|||244341
306|1103|152.00|one time|0|0|244710
307|1101|22.50|MONTH|0|0|244710
308|1104|0.00||0|0|244710
309|1102|5%|week|0|0|244710
310|1105|0.00||0|0|244710
311|1103|$100|PERSON|$10|$100|244732
312|1101|$31|MONTH|$25.30|$31|244732
313|1104|$100  LESS PAID|PERSON|||244732
314|1102|5%|GROSS|2%|5%|244732
315|1105|N/A|N/A|N/A|N/A|244732
316|1103|175.00|ONE TIME|125.00|175.00|244952
317|1101|19.75|MONTH|11.25|19.75|244952
318|1104|5.00|ONE TIME|0|0|244952
319|1102|2%|WEEK|0|0|244952
320|1105|5.00|WEEK|0|0|244952
321|1103|N/A|N/A|30|150|244953
322|1101|N/A|MONTH|6|20|244953
323|1104|N/A|N/A|||244953
324|1102|.84|HOUR|||244953
325|1105|N/A|N/A|||244953
326|1103|||||244954
327|1101|117.94|QTR|||244954
328|1104|||||244954
329|1102|||||244954
330|1105|||||244954
331|1103|440|initiation|440|440|244955
332|1101|310-332|quarter|310|332|244955
333|1104|||||244955
334|1102|||||244955
335|1105|||||244955
341|1103|500.||500.00|500.00|244957
342|1101|33.30|MONTH|33.30|33.30|244957
343|1104|NONE||NONE|NONE|244957
344|1102|33.30|MONTH|33.30|33.30|244957
345|1105|33.40|MONTH|33.40|33.40|244957
286|1103|||||243726
287|1101|17.12 Avg.|MONTH|||243726
368|1104|0||||245119
369|1102|0||||245119
370|1105|0||||245119
376|1103|50|INITIATION|$50|$200|245223
377|1101|34.27|MONTH|$34.27|$34.27|245223
378|1104|0||0|0|245223
379|1102|0.87|HOUR|0.87|0.87|245223
380|1105|0||0|0|245223
381|1103|100.00||0|0|245236
382|1101|45.00|MONTH|0|0|245236
383|1104|1.00||0|0|245236
384|1102|0||0|0|245236
385|1105|20.00|MONTH|0|0|245236
386|1103|N/A|N/A|$100.00|$800.00|245237
387|1101|$34.90|MONTH|N/A|N/A|245237
388|1104|N/A|N/A|N/A|N/A|245237
389|1102|$0.84|HOUR|N/A|N/A|245237
390|1105|ITEM 69|N/A|N/A|N/A|245237
391|1103|0|YEAR|0|0|245251
392|1101|340|YEAR|140|340|245251
393|1104|0|YEAR|0|0|245251
394|1102|0|YEAR|0|0|245251
395|1105|0|YEAR|0|0|245251
396|1103|500||||245256
397|1101|8.40-30.00|Month|||245256
398|1104|||||245256
399|1102|||||245256
400|1105|||||245256
401|1103|75-225|Occurence|75|225|245324
402|1101|24|Month|||245324
403|1104|N/A|N/A|||245324
404|1102|N/A|N/A|||245324
405|1105|N/A|N/A|||245324
416|1103|||200.|700.|245604
417|1101|33.85|Month|Regular||245604
418|1104|||200|700.|245604
419|1102|6.25%|Gross Pay|||245604
420|1105|33.85|Month|||245604
421|1103|500||||245608
422|1101|27|MONTH|||245608
423|1104|NONE||||245608
424|1102|NONE||||245608
425|1105|NONE||||245608
351|1103|600|INIT|300|600|245060
352|1101|31|MONTH|8|31|245060
353|1104|||||245060
354|1102|.63|HOUR|.63|.63|245060
355|1105|||||245060
356|1103|500.00||||245061
357|1101|34.25|Month|||245061
358|1104|||||245061
359|1102|||||245061
360|1105|||||245061
361|1103|100|one time|100|100|245062
362|1101|40.31|Month|39.81|40.31|245062
363|1104|N/A||||245062
364|1102|40.31|Month|39.81|40.31|245062
365|1105|N/A||||245062
366|1103|1000||||245119
367|1101|37.20 - 38.20|MONTH|37|38|245119
441|1103|||50|1900|245618
442|1101|24|month|||245618
443|1104|0||||245618
444|1102|4% wages +
$19|month|||245618
445|1105|0||||245618
446|1103|0|EACH|$100|$500|245643
447|1101|0|MONTH|$8.40|$41|245643
448|1104|0|0|0|0|245643
449|1102|0|0|0|0|245643
450|1105|$5|WEEK|0|0|245643
451|1103|300.00|One Time|60.00|300.00|245699
452|1101|20.00|Month|6.00|32.00|245699
453|1104|None|NA|NA|NA|245699
454|1102|1.35|Hour|.95|1.35|245699
455|1105|None|NA|NA|NA|245699
456|1103|200||||245703
457|1101|31.95|month|10|32.45|245703
458|1104|None||||245703
459|1102|None||||245703
460|1105|31.95|month|||245703
461|1103|NONE|MONTH|NONE|NONE|245704
462|1101|NONE|MONTH|NONE|NONE|245704
463|1104|NONE|MONTH|NONE|NONE|245704
464|1102|4%|Gross Wages|NONE|NONE|245704
465|1105|NONE|MONTH|NONE|NONE|245704
466|1103|-|ONE TIME FEE|10|100|245705
467|1101|-|MONTH|16|63|245705
468|1104|NONE|NONE|||245705
469|1102|3%|MONTHLYGROSS PAY|||245705
470|1105|NONE|NONE|||245705
471|1103|0|each|100.00|800.00|245761
472|1101|35.00|mo|29.00|35.00|245761
473|1104|0||0|0|245761
474|1102|8%|Gross Wage|||245761
475|1105|5.00|week|5.00|5.00|245761
476|1103|0||0|0|245798
477|1101|6% OF GROSS|WAGES/MEMBER|6%|6%|245798
478|1104|0||0|0|245798
479|1102|0||0|0|245798
480|1105|0||0|0|245798
491|1103|100.00|member|100.00|800.00|245992
492|1101|70.00|month|8.40|70.00|245992
493|1104|1.00|transfer|1.00|1.00|245992
494|1102|7.50|week|5.00|7.50|245992
495|1105|NONE|NA|NA|NA|245992
496|1103|200|Initiation|0|0|246114
497|1101|0|Month|50|110|246114
498|1104|0|0|0|0|246114
499|1102|0|0|0|0|246114
500|1105|18|Week|0|0|246114
501|1103|N/A||||246230
502|1101|Dollars|Year|65|499|246230
503|1104|N/A||||246230
504|1102|N/A||||246230
505|1105|N/A||||246230
506|1103|300|MEMBER|60.00|350.00|246297
507|1101|15|MONTH|6.00|15.00|246297
508|1104|N/A|N/A|||246297
509|1102|4%|HOUR|||246297
510|1105|N/A|N/A|||246297
511|1103|200|Person|||246352
512|1101|N/A|N/A|||246352
513|1104|N/A|N/A|||246352
514|1102|2%|Person|$13.50|None|246352
515|1105|N/A|N/A|||246352
516|1103|500.00||||246368
517|1101|31.75|MONTH|||246368
518|1104|1.00||||246368
519|1102|||||246368
520|1105|||||246368
521|1103|300|I TIME|0|0|246471
522|1101|VARIOUS|MONTHLY|6.|16.|246471
523|1104|NONE|NONE|0|0|246471
524|1102|NONE|NONE|0|0|246471
525|1105|NONE|NONE|0|0|246471
526|1103|250|YEAR|||246519
527|1101|393|YEAR|101|393|246519
528|1104|50|transfer|||246519
529|1102|||||246519
530|1105|||||246519
531|1103|0||||246520
532|1101|.04-.25|Hour|||246520
533|1104|0||||246520
534|1102|0||||246520
535|1105|0||||246520
536|1103|||125.00|500.00|246536
537|1101|0|MONTH|17.10|34.70|246536
538|1104|||127.50|500.00|246536
539|1102|NONE||||246536
540|1105|34.70|one time|||246536
541|1103|N/A||10.00|100.00|246601
542|1101|N/A|qtr|57.00|65.90|246601
543|1104|0||0|0|246601
544|1102|0||0|0|246601
545|1105|0||0|0|246601
561|1103|30.00||30.00|30.00|246633
562|1101|51.69-168.68|month|51.69|168.68|246633
563|1104|0|||0|246633
564|1102|0|||0|246633
565|1105|0|||0|246633
566|1103|0|once|100|300|246650
567|1101|0|month|6|27|246650
568|1104|0||||246650
569|1102|0||||246650
570|1105|0||||246650
571|1103|25/100|N/A|25|100|246727
572|1101|65.70/78.90|Quarter|65.70|78.90|246727
573|1104|None|N/A|||246727
574|1102|1.5% / 4%|Month|1.5%|4%|246727
575|1105|None|N/A|||246727
576|1103|60.00 - 325.00|N/A|60.00|325.00|246740
577|1101|6.00-15.00|MONTH|6.00|15.00|246740
578|1104|0|0|0|0|246740
579|1102|0|0|0|0|246740
580|1105|0|0|0|0|246740
581|1103|100|ONE TIME|100|100|246794
582|1101|VARIES|YEAR|59|131|246794
583|1104|0||0|0|246794
584|1102|0||0|0|246794
585|1105|0||0|0|246794
586|1103|500.00|initation|||246804
587|1101|0|month|8.40|34.00|246804
588|1104|1.00|transfer|||246804
589|1102|1.40|hour|||246804
590|1105|5.00|week|||246804
596|1103|0|0|$10|$150|246813
597|1101|264.60|YEAR|0|0|246813
598|1104|0|0|0|0|246813
599|1102|0|MONTH|1.5 %|4%|246813
600|1105|0|0|0|0|246813
601|1103|Varies||100.00|150.00|246839
602|1101|Varies|Month|32.75|39.15|246839
603|1104|||||246839
604|1102|||||246839
605|1105|||||246839
606|1103|NONE|NONE|||246840
607|1101|NONE|NONE|||246840
608|1104|NONE|NONE|||246840
609|1102|5%|GROSS WAGES|||246840
610|1105|NONE|NONE|||246840
611|1103|600.00||||246841
612|1101|25.00|MONTH|||246841
613|1104|||||246841
614|1102|5%|GROSS WAGES|||246841
615|1105|||||246841
616|1103|||||246842
617|1101|29-55-239.76|YEAR|29.55|239.76|246842
618|1104|||||246842
619|1102|||||246842
620|1105|||||246842
621|1103|25.00|MAN|N/A|N/A|246843
622|1101|47.50|MO|N/A|N/A|246843
623|1104|NONE|N/A|N/A|N/A|246843
624|1102|NONE|N/A|N/A|N/A|246843
625|1105|NONE|N/A|N/A|N/A|246843
626|1103|||||246844
627|1101|335.37|YEAR|45.31|335.37|246844
628|1104|||||246844
629|1102|||||246844
630|1105|||||246844
636|1103|$350|initiation|350|350|246908
637|1101|10|Month|$10|$38.50|246908
638|1104|none|none|none|none|246908
639|1102|1.02|Hour|$1.02|$1.34|246908
640|1105|none|none|none|none|246908
646|1103|1000|N/A|N/A|N/A|247057
647|1101|32.25|MONTH|N/A|N/A|247057
648|1104|N/A|N/A|N/A|N/A|247057
649|1102|N/A|N/A|N/A|N/A|247057
650|1105|N/A|N/A|N/A|N/A|247057
651|1103|$350-$700|MEMBER|$350|$700|247075
652|1101|$10|MONTH|||247075
653|1104|$0-$700|MEMBER|$0|$700|247075
654|1102|$.90|HOUR|||247075
655|1105|0|N/A|||247075
656|1103|||60|300|247076
657|1101|20|MONTH|||247076
658|1104|||||247076
659|1102|||||247076
660|1105|||||247076
661|1103|500.00||||247077
662|1101|33.00|Month|8.40|Month|247077
663|1104|1.00||||247077
664|1102|N/A||||247077
665|1105|5.00|Week|||247077
666|1103|420||||247078
667|1101|20|month|||247078
668|1104|||||247078
669|1102|||||247078
670|1105|||||247078
671|1103|300|person|||247085
672|1101|4%|gross wage|||247085
673|1104|||||247085
674|1102|||||247085
675|1105|||||247085
676|1103|||||247087
677|1101|$3 per capita|year|||247087
678|1104|||||247087
679|1102|2% gross salary|month|||247087
680|1105|||||247087
686|1103|0|EACH|25|500|247098
687|1101|0|MONTH|10|75|247098
688|1104|0|0|0|0|247098
689|1102|0|0|.05 AN HOUR|1.25%  OF WAGES & BENEFIT PCK|247098
690|1105|0|0|0|0|247098
691|1103|0|0|100|500|247125
692|1101|29.75|MONTH|0|0|247125
693|1104|50|TRANSFER|0|0|247125
694|1102|0|HOUR|.20|1.80|247125
695|1105|5|WEEK|0|0|247125
696|1103|||210|810|247127
697|1101|39|MO|16|39|247127
698|1104|0||||247127
1103|1104|||||247980
700|1105|0||||247127
701|1103|0|none|25|100|247130
702|1101|0|none|18|23|247130
703|1104|0|none|0|0|247130
704|1102|4.50%|none|0|0|247130
705|1105|0|none|0|0|247130
706|1103|||25.00|450.00|247151
707|1101|34.45|MONTH|34.20|34.45|247151
708|1104|0||0|0|247151
709|1102|34.45|MONTH|34.20|34.45|247151
710|1105|34.20|MONTH|34.20|34.20|247151
711|1103|$560||||247161
712|1101|$25|MONTH|||247161
713|1104|N/A||||247161
714|1102||HOUR|$0.44|$0.51|247161
715|1105|N/A||||247161
716|1103|50.00-100.00|ONE TIME|||247206
717|1101|6.00-20.00|MONTH|||247206
718|1104|N/A||||247206
719|1102|||||247206
720|1105|N/A||||247206
721|1103|52|One Time|52|52|247241
722|1101|37|Month|37|37|247241
723|1104|0||||247241
724|1102|7%|Month|||247241
725|1105|0||||247241
731|1103||ONE TIME|$100|$200|247243
732|1101|$20|MONTH|$10|$20|247243
733|1104|NONE||||247243
734|1102|2%|GROSS WAGES|||247243
735|1105|NONE||||247243
736|1103|||100.00|100.00|247244
737|1101|28.75|month|26.75|28.75|247244
738|1104|||50.00|50.00|247244
739|1102|5%|of gross wages|||247244
740|1105|5.00|week|5.00|5.00|247244
746|1103|||110.00|425.00|247301
747|1101|$25.00|MONTH|||247301
748|1104|NONE||||247301
749|1102|NONE|N/A|||247301
750|1105|NONE||||247301
751|1103|22.50||||247302
752|1101|VARIOUS|MONTH|52.25|103.30|247302
753|1104|0||||247302
754|1102|0||||247302
755|1105|0||||247302
756|1103|300|EACH TIME|0|0|247303
757|1101|0|MONTH|10|35|247303
758|1104|0|0|0|0|247303
759|1102|0|0|0|0|247303
760|1105|0|0|0|0|247303
761|1103|500|member|||247304
762|1101|110|month|||247304
763|1104|0||||247304
764|1102|0||||247304
765|1105|0||||247304
766|1103|500||||247307
767|1101|117.60|Quarter|||247307
768|1104|0||||247307
769|1102|0||||247307
770|1105|0||||247307
771|1103|||100|300|247308
772|1101|0|MONTH|14|27|247308
773|1104|||||247308
774|1102|||||247308
775|1105|||||247308
776|1103|100||||247359
777|1101|31|month|||247359
778|1104|50||||247359
779|1102|N/A||||247359
780|1105|5|week|||247359
801|1103|||||247475
802|1101|.15|Hour|||247475
803|1104|||||247475
804|1102|||||247475
805|1105|||||247475
806|1103|300|INITIATION|||247476
807|1101|N/A|MONTH|6|16|247476
808|1104|0|N/A|||247476
809|1102|1%|HOUR|||247476
810|1105|0|N/A|||247476
811|1103|||$125.00|$425.00|247477
812|1101|$25.00|MONTH|||247477
813|1104|NONE||||247477
814|1102|NONE||||247477
815|1105|NONE||||247477
816|1103|0||||247478
817|1101|0|YEAR|58|390|247478
818|1104|0||||247478
819|1102|0||||247478
820|1105|0||||247478
821|1103|0|0|0|0|247479
822|1101|29.00|MONTH|26.43|41.45|247479
823|1104|0|0|0|0|247479
824|1102|4%|GROSS|4%|4%|247479
825|1105|0|0|0|0|247479
826|1103|500.00||||247489
827|1101|30.44|month|||247489
828|1104|none||||247489
829|1102|30.44|month|||247489
830|1105|30.44|month|||247489
831|1103|0|0|200|400|247493
832|1101|1.7% OF WAGE LIMITED TO 40 HRS/WK|WEEK|14.75|0|247493
833|1104|N/A|0|0|0|247493
834|1102|N/A|0|0|0|247493
835|1105|N/A|0|0|0|247493
836|1103|||50|350|247494
837|1101|20|MONTH|||247494
838|1104|||||247494
839|1102|||||247494
840|1105|||||247494
841|1103|110||||247495
842|1101|24.50|MTH|||247495
843|1104|||||247495
844|1102|||||247495
845|1105|||||247495
846|1103|$50.00/$350.00|Member|$50.00|$350.00|247496
847|1101|none|none|none|none|247496
848|1104|none|none|none|none|247496
849|1102|Percentage|Members Wages|4%|5%|247496
850|1105|none|none|none|none|247496
851|1103|N/A|N/A|51.50|268.65|247497
852|1101|N/A|MONTH|3.90|25.00|247497
853|1104|N/A|N/A|N/A|N/A|247497
854|1102|N/A|N/A|N/A|N/A|247497
855|1105|N/A|N/A|N/A|N/A|247497
856|1103|200||||247498
857|1101|65.40|QTR|||247498
858|1104|NONE||||247498
859|1102|3.5%|MO.|||247498
860|1105|NONE||||247498
861|1103|20.00 - 40.00|once|20.00|40.00|247499
