OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
310|1201|EXPENSE REIMBURSEMENTS FROM
AFFILIATE|2004-10-12|55144|1225|247076
84|1201|HERO'S SUBSIDY PROVIDED BY INTL. UNION|2005-01-10|28187|437|243024
86|1201|Health and safety training|2005-01-11|82410|451|243726
87|1201|Health and safety training|2005-01-13|46580|451|243726
88|1201|Health and safety training|2005-01-18|11694|451|243726
89|1201|Health and safety training|2005-01-20|12318|451|243726
90|1201|Health and safety training|2005-01-26|28236|451|243726
91|1201|Health and safety training|2005-01-31|79254|451|243726
92|1201|Health and safety training|2005-02-02|5452|451|243726
93|1201|Health and safety training|2005-02-07|23776|451|243726
94|1201|Health and safety training|2005-02-09|53653|451|243726
95|1201|Health and safety training|2005-02-23|67809|451|243726
96|1201|Health and safety training|2005-02-28|114166|451|243726
97|1201|Health and safety training|2005-03-07|11445|451|243726
98|1201|Health and safety training|2005-03-09|37641|451|243726
99|1201|Medical Surveillance Program|2005-02-28|178429|451|243726
100|1201|Medical Surveillance Program|2005-03-02|6938|451|243726
101|1201|Medical Surveillance Program|2005-03-07|33251|451|243726
102|1201|Medical Surveillance Program|2005-03-11|16453|451|243726
103|1201|Medical Surveillance Program|2005-03-14|8414|451|243726
104|1201|Medical Surveillance Program|2005-03-16|10102|451|243726
105|1201|Medical Surveillance Program|2005-03-21|23042|451|243726
106|1201|Medical Surveillance Program|2005-03-23|17420|451|243726
107|1201|Medical Surveillance Program|2005-03-25|133219|451|243726
108|1201|Medical Surveillance Program|2005-03-29|7054|451|243726
109|1201|Medical Surveillance Program|2005-04-06|14665|451|243726
110|1201|Medical Surveillance Program|2005-04-08|9188|451|243726
111|1201|Medical Surveillance Program|2005-04-13|16442|451|243726
112|1201|Medical Surveillance Program|2005-04-19|22241|451|243726
113|1201|Medical Surveillance Program|2005-04-20|8872|451|243726
114|1201|Medical Surveillance Program|2005-04-27|16998|451|243726
115|1201|Royalty income-credit card program|2005-01-31|225706|452|243726
116|1201|Strategic Organizing payment|2005-01-31|8333|452|243726
117|1201|Strategic Organizing payment|2005-02-28|8333|452|243726
118|1201|Strategic Organizing payment|2005-03-31|8333|452|243726
119|1201|Strategic Organizing payment|2005-04-30|8333|452|243726
120|1201|Royalty income-credit card program|2005-02-28|19997|452|243726
121|1201|Expense reimbursement|2005-01-31|74797|453|243726
122|1201|Expense reimbursement|2005-03-31|60043|453|243726
123|1201|Insurance proceeds|2005-02-28|16903|454|243726
124|1201|Insurance proceeds|2005-03-31|65096|454|243726
125|1201|Insurance proceeds|2005-04-30|26073|454|243726
126|1201|Discontinued local receipt|2005-01-31|6213|455|243726
127|1201|Discontinued local receipts|2005-01-31|6549|456|243726
128|1201|Discontinued local receipt|2005-03-31|9139|457|243726
129|1201|Discontinued local receipt|2005-03-31|83724|458|243726
130|1201|Discontinued Local  receipt|2005-04-30|5000|459|243726
131|1201|Discontinued Local receipt|2005-04-30|6349|460|243726
132|1201|Expense reimbursement|2005-01-31|11318|461|243726
133|1201|Expense reimbursement|2005-02-28|11318|461|243726
134|1201|Expense reimbursement|2005-03-31|11318|461|243726
135|1201|Expense reimbursement|2005-04-30|11322|461|243726
136|1201|Health and safety training|2005-03-14|32810|461|243726
137|1201|Health and safety training|2005-03-23|48561|461|243726
138|1201|Health and safety training|2005-04-06|44476|461|243726
139|1201|Health and safety training|2005-04-08|35529|461|243726
140|1201|Health and safety training|2005-04-13|47698|461|243726
141|1201|Health and safety training|2005-04-19|14538|461|243726
142|1201|Health and safety training|2005-04-20|13807|461|243726
143|1201|Health and safety training|2005-04-25|68347|461|243726
144|1201|Health and safety training|2005-04-27|46134|461|243726
145|1201|Medical Surveillance Program|2005-01-05|13616|462|243726
146|1201|Medical Surveillance Program|2005-01-11|38657|462|243726
147|1201|Medical Surveillance Program|2005-01-13|18128|462|243726
148|1201|Medical Surveillance Program|2005-01-18|277193|462|243726
149|1201|Medical Surveillance Program|2005-01-20|10050|462|243726
150|1201|Medical Surveillance Program|2005-01-26|20640|462|243726
151|1201|Medical Surveillance Program|2005-01-31|438882|462|243726
152|1201|Medical Surveilliance Program|2005-02-02|10098|462|243726
153|1201|Medical Surveillance Program|2005-02-07|47005|462|243726
154|1201|Medical Surveillance Program|2005-02-09|27656|462|243726
155|1201|Medical Surveillance Program|2005-02-14|14177|462|243726
156|1201|Medical Surveillance Program|2005-02-17|9779|462|243726
157|1201|Medical Surveillance Program|2005-02-23|17727|462|243726
158|1201|Safety training|2005-02-23|9970|463|243726
159|1201|Safety training|2005-03-09|5563|463|243726
160|1201|Safety training|2005-01-21|18405|464|243726
161|1201|Safety training|2005-03-02|8824|464|243726
162|1201|Safety training|2005-03-22|9194|464|243726
163|1201|Full month budget allocation from National|2004-11-30|394566|588|243727
