OID|INV_TYPE|NAME|AMOUNT|RPT_ID
5948|701|FEDERAL FARM CREDIT BANK|99062|271942
5949|701|JACKSON NATIONAL LIFE INS CO|59437|271942
5950|701|JEFFERSON-PILOT LIFEAMERICA|118537|271942
5951|701|NATIONWIDE LIFE INSURANCE CO|126248|271942
5952|701|PHOENIX LIFE INS CO|114059|271942
5953|703|Marketable Securities Total Cost|350000|271942
5954|704|Marketable Securities Total BookValue|517343|271942
5955|702|ANDOVER ASSOCIATES, LP|389849|271942
5956|705|Other Investments Total Cost|300000|271942
5957|706|Other Investments Total Book Value|389849|271942
1179|701|Pimco Low Duration Fund - Class D|153915|248837
1180|701|Pimco Short term Fund - Class D|236351|248837
1181|701|Vanguard Inflation Protected Securities|214005|248837
1182|701|Vanguard Short Term Treasury Admiral Fund|62175|248837
1183|703|Marketable Securities Total Cost|650740|248837
1184|704|Marketable Securities Total BookValue|666446|248837
1185|702|Sheet Metal Worker Building Association|765632|248837
1186|705|Other Investments Total Cost|765632|248837
1187|706|Other Investments Total Book Value|765632|248837
19987|701|.|0|309007
19988|702|.|0|309007
7582|702|Amalgamated Bank of New York - Common Stock|1650289|273462
7583|702|Amagamated R.E. Managemnt Stk - Senior Preferred E|500000|273462
7584|705|Other Investments Total Cost|2161820|273462
7585|706|Other Investments Total Book Value|2161820|273462
63035|704|Marketable Securities Total BookValue|14000|358437
63036|702|N/A|0|358437
63033|701|ADVANTA NOTE|6000|358437
63034|703|Marketable Securities Total Cost|14000|358437
63032|701|ADVANTA NOTE|8000|358437
4842|701|Fed Farm Credit Bank 2.7% 11-24-06|250000|270776
4843|701|Citicorp 6.5% 12-1-10|400250|270776
4844|703|Marketable Securities Total Cost|1729361|270776
4845|704|Marketable Securities Total BookValue|1729361|270776
6539|701|None|0|272627
6540|703|Marketable Securities Total Cost|33|272627
6541|704|Marketable Securities Total BookValue|33|272627
6542|702|None|0|272627
9785|701|NONE|0|281518
9786|702|NONE|0|281518
8053|701|NONE|0|273815
8054|702|NONE|0|273815
9749|702|OREGON LAND|297943|280989
9750|705|Other Investments Total Cost|297943|280989
9751|706|Other Investments Total Book Value|297943|280989
12889|701|.|0|298946
12890|702|.|0|298946
8862|702|LOCAL 234 BUILDING CORP.|407788|275545
8863|705|Other Investments Total Cost|407788|275545
8864|706|Other Investments Total Book Value|407788|275545
1256|701|AMCAP FUND|75682|248900
1257|701|CAPITAL WORLD GROWTH & INCOME FUND|169135|248900
1258|701|FUNDAMENTAL INVESTORS FUND|77409|248900
1259|701|GROWTH FUND OF AMERICA|125038|248900
1260|701|INVESTMENT COMPANY OF AMERICA|85867|248900
1261|701|NEW ECONOMY FUND|88590|248900
1262|703|Marketable Securities Total Cost|621721|248900
1263|704|Marketable Securities Total BookValue|621721|248900
1851|701|COHEN & STEERS SELECT FUND|22745|251521
1852|701|MERRILL LYNCH LARGE CAP VALUE|33178|251521
1853|701|PREFERRED INCOME STRATEGY FUND|34456|251521
1854|701|PIMCO TOTAL RETURN FUND|24963|251521
1855|701|LORD ABBETT BOND FUND|49549|251521
1856|701|MERRILL LYNCH US HIGH YIELD FUND|35748|251521
1857|701|MERRILL LYNCH BOND FUND HIGH INCOME|36083|251521
1858|701|AMERICAN FUNDS INCOME|32077|251521
1859|703|Marketable Securities Total Cost|280226|251521
1860|704|Marketable Securities Total BookValue|268799|251521
1861|702|NONE|0|251521
29896|701|.|0|313830
29897|702|.|0|313830
37870|701|.|0|332211
37871|702|.|0|332211
2727|701|NTQA S&P 500 TAX EXEMPT FUND|101865|260572
2728|701|NTQA AGGREGATE BOND INDEX FUND|182116|260572
2729|703|Marketable Securities Total Cost|292724|260572
2730|704|Marketable Securities Total BookValue|283981|260572
12158|701|.|0|298179
12159|702|.|0|298179
2194|701|FHL 2564|81113|253786
2195|701|FHLMC 2744|33038|253786
2196|701|FHLMC 2764|39622|253786
2197|701|Nuveen|49325|253786
2198|701|Hartford Capital Appreciation|101302|253786
2199|701|Franklin Value|77233|253786
2200|701|Van Kampen Select 10|72750|253786
2201|701|Van Kampen Select 5|70910|253786
2202|703|Marketable Securities Total Cost|781053|253786
2203|704|Marketable Securities Total BookValue|636457|253786
37117|701|.|0|330468
37118|702|.|0|330468
8341|701|Retail Employees Credit Union CD|100235|274266
8342|701|Retail Employees Credit Union Money Market Fund|25074|274266
8343|703|Marketable Securities Total Cost|125314|274266
8344|704|Marketable Securities Total BookValue|125314|274266
8345|702|Minneapolis Labor Temple Assoc Stock|23250|274266
8346|706|Other Investments Total Book Value|25710|274266
7879|701|N/A|0|273715
7880|702|N/A|0|273715
7881|702|N/A|0|273715
7882|702|N/A|0|273715
7883|702|N/A|0|273715
12160|701|.|0|298180
12161|703|Marketable Securities Total Cost|64|298180
