OID|DESCRIPTION|COST_BASIS|DEPRECIATION|BOOK_VALUE|VALUE|ASSET_TYPE|RPT_ID
198852||62539|46991|15548|15548|303|518467
198853||29110|27179|1931|1931|304|518467
198854||28398|28387|11|11|305|518467
204875|Land (402 37th Street, Richmond CA)|155000|0|155000|155000|301|520769
204876|Building (402 37th Street, Richmond CA)|448028|0|244256|244256|301|520769
204877||0|0|0|0|303|520769
204878||109904|78685|31219|31219|304|520769
204879||4259|1383|2876|2876|305|520769
184856||210047|151898|58149|58149|303|502874
184857||49578|37781|11797|11797|304|502874
184858||22991|22991|0|0|305|502874
184848|814 Airport Blvd., Austin, Texas 78702|124387|0|124387|132337|301|502827
184849|814 Airport Blvd., Austin, Texas 78702|4209998|170919|4039079|4209998|302|502827
184850||32722|2181|30541|30541|303|502827
184851||93690|66186|27504|27504|304|502827
184852||81378|17436|63942|63942|305|502827
187885||129430|129430|0|18000|303|504817
187886||158130|155411|2719|7500|304|504817
187887||||||305|504817
189924|none|0|0|0|0|301|505372
189925|none|0|0|0|0|302|505372
189926||||||303|505372
189927||36628|27183|9445|9445|304|505372
189928||||||305|505372
193718|3300 US HWY 70 EAST, DURHAM, NC  27703||0|63500|63500|301|514060
193719|3300 US HWY 70 EAST, DURHAM, NC  27703|63500|63500|0|0|302|514060
193720||9715|1943|6153|6153|303|514060
193721||1592|208|1384|1384|304|514060
193722||||||305|514060
196863||||||303|517051
196864||21432|19215|2217|2217|304|517051
196865||||||305|517051
201422|Lot - Little Rock, Arkansas|1|0|1|19160|301|519778
201423|Land - 7400 S. University Ave, Little Rock, AR|80000|0|80000|80000|301|519778
201424|7320 S. University Ave, Little Rock, Arkansas|69761|68661|1100|160000|302|519778
201425|7400 S. University Ave, Little Rock, Arkansas|206779||206779|206779|302|519778
201426|Shop Building, Little Rock, Arkansas|101950||101950|101950|302|519778
201427||91116||91116|75000|303|519778
201421|7320 S. University Ave, Little Rock, Arkansas|29902|0|29902|65000|301|519778
201428||98130|1769|96361|72000|304|519778
201429||53162||53162|46835|305|519778
198751|248 Main Street Forest Park, Ga|52500|0|52500|0|301|518394
198752|Birmingham, Alabama|33000|0|33000|0|301|518394
198753|Muscle Shoals, Alabama|37500|0|37500|0|301|518394
198754|248 Main Street Forest Park, Ga|297500|89250|208250|0|302|518394
198755|Birmingham, Alabama|187000|56100|130900|0|302|518394
198756|Muscle Shoals, Alabama|212500|63750|148750|0|302|518394
198757||103248|86700|16548|0|303|518394
198758||32349|23322|9027|0|304|518394
198759||||||305|518394
192837||||||303|512329
192838||26189|0|26189|26189|304|512329
192839||||||305|512329
197989|333 S. Ashland Avenue, Chgo, IL  60607|135522|0|135522|150000|301|517827
197990|333 S. Ashland Avenue, Chgo, IL  60607|994802|815633|179169|3000000|302|517827
197991||622730|7500|615230|615230|303|517827
197992||444098|438120|5978|70000|304|517827
197993||||||305|517827
197988|325  S. Ashland Avenue, Chgo, IL  60607|71168|0|71168|28500|301|517827
196707||||||303|516991
191057||||||303|507928
191058||15810|4939|10871|10871|304|507928
191059||||||305|507928
196709||||||305|516991
196708||15810|5993|9817|9817|304|516991
198949||||||303|518513
198950||8987|0|8987|8987|304|518513
198951||||||305|518513
251438||79921|71081|8840|8840|303|590357
251439||45835|38352|7483|7483|304|590357
251440||269120|46660|222460|222460|305|590357
200503|HAWAII|464515|282466|182049|0|302|519344
200495|HONOLULU|136812|0|136812|0|301|519344
200504|HONOLULU IMPROVEMENTS|2393|2393|0|0|302|519344
200505|OREGON IMPROVEMENTS|18401|12290|6111|0|302|519344
200506||0|0|0|0|303|519344
200507||2250305|2055586|194719|0|304|519344
200508||||||305|519344
200496|MAUI 2|811259|0|811259|0|301|519344
200497|HILO|45236|0|45236|0|301|519344
200498|KAUAI|223984|0|223984|0|301|519344
200499|MAUI 3|341287|0|341287|0|301|519344
200500|HONOLULU|1100188|626468|473719|0|302|519344
200501|MAUI 2|1729577|621249|1108328|0|302|519344
200502|KAUAI|1520737|886766|633971|0|302|519344
191332||65214|58693|6521|6521|303|508272
191333||142578|136172|6406|6406|304|508272
191334||25712|25539|173|173|305|508272
191245||105720|99593|6127|6127|303|508185
191246||104920|101761|3159|3159|304|508185
191247||2729|2288|441|441|305|508185
190372|Land (Boron, CA)|2000|0|2000|2000|301|506649
190373|Building (Boron, CA)|173408|130318|43090|135000|302|506649
190374||||||303|506649
190375||129732|99535|30197|42000|304|506649
190376||1314||1314|1000|305|506649
210619||0|0|0|0|305|529514
210615|Building 145 Colonial Court, Mt. Clemens, MI 48043|0|0|0|0|301|529514
210616|145 Colonial Court, Mt. Clemens, MI 48043|234761|39873|194888|194888|302|529514
210617||0|0|0|0|303|529514
210618||28082|25443|2639|2639|304|529514
191010|17233 W TEN MILE RD, SOUTHFIELD, MI|20000|0|20000|20000|301|507809
191011|17233 W TEN MILE RD, SOUTHFIELD, MI|204447|204447|0|295461|302|507809
191012||||||303|507809
191013||106720|99181|7539|10000|304|507809
191014||169982|99711|70271|70000|305|507809
212408||176280|161281|14999|74040|303|534449
212409||577193|327746|249447|249447|304|534449
212410||548248|239927|308321|308321|305|534449
208913||96414|96414|0|11614|303|522280
208914||580641|531381|49260|49260|304|522280
208915||39845|34064|5781|5781|305|522280
200237||24488|10203|14285|16634|303|519220
200238||449867|220110|229757|229757|304|519220
200239||164760|71939|92821|92821|305|519220
195986||||||303|516537
195987||1236|1236|0|0|304|516537
195988||||||305|516537
191202|LAND - 190 W G STREET, COLTON CA 92324|25160|0|25160|25160|301|508156
191203|BUILDING - 190 W G STREET, COLTON CA 92324|145295|145295|0|0|302|508156
191204||||||303|508156
191205||63256|60390|2866|2866|304|508156
191206||184437|103754|80683|80683|305|508156
194671|NA|0|0|0|0|301|515113
194672|704 West Main Street  Morganfield KY |20000|0|20000|20000|302|515113
194673||||||303|515113
194674||1264|0|1264|1264|304|515113
194675||||||305|515113
192181|100 N River St Newcomerstown, OH 43832|111300|31726|79574|100000|302|510090
192182||25505|19553|5952|5000|303|510090
192183||16144|16144|0|0|304|510090
192184||||||305|510090
201579||55433|55433|0|0|303|519841
201580||128100|122078|6022|6022|304|519841
201581||||||305|519841
188516|161 LONDONDERRY TPKE, HOOKSETT, NH|48071|0|48071|289700|301|504998
188517|161 LONDONDERRY TPKE, HOOKSETT, NH|781086|405595|375491|501900|302|504998
188518||40863|23390|17473|10000|303|504998
188519||36569|30905|5664|4000|304|504998
188520||16000|16000|0|1000|305|504998
196244||||||303|516752
196245||||||304|516752
196246||||||305|516752
186869|NONE|0|0|0|0|301|504439
186870|NONE|0|0|0|0|302|504439
186871||0|0|0|0|303|504439
186872||12201|8776|3425|3425|304|504439
186873||0|0|0|0|305|504439
194744|100 BLUE SKY PARKWAY, LEXINGTON, KY 40509|495181|314930|180251|500000|302|515229
194743|100 BLUE SKY PARKWAY, LEXINGTON, KY 40509|95000|0|95000|150000|301|515229
194745||20614|20375|239|1500|303|515229
194746||39796|34390|5406|16100|304|515229
194747||||||305|515229
201906||||||303|519937
201907||25861|23854|2007|2007|304|519937
201908||||||305|519937
192562|117 PAJARO ST|77448|0|77448|0|301|511544
192563|117 PAJARO ST|37104|36054|1050|0|302|511544
192564||71766|71766|0|0|303|511544
192565||9686|9686|0|0|304|511544
192566||22758|17118|5640|0|305|511544
201401||0|0|0|0|303|519766
201402||0|0|0|0|304|519766
201403||0|0|0|0|305|519766
183840||131070|0|131070|131070|303|498965
183841||43178|0|43178|43178|304|498965
183842||||||305|498965
184338||74338|44440|29898|29898|303|501363
184339||26042|26042|0|0|304|501363
184340||4900|1633|3267|3267|305|501363
186906||57641|56896|745|500|304|504451
186905||54471|24291|30180|30000|303|504451
186907||||||305|504451
195035||0|0|0|0|303|515495
195036||4489|4489|0|0|304|515495
195037||0|0|0|0|305|515495
195357||||||303|515982
195358||18345|15729|2616|2500|304|515982
195359||||||305|515982
191858||||||303|508785
191859||227159|225050|2109|2109|304|508785
191860||61837|20239|41598|41598|305|508785
186922|Land|42565|0|42565|50000|301|504463
186923|Buildings|222751|222751|0|310000|302|504463
186924||77310|39816|37494|60000|303|504463
186925||104591|99540|5051|20000|304|504463
186926||||||305|504463
184039||||||303|499351
184040||35188|0|35188|35188|304|499351
184041||||||305|499351
197004|280 McCloskey Road, Fayetteville, NC|135000|0|135000|135000|301|517193
197005| ||0|||301|517193
197006|280 McCloskey Road, Fayetteville, NC|60000||60000|60000|302|517193
197007||||||303|517193
197008||25000|25000|25000|25000|304|517193
197009||||||305|517193
196797||||||303|517019
196798||90099|83403|6696|6696|304|517019
196799||||||305|517019
210070|91237 old mill town rd westport or 97016|6145|0|6145|6145|301|527118
210071|91237 old mill town rd westport or 97016|112431||6029|6029|302|527118
210072||||||303|527118
210073||46179|41837|4342|4342|304|527118
210074||19650|16375|3275|3275|305|527118
194815||||||303|515260
194816||||||304|515260
194817||||||305|515260
201285||||||303|519720
201286||2793|1490|1303|1303|304|519720
201287||||||305|519720
194356||||||303|514880
194357||21195||21195|21195|304|514880
194358||31765||31765|31765|305|514880
211613||0|0|0|0|303|532930
211614||10309|0|10309|9722|304|532930
211615||0|0|0|0|305|532930
211611|None|0|0|0|0|301|532930
211612|None|0|0|0|0|302|532930
197815|103 E 14th Street, Elmira Heights, NY 14903|21350|0|21350|21350|301|517701
197816|103 E 14th Street, Elmira Heights, NY 14903|10000|0|10000|10000|301|517701
197817||||||303|517701
197818||22000|0|22000|22000|304|517701
197819||||||305|517701
191365|459 E. Church Street Elmira, NY 14901|58268|51229|7039|78815|302|508287
191366|Office Furniture and Equipment|12260|7791|4469|7000|302|508287
191367||||||303|508287
191368||||||304|508287
191369||||||305|508287
207259||146470|146470|0|16000|303|521409
207260||77758|58031|19725|5000|304|521409
207261||186158|181983|4175|1000|305|521409
190853|270 ESSJAY RD., WILLIAMSVILLE, NY 14221|1978493|1112331|866162|866162|302|507561
190861||4218662|2202726|2015936|2015936|303|507561
190854|201 STOCKADE DR., KINGSTON, NY 12401|1437151|516272|920880|920880|302|507561
190855|30 N. UNION ST., ROCHESTER, NY 14607|4147356|1854555|2292801|2292801|302|507561
190856|4983 BRITTONFIELD PKWY, EAST SYRACUSE, NY 13057|2825538|921718|1903820|1903820|302|507561
190857|7 ELLINWOOD COURT, NEW HARTFORD, NY 13413|545955|275736|270219|270219|302|507561
190858|305 VESTAL PKWY WEST, VESTAL, NY 13850|539385|177818|361567|361567|302|507561
190859|1 WEST OAK HILL RD., JAMESTOWN, NY 14701|2766363|345661|2420702|2420702|302|507561
190860|59 LAWRENCE AVE., POTSDAM, NY 13676|1916105|47902|1868203|1868203|302|507561
190862||11209602|8439385|2770217|2770217|304|507561
190863||10126705|5075050|5051655|5051655|305|507561
190843|800 TROY-SCHENECTADY RD., LATHAM, NY 12110 |3860896|0|3860896|3860896|301|507561
190844|270 ESSJAY RD., WILLIAMSVILLE, NY 14221|242786|0|242786|242786|301|507561
190845|1 WEST OAK HILL RD., JAMESTOWN, NY 14701|235451|0|235451|235451|301|507561
190846|30 N. UNION ST., ROCHESTER, NY 14607|874000|0|874000|874000|301|507561
190847|4983 BRITTONFIELD PKWY, EAST SYRACUSE, NY 13057|367028|0|367028|367028|301|507561
190848|7 ELLINWOOD COURT, NEW HARTFORD, NY 13413|85000|0|85000|85000|301|507561
190849|201 STOCKADE DR., KINGSTON, NY 12401|200000|0|200000|200000|301|507561
190850|305 VESTAL PKWY WEST, VESTAL, NY 13850|250000|0|250000|250000|301|507561
190851|59 LAWRENCE AVE., POTSDAM, NY 13676|2400|0|2400|2400|301|507561
190852|800 TROY-SCHENECTADY RD., LATHAM, NY 12110 |23048840|5762210|17286630|17286630|302|507561
205143|1015,1017,1019 Oregon|100000|0|150000|150000|301|520823
205144|1015,1017,1019 Oregon|91000||100000|100000|302|520823
205145||||||303|520823
205146||91956||0|10200|304|520823
205147||||||305|520823
191413||25000|7500|17500|17500|303|508316
191414||54254|52324|1930|1930|304|508316
191415||||||305|508316
212555|115 North Third Street|18987||18987|18987|302|534589
212556||||||303|534589
212557||3000||3000|3000|304|534589
212554|115 North Third Street|5000|0|5000|5000|301|534589
212558||||||305|534589
192039||||||303|509466
192040||1638|1158|480|480|304|509466
192041||959|240|719|719|305|509466
200578||77446|24930|52517|52517|303|519383
200579||58485|52683|5802|5802|304|519383
200580||||||305|519383
211225||||||303|531840
211226||16991|||16991|304|531840
211227||||||305|531840
190914|13012 SW 133rd Court, Miami, FL|14970|0|14970|14970|301|507606
190915|13012 SW 133rd Court, Miami, FL|222140|151571|70569|70569|302|507606
190916||0|0|0|0|303|507606
190917||65998|59959|6039|6039|304|507606
190918||0|0|0|0|305|507606
190815||||||303|507553
190816||8464|8464|0|0|304|507553
190817||||||305|507553
189385|116-118 Blvd. of the Allies, Pittsburgh, PA |766201|430683|335518|1087940|302|505240
189376|160 Patchway Road, Duncansville, PA|304845|0|304845|304845|301|505240
189386|1276 Liberty Street, Franklin, PA|1406358|346340|1060018|1634696|302|505240
189387|250 Commerce Park Drive, New Columbia, PA|2216132|845765|1370367|2273094|302|505240
189388|1258 O'Neil Hwy., Dunmore, PA|1716241|739621|976620|1709396|302|505240
189389|150 So. 43rd Street, Harrisburg, PA|9298301|4480490|4817811|9577742|302|505240
189390||45741|41167|4574|4574|303|505240
189391||4195485|3865433|330052|330052|304|505240
189392||23697|22066|1631|1631|305|505240
189377|116-118 Blvd. of the Allies, Pittsburgh, PA |275502|0|275502|275502|301|505240
189378|1276 Liberty Street, Franklin, PA|26461|0|26461|26461|301|505240
