OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
85973||Loomis Sayles FDS II Invt Grade Bd Fd CL Y|14920|14000|14000|14000|609380
85978||Deutsche BK AG Global MTN Germany DTD 3/30/10 3.45|29795|30000|30000|30000|609380
85977||HSBC Fin Corp NT DTD 6/27/05 5.000% Due 6/30/15|20718|20000|20000|20000|609380
85976||Citigroup Inc. SR NT DTD 5/19/10 4.750% Due 5/19/1|19850|20000|20000|20000|609380
85975||Bank America FDG Corp DTD 3/11/10 4.500% Due 4/1/1|29723|30000|30000|30000|609380
85974||Lord Abbett Invt Tr Convertible Fund|20000|18585|18585|18585|609380
83249||NONE|0|0|0|0|596988
84236||Wachovia Bank 4.8%|157858|150000|150000|150000|599201
84241||Schwab adv MM|44575|44575|44575|44575|599201
84240||FNMA .75%|89852|90000|90000|90000|599201
84239||JP Morgan Chase 4.9%|25887|25000|25000|25000|599201
84238||EI DUpont|82478|80000|80000|80000|599201
84237||General Electric 5.1%|51844|50000|50000|50000|599201
84270||none|0|0|0|0|599290
87803||Ford Crown Victoria|14481|0|2300|2300|613019
87807||Mutual funds|131061|131061|135405|135405|613019
87806||Building - Birmingham Alabama|220000|220000|107505|107505|613019
87805||Chevrolet Impala|24500|15517|13000|13000|613019
87804||Ford F-150|18500|0|2000|2000|613019
87046||FNMA Principal payments received|6482|6482|6482|6482|611865
87047||Sale of 3 Automobiles|45027|3100|3500|3500|611865
86251||2007 Ford Edge Vehicle|22094|0|4500|4500|609963
86329||MARKETABLE SECURITIES|1281126|1413065|1413065|1413065|610254
86330||iNVESTMENT IN KIND|45084|64028|64028|64028|610254
84732||JP MORGAN TRUST I INCOME BLDR FD CL A|536121|536121|496036|496036|602173
84733||JP MORGAN STRATEGIC INCOME OPPORTUNITIES FND CL A|514345|514345|489486|489486|602173
84480||MUTUAL FUNDS|448784|448784|440911|440911|600993
84596||Sale of Investments|1862931|1862931|1859000|1859000|601817
83886||AMERICAN MUTUTAL FUNDS|98369|98369|115112|115112|598755
83887||HSBC USA CASH RESERVE FUNDS|40000|40000|63333|63333|598755
83586||MUTUAL FUNDS|333219|380278|377208|377208|598375
86385||EATON VANCE EMERGING MARKETS LOCAL INC FD|10507|10507|8537|8537|610396
86381||Vanguard |250000|250000|250000|250000|610385
82943||MARKETABLE SECURITIES|100000|100000|100000|100000|594698
85358||N/A|0|0|0|0|606910
83410||Unit Investment Trusts|434467|434467|486361|486361|597952
83407||Common Stocks|116174|116174|114818|114818|597952
83409||Mutual Funds|42035|42035|50000|50000|597952
83408||Bonds|36560|36560|35811|35811|597952
84499||US GOVERNMENT AND GOVERNMENT AGENCIES|1172108|1172108|1174215|1174215|601129
84503||AUTOMOBILES|604519|374025|157793|174708|601129
84502||STRUCTURED ASSETS|420046|420046|420234|420234|601129
84501||MUTUAL FUNDS|6576178|6576178|6579295|6579295|601129
84500||CORPORATE BONDS|1462612|1462612|1456504|1456504|601129
86760||Projector-Conference Room|947|0|0|0|611311
86763||CD Redemption|50000|50000|50000|50000|611311
86762||Equity Investments|1009|1009|568|568|611311
86761||2011 Ford Taurus|27433|6858|17265|17265|611311
83873||Common Stock|1674795|2297581|2297581|2297581|598724
83876||US Government and Agency Securities|3729967|3677819|3677819|3677819|598724
83875||Mutual Funds|3395495|3521429|3521429|3521429|598724
83874||Corporate Bonds|414065|421641|421641|421641|598724
89541||2009 FORD TAURUS|37445|20035|500|500|618561
89242||MUTUAL FUNDS MAGANGED BY WELLS FARGO|305|305|735|735|615574
88657||SALE OF MUTUAL FUNDS DURING 2015|323821|324660|323821|323821|614314
86838||OFFICE COPIER|18118|13199|0|0|611462
87167||0|0|0|0|0|612105
86715||N/A|0|0|0|0|611192
83023||NONE|0|0|0|0|595585
89568||6500 W Sunrise Boulevard, Plantation, FL 33313|493782|493782|599000|541717|618908
88899||None|0|0|0|0|614664
85002||DISPOSAL OF OLD BUILDING IMPROVEMENTS|9550|2705|0|0|603804
89529||Mutual funds|2532|2532|2532|2532|618397
87314||Federal NTL. MTG. 1200 SH|56000|56000|56000|56000|612331
87318||FICO Bond Redemption|10000|10000|10000|10000|612331
87317||Tenn. Valley Auth. Bond Redemption|46000|46000|46000|46000|612331
87316||Goldman Sach. 2000 SH.|50689|50689|50000|50000|612331
87315||Goldman Sach. 1000 SH.|26625|26625|25000|25000|612331
88430||2001 purchases  office chair and printer|416|0|0|0|613888
88439||2010 purchase  2 printers|397|0|0|0|613888
88438||2009 purchase  desktop computer|1318|0|0|0|613888
88437||2008 purchase  Monitor|275|0|0|0|613888
88436||2007 purchase  Copier/Collater |4144|0|0|0|613888
88435||2006 purchases  2 desktops, monitor, printer|2074|0|0|0|613888
88434||2005 purchases  water cooler, FAX machine|471|0|0|0|613888
88433||2004 purchases  laptop, 2 desktops, 15 printers|2750|0|0|0|613888
88432||2003 purchases   HP 1000 printer, computer|2114|0|0|0|613888
88431||2002 purchase  Dell laptop|2313|0|0|0|613888
86604||1989 typewriter (junked)|187|0|0|0|610813
86607||1998 Computer (junked)|3295|0|0|0|610813
86606||1990 typewriter (junked)|190|0|0|0|610813
86605||1990 typewriter (junked)|348|0|0|0|610813
89595||ABANDONED/BROKEN FIXED ASSETS|541|0|0|0|619409
86961||N/A|0|0|0|0|611761
88365||N/A|0|0|0|0|613793
88376||N/A|0|0|0|0|613793
88375||N/A|0|0|0|0|613793
88374||N/A|0|0|0|0|613793
88373||N/A|0|0|0|0|613793
88372||N/A|0|0|0|0|613793
88371||N/A|0|0|0|0|613793
88370||N/A|0|0|0|0|613793
88369||N/A|0|0|0|0|613793
88368||N/A|0|0|0|0|613793
88367||N/A|0|0|0|0|613793
88366||N/A|0|0|0|0|613793
83593||RETURN OF CAPITAL|11378|11378|11378|11378|598389
83411||Power point projector - junked|800|0|0|0|597969
83412||Dymo label writer - junked|200|46|0|0|597969
86836||Sale of Various Mutual Funds|113161|216428|216428|216428|611451
86837||Sale of Various Common Stoccks|211221|312021|312021|312021|611451
83867||none|0|0|0|0|598693
86670||NONE|0|0|0|0|610974
84986||NONE|0|0|0|0|603475
88073||AUTO|27447|0|0|0|613509
86635||NONE|0|0|0|0|610867
86586||RD1 McKinley Road Cicero NY 13039|0|26200|6947|6947|610785
89836||Investment Securities|958939|958939|958939|958939|622769
87232||MUTUAL FUND|5995221|5995221|6165644|6165644|612254
87234||COMMON TRUST FUND|1725761|1725761|1730584|1730584|612254
87233||COMMON STOCK|855039|855039|876006|876006|612254
84609||NTEU FIXED INCOME|665920|665920|650000|650000|601966
84611||NTEU EQUITIES|6312439|6312439|6630272|6630272|601966
84610||NTEU MUTUAL FUNDS|507248|507248|500000|500000|601966
84429||NA|0|0|0|0|600729
87514||N/A|0|0|0|0|612528
85371||0|0|0|0|0|607125
86257||N/A|0|0|0|0|609989
82956||RECEIVER (4 CHANNEL)|357|0|0|0|594737
82958||DELL LAPTOP|1184|0|0|0|594737
82957||DELL LAPTOP|1424|0|0|0|594737
89727||NONE|0|0|0|0|621562
86979||US TSY NOTE 0.625%|184480|184480|185209|185209|611762
86962||METLIFE INC NTS B/E|15405|15405|15393|15393|611762
86978||EBAY INC NTS B/E|60131|60131|59165|59165|611762
86977||US TSY NOTE 0.625%|54884|54884|55062|55062|611762
86976||EBAY INC NTS B/E|9951|9951|9861|9861|611762
86975||WELLS FARGO & CO. NTS B/E|117245|117245|117236|117236|611762
86974||US TSY NOTE 1.0%|230853|230853|231279|231279|611762
86973||CVS CAREMARK CORP NTS|65261|65261|65097|65097|611762
86972||WELLS FARGO & CO NTS B/E|20392|20392|20339|20339|611762
86971||US TSY NOTE 1.625%|176950|176950|176880|176880|611762
86970||US TSY NOTE 1.0%|45221|45221|45241|45241|611762
86969||US TSY NOTE 0.500%|494575|494575|495541|495541|611762
86968||CVS CAREMARK CORP NTS|15016|15016|15022|15022|611762
