OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
60324||PIMCO SHORT TERM FUNDS (12,833.676 UNITS)|126540|126540|125000|125000|482785
60327|| |||||482785
60326||AMERICAN EXPRESS C/D 4.5%; MAT 11/14/11|97000|97000|97000|97000|482785
60325||PIMCO SHORT TERM FUNDS (3,042.596 UNITS)|30000|30000|30000|30000|482785
55603||COMMON TRUST FUND|244429|244464|244464|244464|465062
55627||SIT US Govt fund|92595|150000|150000|150000|465126
55634||GNMA II 5%|3793|3793|3793|3793|465126
55633||GNMA II 6%|9109|9109|9109|9109|465126
55632||Loomis Sayles Fund|19491|20000|20000|20000|465126
55631||Fed nalt Mortgage|100000|99926|99926|99926|465126
55630||Fed Nalt Mortgage|63713|70239|70239|70239|465126
55629||Fed Natl Mortgage |29928|30000|30000|30000|465126
55628||Vanguard GNMA fund|48678|49985|49985|49985|465126
59226||Automobile|14444|0|500|500|479467
60971||FNMA Principal Received|4680|4680|4680|4680|488584
60972||Automobiles Sold in Yr-2011|176635|42075|42075|42075|488584
60198||SECURITY DEPOSIT APPLIED TO REPAIRS |390|0|0|390|482358
60199||UPON MOVE OUT|0|0|0|0|482358
62533||Growth Fund of America CL A|38315|30000|30025|30000|496267
60320||MARKETABLE SECURITIES|454920|540870|540870|540870|482756
57551||Mutual Funds|264576|272102|272102|272102|470369
57552||Transfer from Savings|37819|37819|37819|37819|470369
57655||EQUITY AND FIXED INCOME SECURITIES|413761|413761|413085|413085|470702
56429||American Funds: Income FD of America, Class A|7134|7134|10000|10000|467000
56432||American Funds: Income FD of America, Class A|42183|42183|60661|60661|467000
56431||American Funds: Capital World Bond Class A|10000|10000|9908|9908|467000
56430||American Funds: Capital Income Builder Class A|3712|3712|5000|5000|467000
56127||MUTUAL FUNDS|126094|95838|107053|107053|466695
55420||1993 Chevy Van|0|0|500|500|463843
58833||MICROWAVE OVEN (DISPOSED)|250|0|0|0|478322
56858||Dominion Res 06/15/64|54745|54745|56305|56305|467096
56859||Countrywide 04-J2 03/25/34|31208|31208|34227|34227|467096
57796||99.889 shares DWS Strategic Gov't Sec Fund-A|900|900|900|900|470905
57500||US GOVERNMENT AND GOVERNMENT AGENCIES|40286755|40286755|40450293|40450293|469918
57505||AUTOMOBILES|1026299|247947|321084|321084|469918
57504||MUTUAL FUNDS|12217834|12217834|13833539|13833539|469918
57503||MUNICIPAL BONDS|20458|20458|20000|20000|469918
57502||FOREIGN BONDS|774875|774875|787916|787916|469918
57501||CORPORATE BONDS|5581391|5581391|5661782|5661782|469918
57829||Vehicle|33899|0|501|501|471086
58004||N/A|0|0|0|0|473760
58008||old outdated and broken equipment thrown out|3096|3096|0|0|473857
62781||none|0|0|0|0|500898
57162||US Treasuries|5461389|5396140|5396140|5396140|467323
57163||Marketable Securities|6836556|6767278|6767278|6767278|467323
59244||Blackrock Global|4600|5123|5123|5123|479540
59243||American Funds|16900|16935|16935|16935|479540
59245||Lord Abbett Funds|13300|11932|11932|11931|479540
60317||Office equipment and computer equipment|72604|0|0|0|482721
59170||0|0|0|0|0|479198
61560||Franklin Balance Sheet|151254|151254|158920|158920|489545
61561||Franklin Flex Cap|146380|146380|173102|173102|489545
61568||Templeton World|117258|117258|130463|130463|489545
61567||Templeton Global|72311|72311|77246|77246|489545
61566||Mutual Global Discovery|104923|104923|115080|115080|489545
61565||Franklin US Government|35573|35573|34978|34978|489545
61564||Franklin Total Return|43543|43543|46577|46577|489545
61563||Franklin Rising Dividends|115306|115306|135423|135423|489545
61562||Franklin Income|108200|108200|119741|119741|489545
55126||654 E. 6th st.    St. Paul, MN 55106|120000|55200|575000|552570|460730
59000||HARTFORD CAP APP|14282|0|12389|12389|478825
