RPT_ID|CASH_START|CASH_END|ACCOUNTS_RECEIVABLE_START|ACCOUNTS_RECEIVABLE_END|INVESTMENTS_START|INVESTMENTS_END|FIXED_ASSETS_START|FIXED_ASSETS_END|TREASURY_SECURITIES_START|TREASURY_SECURITIES_END|OTHER_ASSETS_START|OTHER_ASSETS_END|LOANS_RECEIVABLE_START|LOANS_RECEIVABLE_END|TOTAL_START|MARKET_SEC_TOTAL_COST|MARKET_SEC_TOTAL_BOOK_VALUE|OTHER_INV_TOTAL_COST|OTHER_INV_TOTAL_BOOK_VALUE
482785|368000|532103|0||1199947|1030546|41452|28530|0|0|0||0||||||
496493|39932|31761|||0|0|0|0|0|0|0|800|0|0|39932||||
492562|4698|6605|||0|0|900|1800|0|0|0|0|0|0|5598||||
497215|80998|86916|||||||||||||80998||||
492168|100770|97663|||0|0|6286|6286|0|0|0|0|0|0|||||
489015|158760|152823|||0|0|34188|32225|0|0|250|0|0|0|||||
473779|49265|31047|||||||||||||49265||||
492811|76880|90397|||0|0|0|0|0|0|0|0|0|0|76880||||
523744|4601|5977|||0|0|0|0|0|0|0|0|0|0|4601||||
491658|6606|7051|||0|0|0|0|0|0|0|0|0|0|6606||||
497634|30372|28059|||0|0|1844|1844|0|0|0|0|0|0|32216||||
493236|36832|36331|||0|0|0|0|0|0|0|0|0|0|36832||||
474663|26184|22598|||0|0|0|0|0|0|0|0|0|0|26184||||
496068|51154|39991|||||||||||||51154||||
458786|21839|21988|||58185|64746|9600|9600|0|0|0|0|0|0|89624||||
489049|57914|36695|||0|0|0|0|0|0|0|0|0|0|57914||||
494248|17852|20670|||||||||152|152|||18004||||
493177|16609|11940|||0|0|0|0|0|0|0|0|0|0|16609||||
489111|13566|8827|||8000|8000|0|0|0|0|0|0|0|0|||||
495173|760|868|||||70|70|||||||830||||
493367|91646|109426|||0|0|0|0|0|0|0|0|0|0|91646||||
472372|11582|14720|||0|0|0|0|0|0|0|0|0|0|11582||||
492972|24497|13607|||||250|250|||||||24747||||
490613|8069|10253|||0|0|0|0|0|0|0|0|0|0|8069||||
460884|126825|78245|||0|0|0|0|0|0|0|0|0|0|126825||||
497011|1207|1073|||0|0|0|0|0|0|0|0|0|0|1207||||
463004|1195|1888|||0|0|0|0|0|0|0|0|0|151|1195||||
501339|31980|37283|||0|0|6370|7112|0|0|0|0|0|0|38350||||
475701|542|1063|||0|0|0|0|0|0|0|0|0|0|||||
506959|56983|67951|||||||||||||56983||||
489169|9188|11137|||0|0|0|0|0|0|0|0|0|0|||||
489627|402912|379474|0|0|0|0|468735|445215|0|0|0|0|0|0|||||
489206|1834|2231|||0|0|0|0|0|0|0|0|0|0|||||
532263|40633|44520|||18277|18294||0||0||0||0|58910||||
465655|61935|76251|||22347|17106|0|0|0|0|0|0|0|0|||||
493181|37439|49974|||0|0|0|0|0|0|0|0|0|0|37439||||
483581|36279|39017|||0|0|0|0|0|0|0|0|0|0|36279||||
474530|2496|3097|||0|0|0|0|0|0|0|0|0|0|||||
465062|808352|786623|62464|101299|244429|0|73366|46315|0|0|0|0|0|102|||||
471641|46876|56796|||0|0|0|0|0|0|0|0|0|0|46876||||
465108|726206|770887|0||0||1793004|4379685|0|0|139|139|0||||||
467223|38828|40059|||0|0|0|0|0|0|0|44|0|0|38828||||
465143|95604|96575|||0|0|0|0|0|0|0|0|0|0|||||
465126|698643|515296|57468|49417|1208440|1257036|33428|11403|0|0|0|6703|0|0|||||
466292|22170|17412|||0|0|0|0|0|0|0|0|0|0|||||
467105|151543|127892|0|0|0|0|14038|12000|0|0|0|0|0|0|||||
492112|228576|220512|||0|0|1020|632|0|0|0|0|0|0|229596||||
472360|16208|18169|||0|0|818|736|0|0|0|0|0|0|17026||||
469442|7425|6099|||0|0|0|0|0|0|0|0|0|0|7425||||
468559|37952|30739|||0|0|0|0|0|0|0|0|0|0|37952||||
469292|22968|33822|||||||||||||22968||||
499406|127000|79571|||0|0|0|0|0|0|0|0|0|0|127000||||
495385|28750|40625|||||2790|2790|||||||31540||||
464046|3311|1216|||0|0|0|0|0|0|0|0|0|0|3311||||
474461|106598|126863|||0|0|2765|2765|0|0|0|0|0|0|||||
494200|11905|11546|||167545|173233|0|0|||139|139|||179589||||
474536|62286|70204|||0|0|0|0|0|0|0|0|0|0|||||
478794|252516|267833|||0|0|0|0|0|0|0|0|0|0|252516||||
476017|45298|51625|||0|0|58751|58751|0|0|0|0|0|0|104049||||
493920|64521|63661|||0|0|14522|14522|0|0|0|0|0|0|79043||||
497708|31819|50358|||0|0|0|0|0|0|0|0|0|0|||||
475621|40902|37453|||0|0|0|0|0|0|0|0|0|0|40902||||
489345|43216|52167|||0|0|6357|6357|0|0|0|0|0|0|49573||||
471597|38734|73425|||0|0|67835|67835|0|0|0|0|0|0|||||
476693|48374|47431|||0|0|0|0|0|0|0|0|0|0|48374||||
496687|29473|27331|||0|0|0|0|0|0|116|116|0|0|29589||||
474844|3432|7772|||0|0|0|0|0|0|0|0|0|0|3432||||
477979|154128|146530|||||63500|71596|0|0|||||||||
480662|377996|753957|140464|220329|0|0|3629|2699|0|0|0|0|0|0|||||
495375|27989|26905|||0|0|0|0|0|0|8000|8000|0|0|||||
474892|20732|20293|||0|0|0|0|0|0|0|0|0|0|20732||||
491513|28808|25015|||0|0|1304|1304|0|0|0|0|0|0|30112||||
476459|681|49|||||||||||||681||||
486812|1066770|952385|0||0||642098|656653|0|0|0||0||||||
479467|566750|397264|||||725469|687775|0|0|||||||||
478818|57151|61889|||0|0|0|0|0|0|0|0|0|0|57151||||
473606|145976|136149|0|0|0|0|27401|25447|0|0|0|0|0|0|||||
488584|190680|304191|227887|355521|1323219|1323219|963810|914339|36828|32148|9341|8341|0|0|||||
478526|35249|30592|||0|0|98636|98636|0|0|0|0|0|0|133885||||
477293|16518|16057|||0|0|0|0|0|0|0|0|0|0|16518||||
482522|219193|258077|||38285|0|5710|3199|0|0|0|0|0|0|||||
478118|227012|237420|||0|0|0|0|0|0|0|0|0|0|227012||||
495605|18670|28853|||||1100|1100|||||||19770||||
477155|13423|10850|||0|0|0|0|0|0|800|700|0|0|||||
473929|93594|116292|||0|0|0|0|0|0|0|2419|0|0|||||
491632|43438|63574|||0|0|0|0|0|0|0|0|0|0|43438||||
480072|33877|38158|||0|0|2000|2000|0|0|0|0|0|0|35877||||
500856|16310|5020|||0|0|85889|85889|0|0|3250|3250|0|0|105449||||
474176|244521|225851|||0|0|2257|2257|0|0|3|0|0|0|246781||||
491158|38777|37807|||0|0|0|0|0|0|0|0|0|0|38777||||
498409|11432|11610|||0|0|0|0|0|0|0|0|0|0|||||
476052|68652|55288|||0|0|10058|10058|0|0|914|794|0|0|||||
492850|9668|9138|||0|0|888|888|0|0|0|0|0|0|10556||||
474690|35087|37937|||0|0|50000|50000|0|0|2000|2000|0|0|||||
493040|9571|8656||||0||0||0||0||0|9571||||
491997|27748|23468|||0|0|2780|2502|0|0|5377|8166|0|0|35905||||
479008|100075|103143|||0|0|2875|2875|0|0|0|0|0|0|102950||||
482358|353725|988983||0||0|0|12979|0|0|390|0||0|||||
468260|17121|19072|||38683|39209|1405|1405|0|0|0|0|0|0|57209||||
491204|30504|22341|0|0|0||8987|8987|0|0|0||0|0|||||
489328|34179|34703|||0|0|0|0|0|0|0|0|0|0|34179||||
486680|345|345|345|0|345||345||345|345|345||345||||||
483386|58204|65445|||0|0|1034|1720|0|0|0|0|0|0|59238||||
498706|68356|65579|||0|0|0|0|0|0|0|0|0|0|68356||||
486744|297118|297351||0|||269495|251331||0|||1220467|1208787|||||
