OID|INV_TYPE|NAME|AMOUNT|RPT_ID
155524|701|PIMCO FUNDS PAC/INV MGMT SER - 10,795.81 SHARES|120000|482785
155517|703|Marketable Securities Total Cost|1030546|482785
155525|705|Other Investments Total Cost||482785
155526|706|Other Investments Total Book Value||482785
155518|704|Marketable Securities Total BookValue|1030546|482785
155519|701|GENERAL ELEC CAP 4.75%; DUE 9/15/12|200000|482785
155520|701|EATON VANCE FLTG RATE FUND - 13,505.344 SHARES|120000|482785
155521|701|LOOMIS SYLES FDS II INVT GRADE - 11,654.326 SHARES|140000|482785
155522|701|NATIKIS LOMIS SAYLES HIGH INCOME FD-24,492.002 SHS|120000|482785
155523|701|PIMCO SHORT TERM FUND - 10,492.897 SHARES|103460|482785
159826|703|Marketable Securities Total Cost||489627
159827|704|Marketable Securities Total BookValue||489627
159828|705|Other Investments Total Cost||489627
159829|706|Other Investments Total Book Value||489627
140305|703|Marketable Securities Total Cost||465062
140306|704|Marketable Securities Total BookValue||465062
140307|705|Other Investments Total Cost||465062
140308|706|Other Investments Total Book Value||465062
140367|701|UST INFL IDX 1.875% due 7/15/19|37654|465126
140365|703|Marketable Securities Total Cost|554250|465126
140368|701|Fed HM LN MTG 1% due 4/12/16|100024|465126
140369|701|Fed HM LN Bank 1.375% due 1/6/16|100417|465126
140370|701|Fed NATL MTG 1.5% due 07/13/15|70023|465126
140371|701|GNMA II 6% due 7/20/38|32068|465126
140372|701|GNMA II 5% due 8/20/38|16148|465126
140373|701|Goldman Sachs Strategic Incm Fd|24830|465126
140374|701|JP Morgan Strategic Incm Fd|6954|465126
140375|701|Loomis Sayles Bond Fund|31382|465126
140376|701|PIMCO Emrg Local Bond Fund|14935|465126
140377|701|SIT US Govt Sec Fund|70830|465126
140378|701|Templeton Global Bond fund|20023|465126
140379|701|Vanguard Gnma Fund|32293|465126
140380|705|Other Investments Total Cost|1149143|465126
140381|706|Other Investments Total Book Value|699455|465126
140382|702|Shett Metal Workers Local Union No 9 Building Ass |699455|465126
140366|704|Marketable Securities Total BookValue|557581|465126
142913|703|Marketable Securities Total Cost||467105
142914|704|Marketable Securities Total BookValue||467105
142915|705|Other Investments Total Cost||467105
142916|706|Other Investments Total Book Value||467105
152813|703|Marketable Securities Total Cost||480662
152814|704|Marketable Securities Total BookValue||480662
152815|705|Other Investments Total Cost||480662
152816|706|Other Investments Total Book Value||480662
146609|703|Marketable Securities Total Cost||473606
146610|704|Marketable Securities Total BookValue||473606
146611|705|Other Investments Total Cost||473606
146612|706|Other Investments Total Book Value||473606
157521|703|Marketable Securities Total Cost|1323219|488584
157522|704|Marketable Securities Total BookValue|1323219|488584
157523|701|Amalgamated Bank of New York - Common Stock|1314689|488584
157524|705|Other Investments Total Cost||488584
157525|706|Other Investments Total Book Value||488584
154407|703|Marketable Securities Total Cost||482358
154408|704|Marketable Securities Total BookValue||482358
154409|705|Other Investments Total Cost||482358
154410|706|Other Investments Total Book Value||482358
163535|703|Marketable Securities Total Cost|126160|496267
163536|704|Marketable Securities Total BookValue|126160|496267
163537|701|Edward Jones savings account|126160|496267
163538|705|Other Investments Total Cost||496267
163539|706|Other Investments Total Book Value||496267
153368|703|Marketable Securities Total Cost||481016
153369|704|Marketable Securities Total BookValue||481016
153370|705|Other Investments Total Cost|2304|481016
153371|706|Other Investments Total Book Value|2304|481016
155485|704|Marketable Securities Total BookValue|1320076|482756
155484|703|Marketable Securities Total Cost|1174335|482756
155486|705|Other Investments Total Cost|297943|482756
155487|706|Other Investments Total Book Value|297943|482756
145038|703|Marketable Securities Total Cost|264985|470369
145039|704|Marketable Securities Total BookValue|264985|470369
145040|701|ITS Fidelity (Business Account)|68458|470369
145041|701|Sigma Financial Corp|10339|470369
145042|701|Chase - Lipuid Arbitration Savings Fund|37301|470369
145043|701|Chase Savings - Women's Fund|233|470369
145044|701|Chase Savings - Entertainment Fund|4009|470369
145045|701|JP Morgan|87013|470369
145046|701|FTJ Fun Choice AAMA Capital Preservation|57632|470369
145047|705|Other Investments Total Cost||470369
145048|706|Other Investments Total Book Value||470369
145440|703|Marketable Securities Total Cost|415108|470702
145441|704|Marketable Securities Total BookValue|3053242|470702
145442|701|BOND-OAKLAND UNIVERSITY MI 3.41%|167637|470702
145443|705|Other Investments Total Cost||470702
145444|706|Other Investments Total Book Value||470702
164109|703|Marketable Securities Total Cost|233667|498689
164110|704|Marketable Securities Total BookValue|200397|498689
164111|705|Other Investments Total Cost||498689
164112|706|Other Investments Total Book Value||498689
151299|703|Marketable Securities Total Cost||479556
151300|704|Marketable Securities Total BookValue||479556
151301|705|Other Investments Total Cost||479556
151302|706|Other Investments Total Book Value||479556
157871|703|Marketable Securities Total Cost||488785
157872|704|Marketable Securities Total BookValue||488785
157873|705|Other Investments Total Cost|538655|488785
157874|706|Other Investments Total Book Value|538655|488785
157875|702|LOCAL 234 BUILDING CORP.|538655|488785
142561|703|Marketable Securities Total Cost|388189|467000
142562|704|Marketable Securities Total BookValue|388189|467000
142563|701|AMERICAN FDS - GROWTH FD OF AMERICA|43884|467000
142564|701|AMERICAN FDS - FUNDAMENTAL INVESTORS FD|69930|467000
142565|701|AMERICAN MUTUAL FUND CLASS A|20369|467000
142566|701|AMERICAN FDS - CAPITAL INCOME BUILDER|77436|467000
142567|701|AMERICAN FDS - INTERNATIONAL GROWTH & INCOME FD|29265|467000
142568|701|AMERICAN FDS - NEW WORLD FUND CLASS A|26265|467000
142569|701|AMERICAN FDS - CAPITAL WORLD G&I FUND|118040|467000
142570|705|Other Investments Total Cost||467000
142571|706|Other Investments Total Book Value||467000
151364|703|Marketable Securities Total Cost||479578
151365|704|Marketable Securities Total BookValue||479578
151366|705|Other Investments Total Cost||479578
151367|706|Other Investments Total Book Value||479578
142019|706|Other Investments Total Book Value|0|466695
142005|703|Marketable Securities Total Cost|648489|466695
142020|702|N/A|0|466695
142006|704|Marketable Securities Total BookValue|689501|466695
142007|701|BLACKROCK EQUITY FUND|60766|466695
142008|701|BLACKROCK GLOBAL FUND|69195|466695
142009|701|DELAWARE DIVERSIFIED FUND|68139|466695
142010|701|FRANKLIN RISING FUND|60026|466695
142011|701|FRANKLIN UTILITIES FUND|39838|466695
142012|701|FRANKLIN INCOME FUND|47798|466695
142013|701|HIGHLAND TOTAL RETURN FUND|69524|466695
142014|701|LOOMIS SAYLES STRATEGIC INCOME FUND|102348|466695
142015|701|LORD ABBETT SHORT FUND|64918|466695
142016|701|LORD ABBETT BOND FUND|71701|466695
142017|701|PIMCO TOTAL RETURN FUND|35248|466695
142018|705|Other Investments Total Cost|0|466695
138962|703|Marketable Securities Total Cost||460864
138963|704|Marketable Securities Total BookValue||460864
138964|705|Other Investments Total Cost||460864
138965|706|Other Investments Total Book Value||460864
149933|703|Marketable Securities Total Cost|504980|478414
149934|704|Marketable Securities Total BookValue|480091|478414
149935|701|Vanguard Star Funds|480091|478414
149936|705|Other Investments Total Cost||478414
149937|706|Other Investments Total Book Value||478414
160250|703|Marketable Securities Total Cost||489787
160251|704|Marketable Securities Total BookValue||489787
160252|705|Other Investments Total Cost||489787
160253|706|Other Investments Total Book Value||489787
139118|703|Marketable Securities Total Cost|475000|461377
139119|704|Marketable Securities Total BookValue|475000|461377
139120|701|MORGAN STANLEY CAP TR III - 4,000 SHARES|100000|461377
139121|701|WELLS FARGO CAP TR III - 4,000 SHARES|100000|461377
139122|701|USB CAPITAL VII - 100 SHARES|25000|461377
139123|701|MORGAN STANLEY CAP TR VI - 4,000 SHARES|100000|461377
139124|701|BELL SOUTH - 4,000 SHARES|100000|461377
139125|701|COUNTRYWIDE FIN CAP V - 2,000 SHARES|50000|461377
139126|705|Other Investments Total Cost||461377
139127|706|Other Investments Total Book Value||461377
149844|704|Marketable Securities Total BookValue||478322
149843|703|Marketable Securities Total Cost||478322
149845|705|Other Investments Total Cost||478322
149846|706|Other Investments Total Book Value||478322
145125|703|Marketable Securities Total Cost|0|470426
145126|704|Marketable Securities Total BookValue|0|470426
145127|705|Other Investments Total Cost||470426
145128|706|Other Investments Total Book Value||470426
145419|703|Marketable Securities Total Cost|989543|470699
145420|704|Marketable Securities Total BookValue|989543|470699
