OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
114234|2101|REGULAR MEMBERS PAYING DUES|43477|T|420792
114235|2102|Agency Fee Payers|0|F|420792
104523|2101|ACTIVE|409|T|414021
104524|2101|RETIRED|124|T|414021
104525|2101|LIFE|74|T|414021
104526|2101|APPRENTICES|54|F|414021
104527|2102|Agency Fee Payers|0|F|414021
115626|2101|Active Carriers|2492|T|426662
115627|2101|Retired Members|761|T|426662
115628|2102|Agency Fee Payers|0|F|426662
94136|2101|LOCALS|23|T|401566
94137|2102|Agency Fee Payers|0|F|401566
93623|2101|JOURNEYMAN|805|T|400401
93624|2101|APPRENTICES|183|F|400401
93625|2101|RETIREES|74|T|400401
93626|2102|Agency Fee Payers|0|F|400401
96823|2102|Agency Fee Payers|0|F|403243
96820|2101|Production Workers|257|T|403243
96821|2101|RETIRED|295|T|403243
96822|2101|On Withdrawal|30|F|403243
96819|2101|BUILDING TRADES|1089|T|403243
98085|2101|REGULAR MEMBERS|1647|T|403674
98086|2101|RELIEF MEMBERS|1021|T|403674
98087|2101|RETIRED MEMBERS|598|T|403674
98088|2101|ASSOCIATE MEMBERS|31|F|403674
98089|2102|Agency Fee Payers|0|F|403674
98955|2101|APPRENTICES|49|F|403991
98956|2101|PENSIONERS|96|F|403991
98957|2101|HONORARY MEMBERS|42|F|403991
98958|2101|JOURNEYMEN|229|T|403991
98959|2101|MILITARY|1|F|403991
98960|2102|Agency Fee Payers|0|F|403991
107709|2101|Class A Membership|224|T|417252
107710|2101|Class BA Membership|23|T|417252
107711|2102|Agency Fee Payers|0|F|417252
106627|2101|A Members|352|T|416330
106628|2101|BA Members|18|T|416330
106629|2102|Agency Fee Payers|0|F|416330
109923|2101|General Membership|1270|T|418236
109924|2102|Agency Fee Payers|0|F|418236
112296|2101|REGULAR MEMBER|787|T|419696
112297|2102|Agency Fee Payers|0|F|419696
112213|2101|Union dues paying members|21250|T|419658
112214|2101|Permit holding members|950|F|419658
112215|2102|Agency Fee Payers|0|F|419658
113082|2101|REGULAR MEMBER FULL PAYING|939|T|420155
113083|2102|Agency Fee Payers|0|F|420155
110672|2101|BA Members|2717|T|418646
110673|2101|A Members|3|T|418646
110674|2102|Agency Fee Payers|26|F|418646
109706|2101|Local 1626  Members|228|T|418083
109707|2102|Agency Fee Payers|0|F|418083
117468|2101|Conoco P&M|459|T|433561
117469|2101|Conoco Clerical|16|T|433561
117470|2101|Sasol P&M|143|T|433561
117471|2101|Sasol Clerical|2|T|433561
117472|2102|Agency Fee Payers|0|F|433561
115946|2101|FULL TIME|10878|T|429204
115947|2101|PART TIME|740|T|429204
115948|2101|RETIREE|2405|F|429204
115949|2101|ASSOCIATE|42|F|429204
115950|2102|Agency Fee Payers|1062|F|429204
95962|2101|EARLY RETIRED AND DISABLED|92|T|403012
95963|2101|HONORARY MEMBER|36|T|403012
95964|2101|CONTRACTOR|4|F|403012
95965|2102|Agency Fee Payers|0|F|403012
