OID|INV_TYPE|NAME|AMOUNT|RPT_ID
139666|701|N/A|0|463535
139667|702|N/A|0|463535
139553|701|N/A|0|463386
139554|702|N/A|0|463386
139605|701|N/A|0|463448
139606|703|Marketable Securities Total Cost|88829|463448
139607|704|Marketable Securities Total BookValue|88829|463448
139608|702|GREAT FALLS LABOR TEMPLE|31300|463448
139609|702|UNION HALL COMPANY|9590|463448
139610|705|Other Investments Total Cost|40890|463448
139611|706|Other Investments Total Book Value|40890|463448
139614|701|MUTUAL FUNDS|45962|463454
139615|703|Marketable Securities Total Cost|45962|463454
139616|704|Marketable Securities Total BookValue|45962|463454
139617|702|N/A|0|463454
65928|701|N/A|0|364870
65929|702|.|0|364870
139618|701|N/A|0|463458
139619|702|N/A|0|463458
139620|701|N/A|0|463459
139621|702|N/A|0|463459
139783|701|N/A|0|463799
139784|702|N/A|0|463799
139628|701|N/A|0|463491
139629|702|N/A|0|463491
3900|701||55152|268647
3901|703|Marketable Securities Total Cost|55152|268647
3902|704|Marketable Securities Total BookValue|55152|268647
139632|701|N/A|0|463503
139633|702|N/A|0|463503
139634|701|N/A|0|463504
139635|702|N/A|0|463504
101|702|Investment in building|290165|238611
102|705|Other Investments Total Cost|290165|238611
103|706|Other Investments Total Book Value|290165|238611
141|701|WASHINGTON MUTUAL INVESTMENT|24760|241927
142|703|Marketable Securities Total Cost|80743|241927
143|704|Marketable Securities Total BookValue|80743|241927
139|701|INCOME FUND OF AMERICA|45804|241927
140|701|FUNDAMENTAL INVESTORS|10097|241927
139502|701|N/A|0|463288
139503|702|N/A|0|463288
139522|701|N/A|0|463320
139523|702|N/A|0|463320
139672|701|N/A|0|463542
139673|702|N/A|0|463542
139753|701|N/A|0|463691
139754|702|N/A|0|463691
31373|701|.|0|314454
31374|702|.|0|314454
72452|701|N/A|0|371689
72453|702|One Seven Two Holding Association, Inc. - realesta|777555|371689
72454|705|Other Investments Total Cost|777555|371689
72455|706|Other Investments Total Book Value|777555|371689
139630|701|N/A|0|463501
139631|702|N/A|0|463501
139743|701|N/A|0|463674
139744|702|N/A|0|463674
139674|701|N/A|0|463543
139675|702|N/A|0|463543
11511|701|.|0|296613
11512|702|.|0|296613
139771|701|N/A|0|463699
139772|702|N/A|0|463699
139679|702|N/A|0|463544
139677|703|Marketable Securities Total Cost|557985|463544
139678|704|Marketable Securities Total BookValue|572609|463544
139676|701|FIRST UNION SECURITIES MUTUAL FUNDS|567365|463544
139939|701|N/A|0|464085
139940|702|N/A|0|464085
139680|701|N/A|0|463546
139681|702|N/A|0|463546
139702|701|N/A|0|463591
139703|702|N/A|0|463591
139682|701|N/A|0|463549
139683|702|N/A|0|463549
139684|701|N/A|0|463553
139685|702|N/A|0|463553
139541|701|N/A|0|463367
139542|702|N/A|0|463367
12895|702|Smith Barney Money Funds|128383|298950
12896|705|Other Investments Total Cost|128383|298950
12897|706|Other Investments Total Book Value|128383|298950
139662|701|N/A|0|463509
139663|702|N/A|0|463509
139700|701|N/A|0|463578
139701|702|N/A|0|463578
139876|701|N/A|0|463978
139877|702|N/A|0|463978
139535|701|N/A|0|463351
139536|702|N/A|0|463351
139656|701|N/A|0|463507
139657|703|Marketable Securities Total Cost|1711161|463507
139658|704|Marketable Securities Total BookValue|1739736|463507
139659|702|N/A|0|463507
1|702|CERTIFICATES OF DEPOSIT - 1ST SECURITY BANK|25097|224377
2|702|MONEY MARKET ACCOUNT - 1ST SECURITY BANK|8063|224377
3|702|SMITH BARNEY CITIGROUP - MONEY MARKET ACCOUNT|34680|224377
4|705|Other Investments Total Cost|70650|224377
5|706|Other Investments Total Book Value|70650|224377
139597|701|N/A|0|463440
139598|702|N/A|0|463440
139943|701|N/A|0|464107
139944|702|N/A|0|464107
139601|701|N/A|0|463446
139602|702|N/A|0|463446
139397|701|N/A|0|461787
139398|701||0|461787
139399|701||0|461787
139400|702|285.098 shres American Balanced Fund|4242|461787
139401|702|299.621 shares Income Fund of America|4368|461787
139402|705|Other Investments Total Cost|8610|461787
139403|706|Other Investments Total Book Value|8610|461787
29|701|WELLS FARGO COMPANY 4.95% BONDS|50500|228896
30|701|VERIZON 4.625% BONDS|24601|228896
31|701|MT. LAUREL, NJ TOWNSHIP BONDS|25308|228896
32|701|BCH CAYMAN ISLANDS 6.5% BOND|19867|228896
33|703|Marketable Securities Total Cost|304191|228896
34|704|Marketable Securities Total BookValue|304191|228896
139622|701|N/A|0|463461
139623|702|N/A|0|463461
139549|701|N/A|0|463379
139550|702|N/A|0|463379
35|701|AFL-CIO Housing Investment Trust|5343948|229016
36|703|Marketable Securities Total Cost|6869227|229016
37|704|Marketable Securities Total BookValue|6858371|229016
139730|701|N/A|0|463651
139731|702|N/A|0|463651
139732|701|N/A|0|463663
139733|702|N/A|0|463663
139712|701|N/A|0|463642
139713|702|N/A|0|463642
139588|701|LORD ABBETT AFFILIATED FUND A|48934|463438
139589|701|MFS EMERGING GROWTH B|27883|463438
139590|701|MFS RESEARCH FUND B|34990|463438
139591|701|MF GLOBAL TOTAL RETURN FUND B|121506|463438
139592|701|OPPENHEIMER STRATEGIC INCOME FUND A|85142|463438
139593|701|OPPENHEIMER QUEST VALUE FUND A|120530|463438
139594|703|Marketable Securities Total Cost|480294|463438
139595|704|Marketable Securities Total BookValue|493384|463438
139596|702|N/A|0|463438
139408|701|N/A|0|461836
139409|702|N/A|0|461836
139736|701|N/A|0|463670
139737|702|N/A|0|463670
139738|701|N/A|0|463671
139739|704|Marketable Securities Total BookValue|1004035|463671
139740|702|N/A|0|463671
139741|701|N/A|0|463672
139742|702|N/A|0|463672
139418|701|MERRILL LYNCH BONDS|51413|462905
139419|701|MERRILL LYNCH LIQUID|2399|462905
139420|701|MORGAN STANLEY LIQ ASSET|25253|462905
139421|701|PUTNAM (MORGAN STANLEY)|121842|462905
139422|701|PUTNAM (CITI) BLDG FD|27575|462905
139423|701|PUTNAM (CITI) US GOV|34937|462905
139424|703|Marketable Securities Total Cost|263419|462905
139425|704|Marketable Securities Total BookValue|263419|462905
139426|702|N/A|0|462905
139833|701|N/A|0|463953
139834|702|N/A|0|463953
70|701|PILGRIM/PUTNAM INVESTMENTS|500305|232727
71|701|A.G. EDWARDS & SONS|21604|232727
72|703|Marketable Securities Total Cost|521909|232727
73|704|Marketable Securities Total BookValue|521909|232727
139751|701|N/A|0|463689
139752|702|N/A|0|463689
139492|701|N/A|0|463280
139493|702|N/A|0|463280
139773|701|N/A|0|463702
139774|702|N/A|0|463702
139745|701|N/A|0|463675
139746|702|N/A|0|463675
62770|702|Intrepid Capital|350000|356781
62771|705|Other Investments Total Cost|350000|356781
62772|706|Other Investments Total Book Value|350000|356781
140027|701|N/A|0|464395
140028|702|N/A|0|464395
2592|701|GMAC SMART NOTE|23818|259135
2593|703|Marketable Securities Total Cost|23000|259135
2594|704|Marketable Securities Total BookValue|23818|259135
6741|701|VANGUARD GROUP|15135|272811
6742|703|Marketable Securities Total Cost|18287|272811
6743|704|Marketable Securities Total BookValue|15135|272811
