OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
700285|1101|0|mont|0|0|735251
700286|1103|||||735251
700287|1104|||||735251
700288|1105|||||735251
707006|1101|N/A|N/A|N/A|N/A|737299
707007|1102|1.87%|GROSS WAGES|N/A|N/A|737299
707008|1103|N/A|N/A|N/A|N/A|737299
707009|1104|N/A|N/A|N/A|N/A|737299
707010|1105|N/A|N/A|N/A|N/A|737299
708112|1101|$24.50/$2.50|MONTH|N/A|N/A|737748
708113|1102|$2.34|HOUR|N/A|N/A|737748
708114|1103|$375/$525|INIT|N/A|N/A|737748
708115|1104|$10|TRANS|N/A|N/A|737748
708116|1105|$75|PERMIT|N/A|N/A|737748
708760|1101|$33.45-$56.50|MONTH|$33.45|$56.50|737970
708761|1102|6%|GROWW WAGES|N/A|N/A|737970
708762|1103|$125-$500|PERSON|$125|$500|737970
708763|1104|NONE|N/A|N/A|N/A|737970
708764|1105|NONE|N/A|N/A|N/A|737970
709344|1101|37.00|Month|37.00|37.00|738190
709345|1102|||||738190
709346|1103|||||738190
709347|1104|||||738190
709348|1105|||||738190
712839|1101|29.03|2 WEEKS|19.83|29.03|739254
712840|1103|||||739254
712841|1104|||||739254
712842|1105|||||739254
