RPT_ID|CASH_START|CASH_END|ACCOUNTS_RECEIVABLE_START|ACCOUNTS_RECEIVABLE_END|INVESTMENTS_START|INVESTMENTS_END|FIXED_ASSETS_START|FIXED_ASSETS_END|TREASURY_SECURITIES_START|TREASURY_SECURITIES_END|OTHER_ASSETS_START|OTHER_ASSETS_END|LOANS_RECEIVABLE_START|LOANS_RECEIVABLE_END|TOTAL_START|MARKET_SEC_TOTAL_COST|MARKET_SEC_TOTAL_BOOK_VALUE|OTHER_INV_TOTAL_COST|OTHER_INV_TOTAL_BOOK_VALUE
167888|715758|483123|2246|0|200172|568322|7693|12797|0|0|35062|21910|0|0|960931||||
181839|24243|11198|||0|0|0|0|0|0|0|0|0|0|24243||||
142379|7433|9093|||||||||||||7433||||
171247|1979|14439|||0|0|49791|46299|0|0|250|250|0|0|52020||||
142414|6915|6704|||||||||64600|64600|||71515||||
174140|986|676|||||||||||||986||||
143136|44844|43611|||0|0|0|0|0|0|1844|1844|0|0|46688||||
165669|21317|20603|||43400|2012|0|0|0|0|0|0|0|0|64717||||
144282|28907|29280|||0|0|0|0|0|0|0|0|0|0|28907||||
164522|33693|38681|||0|0|0|0|0|0|0|0|0|0|33693||||
139105|15441|15160|||48237|50478|9600|9600|0|0|0|0|0|0|73278||||
164015|69044|64107|||0|0|0|0|0|0|1000|1000|0|0|70044||||
145750|34404|45892|||0|0|0|0|0|0|152|152|0|0|34556||||
194178|27437|18855|0|0|0|0|0|0|0|0|0|0|0|0|27437||||
185906|5337|6739|||||||||||||5337||||
171914|4323|5910|||||269|229|||||||4592||||
143547|11403|14238|||0|0|0|0|0|0|0|0|0|0|11403||||
178544|12293|22613|||||||||||||12293||||
165602|24481|20306|||||||||||||24481||||
130146|53383|72195|||0|0|0|0|0|0|0|0|0|0|53383||||
170853|6608|6679|||||||||||||6608||||
140718|42921|38520|||0|0|0|0|0|0|6370|6370|0|0|49291||||
140644|37380|41325|||0|0|0|0|0|0|0|0|0|0|37380||||
178969|280922|192466|0|0|0|0|570230|586170|0|0|2290|0|0|0|853442||||
142743|42519|23393|||0|0|0|0|0|0|0|0|0|0|42519||||
173029|12573|27087|||17000|17000|0|0|0|0|0|0|0|0|29573||||
140877|38135|43646|||0|0|0|0|0|0|0|0|740|740|38875||||
171292|51716|44380|||0|0|0|0|0|0|0|0|0|0|51716||||
145318|42947|46312|||0|0|0|0|0|0|0|0|0|0|42947||||
141667|1805|1704|||0|0|1500|750|0|0|0|0|0|0|3305||||
133445|217772|217514|||0|0|0|0|0|0|0|0|0|0|217772||||
173488|29893|37275|||0|0|0|0|0|0|0|0|0|0|29893||||
166947|1123537|1159863|0|0|0|0|363170|356791|116976|0|570|339|0|0|1604253||||
169382|14558|19091|||0|0|0|0|0|0|0|0|0|0|14558||||
183673|51073|47037|||0|0|0|0|0|0|1778|1534|0|0|52851||||
135654|90844|97943|||0|0|893|358|0|0|0|0|0|0|91737||||
134064|221494|220741|57753|153654|1794517|1779734|68125|41499|||17901|12351|||2159790||||
163927|110180|109089|||||||||||||110180||||
138117|63264|130176|0|0|0|0|0|0|0|0|0|0|0|0|63264||||
137344|583713|874835|0|0|0|0|122561|692106|0|0|490|5931|0|0|706764||||
138382|21960|20596|||||13029|14442|||||||34989||||
140606|20900|18468|||0|0|0|0|0|0|0|0|0|0|20900||||
165852|65740|76038|||||||||||||65740||||
137059|14280|4388|||0|0|0|0|0|0|0|0|0|0|14280||||
144451|85962|84181|||0|0|0|0|0|0|0|0|0|0|85962||||
209589|24539|-15501|||0|0|42286|42286|0|0|0|0|0|0|66825||||
178311|13337|12841|||0|0|0|0|0|0|4290|4290|0|0|17627||||
176200|372272|321167|0|0|0|0|0|0|0|0|0|0|0|0|372272||||
166422|28400|58585|0|0|0|0|1044|1044|0|0|0|0|0|0|29444||||
171140|17935|15029|||217494|216656|804|659|||139|139|||236372||||
164051|54490|62264|||0|0|0|0|0|0|0|0|0|0|54490||||
164261|103902|118060|||0|0|0|0|0|0|0|0|0|0|103902||||
236533|33787|25040|||0|0|0|0|0|0|0|0|0|0|33787||||
145855|35767|41906|||0|0|14522|14522|0|0|0|0|0|0|50289||||
170313|50277|48811|||0|0|244|84|0|0|0|0|0|0|50521||||
144717|59655|55585|||||||||1100|1100|||60755||||
165545|93946|77679|0|0|0|0|0|0|0|0|0|0|0|0|93946||||
174453|77647|65066|||0|0|0|0|0|0|0|0|0|0|77647||||
143185|16423|15937|||0|0|0|0|0|0|116|116|0|0|16539||||
144971|47659|11070|||0|0|0|0|0|0|0|0|0|0|47659||||
168574|211761|84013|0|0|0|0|285101|286172|0|0|0|0|0|0|496862||||
171627|104593|113863|0|19162|0|0|4139|4349|0|0|0|0|0|0|108732||||
173710|24941|27221|||0|0|0|0|0|0|8000|8000|0|0|32941||||
180964|38438|39199|||0|0|0|0|0|0|0|0|0|0|38438||||
146153|12638|14853|||0|0|0|0|0|0|0|0|0|0|12638||||
165611|16216|16405|||||||||||||16216||||
172007|632|564|||0|0|0|0|0|0|0|0|0|0|632||||
167885|1837031|2592332|0|0|0|0|133367|136658|0|0|0|0|16000|13600|1986398||||
145033|24479|28055|||0|0|0|0|0|0|0|0|0|0|24479||||
203454|226326|190988|0|0|0|0|26714|27041|0|0|0|0|0|0|253040||||
164573|193738|317699|494012|449312|1123618|1762918|803044|826662|490033|562064|0|0|1250|3640|3105695||||
166192|559|1469|||0|0|0|0|0|0|0|0|0|0|559||||
174932|19326|17481|||||99504|98636|||||||118830||||
143006|21496|22522|||0|0|0|0|0|0|0|0|0|0|21496||||
170632|86896|86739|||87574|101110|1615|942|0|0|1248|0|0|0|177333||||
167691|101861|103946|0|0|0|25000|0|0|0|0|0|0|0|0|101861||||
144980|47388|53896|||0|0|25465|21360|0|0|0|0|0|0|72853||||
173247|8567|9773|||0|0|0|0|0|0|1600|1600|0|0|10167||||
144898|83862|83071|||||1935|1935|||||||85797||||
219782|64124|53940|||0|0|0|0|0|0|0|0|0|0|64124||||
170284|5412|910|||0|0|85889|85889|0|0|3250|3250|0|0|94551||||
190528|55284|52343|||131637|124086|0|0|0|0|2257|2257|0|0|189178||||
173725|50397|55945|||||||||||||50397||||
171462|53350|35423|||0|0|11556|12856|0|0|0|0|0|0|64906||||
142875|13464|12736|||0|0|0|0|0|0|0|0|0|0|13464||||
173511|44333|38453|||||50000|50000|||2000|2000|||96333||||
140927|11438|20231|||0|0|0|0|0|0|0|0|0|0|11438||||
174293|5696|12707|||||4991|4991|||||||10687||||
168049|63024|60357|||2445|2445|0|0|0|0|0|0|0|0|65469||||
165116|354695|306908|0|0|0|0|12956|7511|0|0|0|0|0|0|367651||||
139523|24190|13099|||30441|31270|1405|1405|0|0|0|0|0|0|56036||||
169806|35519|36609|28691|31588|14000|14000|22220|20990|0|0|0|0|0|0|100430||||
164255|5920|8056|||0|0|0|0|0|0|0|0|0|0|5920||||
166086|169311|199719|0|0|0|0|263462|266995|0|0|50|50|0|0|432823||||
168083|326763|209030|||1920318|1550411|20255|21299|||||||2267336||||
138670|101170|89122|||0|0|752|0|0|0|0|0|87716|87416|189638||||
141325|49681|42674|||0|0|0|0|0|0|1034|1034|0|0|50715||||
173035|10549|13044|||||||||||||10549||||
176092|60570|61712|||||884|884|||||||61454||||
168421|1544580|1918728|0|0|0|0|98671|58329|0|0|0|0|0|0|1643251||||
140415|5258|1690|||0|0|0|0|0|0|0|0|0|0|5258||||
141708|2495|8416|||0|0|0|0|0|0|0|0|0|0|2495||||
145766|44787|42801|||0|0|80191|80191|0|0|3072|3072|0|0|128050||||
144336|5693|2792|||0|0|12000|12000|0|0|0|0|0|0|17693||||
142914|27766|23105|||0|0|0|0|0|0|400|400|0|0|28166||||
168188|118751|103497|0|0|0|0|229046|230175|0|0|0|0|0|0|347797||||
212212|30402|18305|||0|0|0|0|0|0|0|0|0|0|30402||||
136145|7380|6138|||||||||||||7380||||
165319|160520|124217|||||||||||||160520||||
170574|1628|1519|||11157|11330|37000|37000|0|0|10350|10350|0|0|60135||||
144654|11106|10189|||||||||||||11106||||
174388|19126|14108|||0|0|0|0|0|0|0|0|0|0|19126||||
187381|26536|24751|||||||||||||26536||||
165117|174804|60730|0|0|0|0|2098|0|0|0|0|0|0|0|176902||||
163852|34011|37304|||0|0|3800|3800|0|0|0|0|0|0|37811||||
144308|28809|33937|||0|0|0|0|0|0|0|0|0|0|28809||||
166169|25318|22578|||||||||||||25318||||
172392|3553|1387|||80475|74790|7200|738|0|0|0|0|0|0|91228||||
177753|192770|164780|||||||||1570|1570|||194340||||
144732|57484|48405|||0|0|5321|5321|0|0|0|0|0|0|62805||||
178292|119445|90334|300822|272120|67299|322045|1897|7149|355714|129648|21561|34615|0|0|866738||||
171521|27935|30578|||0|0|1750|1918|0|0|0|0|0|0|29685||||
175328|43740|0|||0|0|0|0|0|0|0|0|0|0|43740||||
177447|11475|15860|||||||||||||11475||||
168984|8658|9262|||0|0|0|0|0|0|0|0|0|0|8658||||
137024|20934|24997|||||786|786|||12||||21732||||
170523|37617|39475|||0|0|5545|5545|0|0|0|0|0|0|43162||||
167987|59354|38361|||0|0|0|0|0|0|0|0|0|2000|59354||||
252839|14590|32155|||0|0|0|0|0|0|0|0|0|0|14590||||
164907|27081|20420|||0|0|0|0|0|0|1066|1066|0|0|28147||||
177766|103910|70690|||262|253|5667|5667|0|0|0|0|0|0|109839||||
170302|24311|22093|||0|0|0|0|0|0|8106|8106|0|0|32417||||
174389|40232|51539|||0|0|9344|9344|0|0|0|0|0|0|49576||||
144292|893|3774|||0|0|0|0|0|0|0|0|0|0|893||||
