OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
164283|2101|Active|382|T|518467
164284|2101|Apprentices|54|F|518467
164285|2101|Retired Members|140|T|518467
164286|2101|Life Members|65|T|518467
168225|2101|Active Carriers|2167|T|520769
168226|2101|Retired Carriers|575|T|520769
168227|2102||0|F|520769
153876|2101|LOCALS|22|T|502874
153872|2101|Journeymen|776|T|502827
153873|2101|Apprentices|207|F|502827
153874|2101|Retirees|105|T|502827
156631|2101|Building Trades|788|T|504817
156632|2101|Production Workers|234|T|504817
156633|2101|Retired Members|296|T|504817
156634|2101|Withdrawal Members|42|F|504817
158350|2101|Relief Members|1043|T|505372
158349|2101|Regular Members|1673|T|505372
158351|2101|Retired Members|545|T|505372
158352|2101|Associate Members|18|F|505372
158353|2101|Retired Associate Member|1|F|505372
158354|2102||0|F|505372
165112|2101|General|158|T|519110
165113|2102||0|F|519110
160928|2101|CLASS 'A' MEMBERSHIP|206|T|514060
160929|2101|CLASS 'BA' MEMBERSHIP|20|T|514060
160930|2102||0|F|514060
166130|2101|A Members|329|T|519778
166131|2101|BA Members|13|T|519778
166132|2102||0|F|519778
164220|2101|General Membership|1445|T|518394
160369|2101|Regular dues paying members|756|T|512329
163686|2101|.Regular members.|18934|T|517827
163687|2102||35|F|517827
162832|2101|ACTIVE FULL TIME MEMBERS|6512|T|516991
159239|2101|ACTIVE FULL TIME MEMBERS|6189|T|507928
159240|2101|ACTIVE PART TIME MEMBERS|2379|T|507928
162833|2101|ACTIVE PART TIME MEMBERS|2514|T|516991
164385|2101|REGULAR MEMBERS|531|T|518513
201538|2101|A Members|3|T|590357
201539|2101|BA Members|2028|T|590357
201540|2102||17|F|590357
171084|2101|Local 1626 Members|184|T|523517
161470|2101|Phillips 66 P&M Group|436|T|515031
161471|2101|Phillips 66 Clerical Group|11|T|515031
161472|2101|Sasol P&M Group|140|T|515031
161473|2101|Sasol Clerical Group|2|T|515031
161474|2101|Louisiana Pigment Group|97|T|515031
161475|2101|Spartech Group|15|T|515031
161476|2102||0|F|515031
161934|2101|GENERAL MEMBERSHIP|8829|T|515970
165474|2101|ASSOCIATE|28|F|519344
165471|2101|FULL TIME|10715|T|519344
165475|2102||988|F|519344
165472|2101|PART TIME|697|T|519344
165473|2101|RETIREE|2160|F|519344
159433|2101|A|19|T|508272
159434|2101|BA|701|T|508272
159435|2102||18|F|508272
159378|2101|GENERAL MEMBERSHIP|2475|T|508185
158714|2101|Members not sworn in|60|F|506649
158712|2101|Active members with all rights|534|T|506649
158713|2101|Members on LTD|20|F|506649
171791|2101|General Membership|594|T|529514
171792|2102||0|F|529514
159214|2101|FULL DUES PAYING MEMBERS|1178|T|507809
159215|2101|CASH DUES PAYING MEMBERS|2|T|507809
159216|2102||0|F|507809
173272|2101|Active|10745|T|534449
173273|2101|Apprentice|9|F|534449
173274|2101|Inactive|937|F|534449
173275|2102||93|F|534449
170700|2101|Active|5529|T|522280
170701|2101|Executive Active|50|T|522280
170702|2101|Executive Inactive|30|F|522280
170703|2101|Inactive|1449|F|522280
170704|2102||35|F|522280
165296|2102||6|F|519220
165292|2101|Executive Active|2|T|519220
165293|2101|Apprentice|76|F|519220
165294|2101|Executive Inactive|8|F|519220
165295|2101|Inactive|52|F|519220
165291|2101|Active|1330|T|519220
162387|2101|Regular Members|829|T|516537
162388|2102||0|F|516537
159345|2101|REGULAR MEMBERS|2019|T|508156
159346|2101|RETIRED MEMBERS|2|T|508156
159347|2102||70|F|508156
161528|2101|Active Members  full  dues  all members working|368|T|515113
161529|2101|Retirees Partial Dues members retired|336|T|515113
161530|2102||0|F|515113
159902|2101|Active Members|278|T|510090
159903|2102||0|F|510090
166244|2101|JOURNEYMAN|308|T|519841
166245|2101|APPRENTICE|12|T|519841
166246|2101|PRE-APPRENTICE|6|F|519841
166247|2101|RESIDENTIAL WIREMAN|2|T|519841
166248|2101|RESIDENTIAL APPRENTICE|0|T|519841
166249|2101|RESIDENTIAL PRE-APPRENTICE|0|F|519841
166250|2101|CONSTUCTION ELECTRIAN CONTRUCTION WIREMAN|5|T|519841
157203|2101|JOURNEYMEN|245|T|504998
157204|2101|APPRENTICES|27|T|504998
157205|2101|RETIREES|89|T|504998
157206|2102||0|F|504998
162556|2101|REGULAR MEMBERS|35872|T|516752
162557|2102||0|F|516752
155704|2101|JOURNEYMAN|916|T|504439
155705|2101|APPRENTICE|99|T|504439
155706|2101|RETIRED MEMBER|73|T|504439
155707|2101|EARLY RETIREE AND DISABLED|127|T|504439
155708|2101|HONORARY MEMBER|87|T|504439
155709|2101|CONTRACTOR|2|F|504439
155710|2102||0|F|504439
161574|2101|OFFICERS|7|T|515229
161575|2101|STEWARDS|49|T|515229
161576|2101|ACTIVE MEMBERS|2314|T|515229
166360|2101|Regular-fully paid members|353|T|519937
160180|2101|CONSTRUCTION|275|T|511544
160181|2101|PUBLIC EMPLOYEES|127|T|511544
160182|2101|RETIREES|84|T|511544
166107|2101|MICHIGAN LOCAL UNIONS|129317|T|519766
166108|2102||0|F|519766
153032|2101|ACTIVE MEMBER|1998|T|498965
153034|2101|UNEMPLOYED MEMBER|0|F|498965
153035|2101|LIFE MEMBER|423|F|498965
153036|2101|OFFICIAL MEMBER|149|F|498965
153033|2101|RETIRED MEMBER|25|F|498965
153471|2101|ACTIVE MEMBERS|2368|T|501363
153472|2102||0|F|501363
155741|2101|A|7|T|504451
155742|2101|BA|1020|T|504451
155743|2102||0|F|504451
161759|2101|Regular members|622|T|515495
161760|2101|Retired members|26|T|515495
161950|2101|JOURNEYMEN|900|T|515982
161951|2101|APPRENTICES|207|T|515982
161952|2101|RETIREES|303|F|515982
161953|2101|ARREARS MEMBERS|73|F|515982
159620|2101|Direct Bill Members (Private Practice)|191|T|508543
159621|2101|State Employed Members|1069|T|508543
159622|2101|County Employed Members|729|T|508543
159623|2102||1132|F|508543
159741|2101|FULL DUES PAYING MEMBERS|1511|T|508785
155752|2101|Journeymen|466|T|504463
155753|2101|Apprentice|86|F|504463
155754|2101|Retirees|375|T|504463
153249|2101|ACTIVE MEMBER|941|T|499351
153250|2101|RETIRED MEMBER|7|F|499351
153251|2101|UNEMPLOYED MEMBER|0|F|499351
153252|2101|LIFE MEMBER|154|F|499351
153253|2101|OFFICIAL MEMBER|59|F|499351
163001|2101|Goodyear Tire and Rubber Co Employees|2150|T|517193
163002|2101|Defender Industries Employees|75|T|517193
162881|2101|Full time members|7716|T|517019
162882|2101|Part time members|248|T|517019
162883|2101|Part time part time members|111|T|517019
162884|2102||1454|F|517019
171438|2101|full dues paying members|785|T|527118
161621|2101|Regular Members|16240|T|515260
161622|2102||0|F|515260
166014|2101|Members|1677|T|519720
166015|2102||1|F|519720
161296|2101|Regular Member|873|T|514880
161297|2102||7|F|514880
172581|2101|Regular Members|423|T|532930
172582|2102||0|F|532930
163549|2101|Regular Members|368|T|517701
163550|2102||0|F|517701
159450|2101|Active Member|664|T|508287
159451|2102||33|F|508287
169526|2101|Active|1040|T|521409
169527|2101|Retiree|79|F|521409
169528|2102||0|F|521409
159097|2101|IN-SERVICE|388884|T|507561
159098|2101|RETIREES|190826|T|507561
159099|2101|AT- LARGE|7645|F|507561
