OID|INV_TYPE|NAME|AMOUNT|RPT_ID
223987|703|Marketable Securities Total Cost|1103480|581947
223988|704|Marketable Securities Total BookValue|1062915|581947
223989|701|Eaton Vance Fltg Rate Fund CL I|100422|581947
223991|701|Loomis Sayles FDS II Invt Grade Bond Fund CL Y|164875|581947
223992|701|Natixix Loomis Sayles High Income Fund CL A|87667|581947
223993|701|Lord Abbett Convertible Fund Class A|92379|581947
223994|701|Oppenheimer Strategic Income Fund CL Y|67500|581947
223995|701|PIMCO FDS PAC Invt Mgmt Ser GNMA Fund Instl CL|67385|581947
223996|701|TEmpleton Global Bond Fund Advisor CL|69047|581947
223997|705|Other Investments Total Cost||581947
223998|706|Other Investments Total Book Value||581947
223990|701|Gateway Fund CL A|82195|581947
214871|703|Marketable Securities Total Cost|0|560839
214872|704|Marketable Securities Total BookValue|0|560839
214873|701|NONE|0|560839
214874|705|Other Investments Total Cost|0|560839
214875|706|Other Investments Total Book Value|0|560839
214876|702|NONE|0|560839
215404|703|Marketable Securities Total Cost|867101|561411
215405|704|Marketable Securities Total BookValue|847221|561411
215406|701|SIT US Government Bond Fund |46846|561411
215407|701|Goldman Sachs Strategic Fund|57361|561411
215408|701|JPM Strategic income Fund|50318|561411
215409|701|Wachovia Bank, 4.8% due 11/1/14|152189|561411
215410|701|General Electric Bond, 5.1% due 5/15/15|51844|561411
215411|701|EI Dupont 4.75% due 3/15/15|82478|561411
215412|701|FNMA .75%, due 10/24/17|89852|561411
215413|705|Other Investments Total Cost|1209761|561411
215414|706|Other Investments Total Book Value|669443|561411
215415|702|SMW Local 9 Building Association |669443|561411
217872|703|Marketable Securities Total Cost|0|562735
217873|704|Marketable Securities Total BookValue||562735
217874|705|Other Investments Total Cost|0|562735
217875|706|Other Investments Total Book Value||562735
225521|703|Marketable Securities Total Cost||583206
225522|704|Marketable Securities Total BookValue||583206
225523|705|Other Investments Total Cost||583206
225524|706|Other Investments Total Book Value||583206
226159|703|Marketable Securities Total Cost|135405|583490
226160|704|Marketable Securities Total BookValue|130689|583490
226161|701|PIMCO All Asset|61867|583490
226162|701|PIMCO Income Fund|68822|583490
226163|705|Other Investments Total Cost||583490
226164|706|Other Investments Total Book Value||583490
221868|703|Marketable Securities Total Cost||579681
221869|704|Marketable Securities Total BookValue||579681
221870|705|Other Investments Total Cost||579681
221871|706|Other Investments Total Book Value||579681
225147|703|Marketable Securities Total Cost||582982
225148|704|Marketable Securities Total BookValue||582982
225149|705|Other Investments Total Cost|1322606|582982
225150|706|Other Investments Total Book Value|1322606|582982
225151|702|Amalgamated Bank of New York - Common Stock|1314689|582982
229780|703|Marketable Securities Total Cost||585642
229781|704|Marketable Securities Total BookValue||585642
229782|705|Other Investments Total Cost||585642
229783|706|Other Investments Total Book Value||585642
233373|703|Marketable Securities Total Cost||589268
233374|704|Marketable Securities Total BookValue||589268
233375|705|Other Investments Total Cost||589268
233376|706|Other Investments Total Book Value||589268
224570|703|Marketable Securities Total Cost|279933|582611
224571|704|Marketable Securities Total BookValue|279933|582611
224572|701|CAPITAL INCOME BUILDERS FUND|48557|582611
224573|701|CAPITAL WORLD GROWTH AND INCOME|66059|582611
224574|701|GROWTH FUND OF AMERICA|19459|582611
224575|701|INCOME FUND OF AMERICA|60258|582611
224576|701|NEW PERSPECTIVE FUND|40502|582611
224577|701|WASHINGTON MUTUAL INVESTOR FUND|44581|582611
224578|705|Other Investments Total Cost||582611
224579|706|Other Investments Total Book Value||582611
223587|703|Marketable Securities Total Cost||581579
223588|704|Marketable Securities Total BookValue||581579
223589|705|Other Investments Total Cost||581579
223590|706|Other Investments Total Book Value||581579
230359|703|Marketable Securities Total Cost|1172249|585884
230360|704|Marketable Securities Total BookValue|1694459|585884
230361|705|Other Investments Total Cost|297943|585884
230362|706|Other Investments Total Book Value|297943|585884
220130|703|Marketable Securities Total Cost||574499
220131|704|Marketable Securities Total BookValue||574499
220132|705|Other Investments Total Cost||574499
220133|706|Other Investments Total Book Value||574499
219764|703|Marketable Securities Total Cost|1016304|574195
219765|704|Marketable Securities Total BookValue|1011804|574195
219766|701|JPMORGAN TR I INCOME BLDR FD CL A|512865|574195
219767|701|JPMORGAN STRATEGIC INCOME OPPORTUNITIES FND CL A|498939|574195
219768|705|Other Investments Total Cost||574195
219769|706|Other Investments Total Book Value||574195
219172|704|Marketable Securities Total BookValue|119602|573502
219171|703|Marketable Securities Total Cost|118675|573502
219173|701|Legg Mason BW Alternative Credit|18897|573502
219174|701|Dreyfus 100% US Treasury|13318|573502
219175|701|Northern Lights Leader Total Return|28626|573502
219176|701|Pimco Income Fund|28990|573502
219177|705|Other Investments Total Cost||573502
219178|706|Other Investments Total Book Value||573502
219479|703|Marketable Securities Total Cost|2539877|573993
219480|704|Marketable Securities Total BookValue|2418743|573993
219481|701|Arden Realty 5.25%|151287|573993
219482|701|Commonwealth Bank 1.9%|252131|573993
219483|701|Entergy LA LLC 1.875%|150407|573993
219484|701|Goldman Sachs Bank 1%|200587|573993
219485|701|Merrick Bank .65%|200356|573993
219486|705|Other Investments Total Cost||573993
219487|706|Other Investments Total Book Value||573993
226305|703|Marketable Securities Total Cost|0|583606
226306|704|Marketable Securities Total BookValue|0|583606
226307|705|Other Investments Total Cost|0|583606
226308|706|Other Investments Total Book Value|0|583606
220446|704|Marketable Securities Total BookValue||576214
220447|705|Other Investments Total Cost|85000|576214
220448|706|Other Investments Total Book Value|51076|576214
220449|702|30,000 Citi Group Bond - ML|30398|576214
220450|702|1,150 Freddie Mac Bond - ML|3870|576214
220451|702|1,000 Fannie Mae Bond - ML|4543|576214
220452|702|Cash Money Market - ML|12265|576214
220445|703|Marketable Securities Total Cost||576214
231116|703|Marketable Securities Total Cost||586570
231117|704|Marketable Securities Total BookValue||586570
231118|705|Other Investments Total Cost|520859|586570
231119|706|Other Investments Total Book Value|520859|586570
231120|702|LOCAL 234 BUILDING CORP. |520859|586570
218274|703|Marketable Securities Total Cost|396961|562991
218275|704|Marketable Securities Total BookValue|396961|562991
218276|701|AMERICAN FDS - GROWTH FUND OF AMERICA|43884|562991
218277|701|AMERICAN FDS - FUNDAMENTAL INVESTORS FUND|69930|562991
218278|701|AMERICAN FDS - BOND FUND OF AMERICA|62578|562991
218279|701|AMERICAN FDS - CAPITAL INCOME BUILDER|77436|562991
218280|701|AMERICAN FDS - INTERNATIONAL GROWTH & INCOME FUND|29265|562991
218281|701|HBSC USE INCOME NEW BUFF LKD UNRATED|40000|562991
218282|701|AMERICAN FDS - CAPITAL WORLD GROWTH & INCOME FUND|73868|562991
218283|705|Other Investments Total Cost||562991
218284|706|Other Investments Total Book Value||562991
223127|703|Marketable Securities Total Cost||581201
223128|704|Marketable Securities Total BookValue||581201
223129|705|Other Investments Total Cost||581201
223130|706|Other Investments Total Book Value||581201
216013|703|Marketable Securities Total Cost|640604|561974
216016|701|ADVISORS DISCIPLINED 1160 FUND|48687|561974
216014|704|Marketable Securities Total BookValue|744757|561974
216015|701|ADVISORS DISCIPLINED TR FUND|39880|561974
216017|701|BLACKROCK EQUITY FUND|53682|561974
216018|701|BLACKROCK GLOBAL FUND|76406|561974
216019|701|FRANKLIN RISING FUND|51178|561974
216020|701|FRANKLIN INCOME FUND|38576|561974
216021|701|FT 3789 DIVIDEND STRENGTH FUND|52901|561974
216022|701|GUGGENHEIM DEFINED 1057 FUND|44785|561974
216023|701|LORD ABBETT SHORT FUND|48108|561974
216024|701|VAN KAMPEN UNIT TRS 1264 FUND|52996|561974
216025|701|4728 HIGH DIVID EQUITY FUND|49815|561974
216026|701|4673 RICHARD BERNSTEIN FUND|39736|561974
216027|705|Other Investments Total Cost|0|561974
216028|706|Other Investments Total Book Value|0|561974
216029|702|N/A|0|561974
225927|701|LORD ABBETT SHORT DURATION INCOME FUND|46482|583388
225928|701|VIRTUS SENIOR FLOATING RATE FUND|46336|583388
225929|705|Other Investments Total Cost||583388
225930|706|Other Investments Total Book Value||583388
225925|704|Marketable Securities Total BookValue|101484|583388
225926|701|EATON VANCE EMERGING MARKETS LOCAL INCOME FUND|8666|583388
225924|703|Marketable Securities Total Cost|107755|583388
230402|703|Marketable Securities Total Cost|760697|585951
230403|704|Marketable Securities Total BookValue|760697|585951
230405|705|Other Investments Total Cost||585951
230406|706|Other Investments Total Book Value||585951
230404|701|Vanguard Star Fund|760697|585951
231377|703|Marketable Securities Total Cost|0|586765
231378|704|Marketable Securities Total BookValue|0|586765
231379|705|Other Investments Total Cost|0|586765
231380|706|Other Investments Total Book Value|0|586765
213747|703|Marketable Securities Total Cost|350000|557229
213748|704|Marketable Securities Total BookValue|350000|557229
213749|701|MORGAN STANLEY CAP TR IV - 4,000 SHARES|100000|557229
213750|701|MORGAN STANLEY CAP TR VI - 4,000 SHARES|100000|557229
213751|701|BELL SOUTH - 4,000 SHARES|100000|557229
213752|701|COUNTRYWIDE FIN CAP V - 2,000 SHARES|50000|557229
213753|705|Other Investments Total Cost||557229
213754|706|Other Investments Total Book Value||557229
222723|703|Marketable Securities Total Cost|0|580759
222724|704|Marketable Securities Total BookValue|0|580759
222725|705|Other Investments Total Cost||580759
222726|706|Other Investments Total Book Value||580759
234389|703|Marketable Securities Total Cost||592143
234390|704|Marketable Securities Total BookValue||592143
234391|705|Other Investments Total Cost||592143
234392|706|Other Investments Total Book Value||592143
219719|703|Marketable Securities Total Cost|989543|574157
219720|704|Marketable Securities Total BookValue|989543|574157
219721|701|MERRILL LYNCH SPECIAL ACCOUNT|522133|574157
219722|701|MERRILL LYNCH SERVICE AWARD ACCOUNT|467410|574157
219723|705|Other Investments Total Cost||574157
219724|706|Other Investments Total Book Value||574157
215265|703|Marketable Securities Total Cost|806389|561285
215266|704|Marketable Securities Total BookValue|962225|561285
215267|701|Hartford Capital Appreciation|130962|561285
215268|701|Hartford Capital Appreciation II|62638|561285
215269|701|Hartford Dividend Growth|62702|561285
215270|701|VK MS Stocks 2016|133869|561285
215271|701|FT GLB Div Ldr|108659|561285
215272|701|FT Eur Deep Val Sub|105961|561285
215273|701|FT DP Val Sub|50400|561285
215274|701|FT GLB Div Ldr|63425|561285
215275|705|Other Investments Total Cost||561285
215276|706|Other Investments Total Book Value||561285
233029|703|Marketable Securities Total Cost|0|587515
233030|704|Marketable Securities Total BookValue|0|587515
233031|705|Other Investments Total Cost|0|587515
233032|706|Other Investments Total Book Value|0|587515
226094|703|Marketable Securities Total Cost|378190|583463
226095|704|Marketable Securities Total BookValue|378190|583463
226096|701|Union Bank & Trust CD|126141|583463
226097|701|Share Point Credit Union CD|225013|583463
226098|701|Share Point Credit Union Money Market Fund|27031|583463
226099|705|Other Investments Total Cost|23800|583463
226100|706|Other Investments Total Book Value|23800|583463
226101|702|Minneaoplis Labor Temple Association Stock|23750|583463
223156|703|Marketable Securities Total Cost||581211
223157|704|Marketable Securities Total BookValue||581211
223158|705|Other Investments Total Cost||581211
223159|706|Other Investments Total Book Value||581211
240219|703|Marketable Securities Total Cost||600202
