OID|DESCRIPTION|AMOUNT|RPT_ID
90940|Payroll Liabilities|4098|581947
87705|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END |9991|560839
87716|Death Benefit Payable|123195|560865
87717|Payroll Taxes Payable|882|560865
87862|Payroll liabilities|4633|561411
88788|Payroll deductions ($3,019) and related accruals|4630|562735
90080|PAYROLL LIABILITIES|10091|579560
90081|     ||579560
91493|Accrued vacation|3786|583206
91494|Payroll liabilities|3400|583206
93590|Payroll Tax Withholdings|4432|586567
93592|Funds Received as Agent to be Disbursed|24185|586567
93591|Savings Withholdings|750|586567
90114|Per Capita Ta|40696|579681
90117|FUTA|177|579681
90116|MESC|403|579681
90115|State Tax|244|579681
91339|Payroll withholding deductions-Includes P/R Taxes|20216|582982
91343|Accrued salary/benefit reimbursement|4096|582982
91342|Accrued pension contribution|53645|582982
91341|Accrued per capita payable - International Offices|2612798|582982
91340|Accrued rebates due affiliated locals|3870|582982
89837|Federal taxes paid & forwarded (941)|2714|577836
89839|City taxes paid & forwarded|55|577836
89838|State taxes paid & forwarded|124|577836
93321|ACCRUED POST RETIREMENT BENEFIT|6965792|585884
93333|EMPLOYER TAXES|14443|585884
93332|ACCRUED INTEREST|116044|585884
93331|RENTAL DEPOSITS|4162|585884
93330|MEMBER CONTACT PROGRAM|3765|585884
93329|INITIATION FEES |198|585884
93328|HMSA-MEDICAL|12761|585884
93327|RSC/CANCER/INSURANCE PAYABLE|7306|585884
93326|LIFE INSURANCE|20076|585884
93325|INTEREST PAYABLE|2421|585884
93324|PAYROLL DEDUCTION PAYABLE|56621|585884
93323|AFSCME PER CAPITA|155470|585884
93322|ACCRUED VACATION AND SICK LEAVE|2238571|585884
89581|ACCRUED VACATION & SEVERANCE|9898|574499
89583|DEFERRED INCOME (DUES PAID IN ADVANCE)|98997|574499
89582|UNIT FUNDS|3699|574499
89084|Payroll taxes payable|2792|572580
89085|Employee benefits|29415|572580
89284|Payroll taxes|3348|573502
90921|Union Dues |66|581829
89369|PAYROLL TAXES AND WITHHOLDINGS PAYABLE|5631|573862
91748|NA|0|583606
89690|Accrued Payroll Taxes|3099|576214
93593|DEFERRED REVENUE|22572|586570
88111|PAYROLL TAXES WITHHELD NOT REMITTED AT YEAR END|2386|561974
91612|PAYROLL TAX LIABILITIES|8245|583388
87532|Due to The SSOBA Weflare Fund|98369|559703
90909|Payroll withholdings|193|581789
90502|N/A|0|580759
89447|DUE TO NATIONAL|74052|574157
89449|DUE TO CWA 1109 PENSION FUND|110473|574157
89448|DUE TO CWA 1109 BUILDING CORP|17920|574157
87809|Accrued Payroll Taxes|4297|561285
87340|FUNDS COLLECTED ON BEHALF OF AFFILIATES, BUT NOT|0|557577
87341|YET DISBURSED BY THE END OF THE REPORTING PERIOD|22|557577
91437|Accrued severance pay|125016|583165
91439|Union dues payable|128171|583165
91438|Accrued vacation|47582|583165
97400|STATE UNEMPLOYMENT TAX|36|600202
89591|Accrued Payroll and Liabilities|6280|574554
89592|Credit Card Liabilities|608|574554
89204|ACCRUED PERSONNEL COSTS|410252|573263
89214|SECURITY DEPOSITS|38672|573263
89213|ACCRUED PENSIONS|238065482|573263
89212|RETIREE MEDICAL ACCRUAL|150317628|573263
89211|VACATION AND SICK ACCRUAL|11111197|573263
89210|LSA EDUCATION LEAVE|184072|573263
89209|PSA EDUCATION LEAVE|33832|573263
89208|DEFERRED COMPENSATION - 457B|1657419|573263
89207|DEFERRED RENTAL INCOME|1170769|573263
89206|RESERVE FOR MEDICAL CLAIMS|727500|573263
89205|DEFERRED INCOME|617176|573263
87711|Credit Card Liability|2142|560851
87712|Accrued Payroll Liabilties|885|560851
89321|Payroll Withholdings|2056|573672
89323|Assessment Payable - RMELC|17291|573672
89322|Credit Cards Payable|711|573672
89625|Paid per-capita tax to LIUNA|0|575079
91837|Payroll Withholdings|7736|583698
91967|FEDERAL INCOME TAX|56|583880
91972|STATE UNEMPLOYMENT TAXES 4TH QUARTER|169|583880
91971|FEDERAL UNEMPLOYMENT TAX (940) 4TH QUARTER|337|583880
91970|FICA EMPLOYER|80|583880
91969|STATE INCOME TAX |485|583880
91968|FICA-EMPLOYEE|80|583880
86930|N/A|0|554856
88764|Post retirement benefit obligations|54512402|562710
88770|Withholdings payable|89|562710
88769|Objector payable|1300|562710
88768|Life insurance payable|14000|562710
88767|Pension contributions payable|33449|562710
88766|Accrued vacation costs|544594|562710
88765|Accrued severance pay|2609928|562710
91505|Payroll Liabilities - TIP|37|583221
89382|PAYROLL TAX WITHHOLDINGS|2226|574004
91387|EMPLOYEE WITHHOLDINGS|5581|583111
95738|Payroll Liabilities|314|595663
92380|ACCRUED AND WITHHELD PAYROLL AND PROPERTY TAXES|9693|584351
90224|Payroll withholding taxes|367|579957
90227|Accrued payroll taxes|126|579957
90226|Employee vacation and union dues withheld|845|579957
90225|Accrued fringe benefits payable|4380|579957
94474|Payroll taxes|1509|587402
89707|payroll taxes payable|2084|576811
93813|CREDIT CARD LIABILITIES|2581|586961
93815|SALES TAX LIABILITIES|81|586961
93814|PAYROLL TAX LIABILITIES|2339|586961
91208|REAL ESTATE TAXES|12900|582767
90158|WITHOLDING PAYABLES|4222|579840
93573|PAYROLL TAXES PAYABLE|2592|586509
93574|MISCELLANOUS PAYABLES|654|586509
93338|ACCRUED LEAVE PAYABLE|14106|585910
93339|ACCRUED SICK PAYABLE|12897|585910
95345|COMMERCE BANK COMMERCIAL CARD|589|592590
93403|PR Taxes Payable|10610|586224
92468|Payroll Tax Liability|1347|584521
95161|Payroll liabilities|1127|591301
95164|Due to scholarship fund|1364|591301
95163|Pass through arbitration award|8136|591301
95162|Officers accrued leave payable|116694|591301
92991|Vacation and Sick Payable|30747|585592
87330|OPIEU|400|557555
92718|PAYROLL TAX WITHHOLDING|7717|585101
92719|SECURITY DEPOSIT|1495|585101
91551|Payroll Taxes Payable|387|583310
91552|American Express Credit Card Payable|1620|583310
93943|PAYROLL LIABILITIES|17771|587100
93919|941 TAXES|2421|587067
93920|ILLINOIS STATE TAXES|627|587067
91209|PAYROLL LIABILITIES|1228|582784
94323|None|0|587342
93457|UNCLAIMED FUNDS|1777|586360
91197|FRINGE BENEFIT WITHHELD - UNPAID AS OF 12/31/14|2443|582732
90304|SECURITY DEPOSIT|3964|580118
90305|PAYROLL TAXES PAYABLE|9427|580118
88487|PAYROLL TAXES & WITHHOLDINGS|4328|562473
91431|Payroll liabilites|33705|583162
91435|TSP loan payable|137|583162
91434|TSP W/H payable|8687|583162
91433|Lease payable|9572|583162
91432|COLCPE W/H payable|105|583162
95109|RENT DEPOSITS|2646|591054
95111|ACCRUED DELEGATE FUND|4013|591054
95110|PAYROLL TAXES|1315|591054
94940|Accrued and withheld payroll taxes|3302|589277
91746|ACCRUED TAXES|491|583597
89955|PAYROLL TAXES WITHHELD AND ACCRUED|2353|578866
89957|RENT REC'D IN ADVANCE|6603|578866
89956|SICK AND ANNUAL LEAVE PAYABLE|55596|578866
90888|DUE TO MDA|127|581633
90889|DUE TO STATE OF FLORIDA|2317|581633
92688|Sick Leave Benefits Payable|12375|585063
92690|Prepaid Rent|1200|585063
92689|Damage Deposits|2100|585063
97372|Payroll Taxes Payable|535|600007
93340|Employer Payroll Taxes|2484|585913
93341|Employee Taxes Withheld|4554|585913
92738|Payroll Withholding Liabilities|1841|585123
90980|Payroll liabilities|785|582092
90979|Credit Card Payable|15586|582092
97933|PAYROLL TAXES PAYABLE|5889|602336
97935|KEY DEPOSIT PAYABLE|130|602336
97934|DUE TO MDA|3682|602336
94969|FICA Tax Payable|1246|589945
94971|Accrued Unemployment Tax Payable|289|589945
94970|Withholding Tax Payable|1425|589945
91945|PAYROLL TAXES PAYABLE|3447|583839
91724|WITHHELD PAYROLL TAXES|4207|583566
91725|OTHER PAYROLL TAXES |2649|583566
93804|Payroll withholdings|21|586953
90737|Payroll taxes|6249|581323
90685|PAYROLL|4861|581234
90687|REAL ESTATE TAXES|6763|581234
90686|PAYROLL TAXES|3015|581234
90515|Payroll Taxes Payable|8196|580847
91561|FICA -  EMPLOYER FORWARDED|322|583321
91559|FICA - EMPLOYEE FORWARDED|322|583321
91560|STATE TAXES FORWARDED|271|583321
91558|FEDERAL TAXES FORWARDED|330|583321
91563|STATE UNEMPLOYMENT TAXES|61|583321
91562|FEDERAL UNEMPLOYMENT TAXES|299|583321
89496|OLCU (Visa) - 9302|10081|574256
89497|Payroll Liabilities|2777|574256
89695|PAYROLL TAXES PAYABLE|663|576400
91266|COLCPE PAYABLE|71|582874
93626|Accrued Benefits|13950|586656
93203|PAYROLL LIABILITIES|6530|585772
95113|Payroll Liabilities|7230|591102
93869|NONE|0|587020
89866|PAYROLL TAXES|359|578166
93406|Long Portion of Obligation Under Capital Leases|18279|586237
93211|State Withholding|448|585779
93215|Payroll Deductions|3524|585779
93214|Federal Unemployment|1188|585779
93213|State Unemployment|50|585779
93212|City Withholding|419|585779
88953|Payroll Liabilites|2056|563031
88926|OTHER LIABILITIES|1818|562944
88055|Payroll Liabilities|706|561819
88506|Michigan Withholding|309|562504
88508|Federal Unemployment Tax|90|562504
88507|Michigan Unemployment Insurance Agency Tax|180|562504
88876|PAYROLL LIABILITIES|6678|562887
88851|PAYROLL LIABILITIES|1719|562817
87919|MISCELLANEOUS PAYROLL WITHHOLDINGS|1083|561629
88590|Accrued payroll liabilities|9516|562554
88313|ACCRUED EXPENSES|15542|562325
87734|DEPARTMENT OF TREASURY - PAYROLL LIABILITIES|2967|560903
87870|PAYROLL LIABILITIES|615|561481
