OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
80112||Eaton Vance Fltg Rate Fund CL I|10102|10000|10000|10000|581947
80119||2007 Buick|16008|0|0|0|581947
80118||2008 Buick|16439|0|0|0|581947
80117||PIMCO Funds PAC INvt Mgmt Ser Real Return Fund Ins|59653|60378|60378|60378|581947
80116||PIMCO Short Term Fund|59346|60000|60000|60000|581947
80115||PIMCO Funds PAC Invt Mgmt Ser Real Return Fund Ins|20000|19806|19806|19806|581947
80114||PIMCO Short Term Fund|40204|40000|40000|40000|581947
80113||Loomis Sayles FDS II Invt Grade Bond Fund CL Y|10414|10000|10000|10000|581947
76670||NONE|0|0|0|0|560839
76799||2005 Ford Ranger|17554|0|3500|3500|561411
76818||GNMA II 8/20/38 5%|1852|1852|1852|1852|561411
76817||GNMA II 7/20/2038 6%|4675|4675|4675|4675|561411
76816||GNMA II 6/20/2041 4.5%|5419|5419|5419|5419|561411
76815||GNMA II 12/20/2040 5%|4272|4272|4272|4272|561411
76814||FNMA 6.5%|22800|22800|22800|22800|561411
76813||FNMA PL 6%|13264|13264|13264|13264|561411
76812||Vanguard Investment grade Fund|8584|9985|9985|9985|561411
76811||Templeton Global Fund|3873|4985|4985|4985|561411
76810||JPM Strategic Fund|28440|40000|40000|40000|561411
76809||Goldman Sachs Strategic Fund|28422|29870|29870|29870|561411
76808||Loomis Sayles bond fund|7737|9000|9000|9000|561411
76807||Doubline Total Return Fund|9133|9985|9985|9985|561411
76806||SIT US Gov Fund|85071|87000|87000|87000|561411
76805||Verizon Wireless 5.55% 2/1/14|76298|75000|75000|75000|561411
76804||Wells Fargo 4.95% 10/16/13|42873|41000|41000|41000|561411
76803||Financing Corp 0% 11/30/13|20939|21000|21000|21000|561411
76802||Financing Corp 0% 11/30/13|15977|16000|16000|16000|561411
76801||Financing Corp 0% 10/5/13|19931|20000|20000|20000|561411
76800||Fed Jduiciary Office 0% 2/15/14|23946|24000|24000|24000|561411
78548||none|0|0|0|0|562735
80724||Disposed of old computers|5182|0|0|0|583490
80726||Traded in 3 Mercury Grand Marquis'|36989|0|0|0|583490
80725||Sold 2000 Cadillac Deville|4500|1350|1500|1500|583490
80443||AREMCO Stock - 61,355 Shs of Senior Preferred B|614|614|614|614|582982
80444||7-Automobiles|139918|15100|15900|15900|582982
80243||GROWTH FUND OF AMERICA|25013|25013|30000|30000|582611
80245||WASHINGTON MUTUAL INVESTORS FUND|19135|19135|30000|30000|582611
80244||INCOME FUND OF AMERICA|14554|14554|20000|20000|582611
81967||MARKETABLE SECURITIES|676534|970248|970248|970248|585884
79007||2007 CHRYSLER TOWN & COUNTRY|34570|0|8000|8000|574195
78918||Mutual Funds|341529|341529|344538|344538|573502
78960||Sale of Investments|1112772|1112772|1107170|1107170|573993
78948||XEROX DC 555 DIGITAL COPIER|14537|0|0|0|573862
80785||NA|0|0|0|0|583606
80794||NA|0|0|0|0|583606
80793||NA|0|0|0|0|583606
80792||NA|0|0|0|0|583606
80791||NA|0|0|0|0|583606
80790||NA|0|0|0|0|583606
80789||NA|0|0|0|0|583606
80788||NA|0|0|0|0|583606
80787||NA|0|0|0|0|583606
80786||NA|0|0|0|0|583606
77049||MUTUAL FUNDS|403804|455670|470264|470264|561974
80667||2004 FORD F150|15843|0|2325|2325|583388
80668||COMPUTERS|6070|0|0|0|583388
76331||AUTOMOTIVE EQUIPMENT|19754|19754|1200|1200|557229
79811||H.P. LASER FAX (DISPOSED)|249|174|0|0|580759
76762||VK S&P Dividend|39995|39995|50604|50604|561285
76765||Harbor Mutual Funds|16481|16481|25000|25000|561285
76764||First Tr New Opportunity MLP & Energy Fund|50000|50000|47683|47683|561285
76763||Invesco Balances Risk Allocation|215261|215261|209846|209846|561285
76361||MARKETABLE SECURITIES|25000|25000|25000|25000|557577
84364||None|0|0|0|0|600202
78867||US GOVERNMENT AND GOVERNMENT AGENCIES|941901|941901|943392|943392|573263
78870||AUTOMOBILES|666347|241740|196315|233605|573263
78869||MUTUAL FUNDS|3198211|3198211|3470580|3470580|573263
78868||CORPORATE BONDS|2986470|2986470|3016075|3016075|573263
76687||Automobile (trade-in)|18525|0|0|0|560851
79194||n/a|0|0|0|0|575079
