OID|INV_TYPE|NAME|AMOUNT|RPT_ID
66477|701|N/A|0|366515
66478|703|Marketable Securities Total Cost|386811189|366515
66479|704|Marketable Securities Total BookValue|399550162|366515
66480|702|N/A|0|366515
88145|701|GE CAP CORP CORP BOND 09/15/12|190240|385263
88146|701|FFCB AGENCY BOND|100469|385263
88147|703|Marketable Securities Total Cost|494000|385263
88148|704|Marketable Securities Total BookValue|484527|385263
88149|702|ANDOVER ASSOCIATES LP|412954|385263
88150|705|Other Investments Total Cost|400000|385263
88151|706|Other Investments Total Book Value|412954|385263
88144|701|CD GOLDMAN SACHS BANK 10/29/13|95921|385263
88143|701|CD AMEX CENTURY BANK 11/14/11|97897|385263
89595|701|N/A|0|386020
89596|702|N/A|0|386020
66082|701|N/A|0|366265
66083|702|N/A|0|366265
66731|701|N/A|0|367185
66732|702|N/A|0|367185
69373|706|Other Investments Total Book Value|728862|368631
69360|701|Fed Farm Cr Bank|51692|368631
69370|704|Marketable Securities Total BookValue|704275|368631
69361|701|Fed Home Loan|55103|368631
69362|701|Citigroup|49689|368631
69363|701|Gen Electric Cap|51730|368631
69364|701|Gen Electric Cap Corp|98139|368631
69365|701|SLM Corp|45805|368631
69366|701|Union Tank Car|51497|368631
69367|701|Loomis Sayles Bond fund|168897|368631
69368|701|Vanguard Short Term Treasury|131721|368631
69369|703|Marketable Securities Total Cost|727282|368631
69372|705|Other Investments Total Cost|1124310|368631
69371|702|Sheet Metal Workers Local Union No.9 Building Asso|728862|368631
67722|701|N/A|0|367927
67723|702|N/A|0|367927
71055|701|N/A|0|369171
71056|702|N/A|0|369171
90473|701|N/A|0|389449
90474|702|N/A|0|389449
78195|701|N/A|0|379946
78196|702|N/A|0|379946
82929|701|N/A|0|383315
82930|702|N/A|0|383315
75855|701|N/A|0|377451
75856|702|N/A|0|377451
90165|701|N/A|0|387974
90166|702|N/A|0|387974
84316|705|Other Investments Total Cost|1566601|383847
84313|701|N/A|0|383847
84317|706|Other Investments Total Book Value|1566601|383847
84314|702|ALICARE ACS Preferred Stock|200000|383847
84315|702|Amalgamated Bank of New York - Common Stock|1355070|383847
91321|701|N/A|0|392814
91322|702|N/A|0|392814
98832|703|Marketable Securities Total Cost|14000|406024
98834|702|N/A|0|406024
98833|704|Marketable Securities Total BookValue|14000|406024
98830|701|ADVANTA NOTE|8000|406024
98831|701|ADVANTA NOTE|6000|406024
84784|701|N/A|0|383994
84785|702|N/A|0|383994
83526|701|N/A|0|383480
83527|702|N/A|0|383480
82560|701|N/A|0|382942
82561|703|Marketable Securities Total Cost|33|382942
82562|704|Marketable Securities Total BookValue|33|382942
82563|702|N/A|0|382942
80694|701|N/A|0|381890
80695|702|N/A|0|381890
91560|701|N/A|0|393787
91561|702|N/A|0|393787
86622|701|N/A|0|384632
86623|703|Marketable Securities Total Cost|1205224|384632
86624|704|Marketable Securities Total BookValue|956381|384632
86625|702|N/A|0|384632
86626|705|Other Investments Total Cost|297943|384632
86627|706|Other Investments Total Book Value|297943|384632
67888|701|N/A|0|368004
67889|702|N/A|0|368004
73754|701|N/A|0|373097
73755|702|N/A|0|373097
73550|701|N/A|0|373067
73551|702|N/A|0|373067
72153|702|N/A|0|371133
72152|701|N/A|0|371133
73306|701|Chase Savings|69421|373005
73301|701|Alliance Bernstein|18759|373005
73309|702|N/A|0|373005
73308|704|Marketable Securities Total BookValue|189563|373005
73307|703|Marketable Securities Total Cost|201418|373005
73302|701|FTJ - Strategist|24397|373005
73303|701|FTJ - Advanced|18887|373005
73304|701|Sigma - Financial|47767|373005
73305|701|Sigma - Planning|10332|373005
73332|703|Marketable Securities Total Cost|1916086|373008
73333|704|Marketable Securities Total BookValue|1642183|373008
73334|702|N/A|0|373008
73323|701|CORPORATE BONDS-EMERSON ELEC CO 5%|100026|373008
73324|701|CORPORATE BONDS-FIRST CHICAGO 6.375%|100460|373008
73325|701|CORPORATE BONDS-FORD MOTOR CO 6.375%|99276|373008
73326|701|CORPORATE BONDS-GENERAL ELECTRIC CAP|101088|373008
73327|701|CORPORATE BONDS-GTE NORTH IN 5.65%|100223|373008
73328|701|CORPORATE BONDS-INTL LEASE 4.375%|84000|373008
73329|701|CORPORATE BONDS-MERRILL LYNCH 6%|441000|373008
73330|701|CORPORATE BONDS-NEW ENGLAND TEL 5.875%|100501|373008
73331|701|CORPORATE BONDS-COOPERATIVE BK NA 3.1%|95004|373008
73322|701|GOVERNMENT OBLIGATIONS-FED HOME LN BK 5.02%|100164|373008
98859|701|N/A|0|406181
98860|702|N/A|0|406181
93273|701|N/A|0|401187
93274|702|N/A|0|401187
93803|701|Corporate Bond - Genworth Finl Inc|97952|402083
93804|701|Stock Index Fund - Northern Funds|135715|402083
93805|703|Marketable Securities Total Cost|322863|402083
93806|704|Marketable Securities Total BookValue|233667|402083
93807|702|N/A|0|402083
88090|701|N/A|0|385246
88091|702|N/A|0|385246
98705|701|N/A|0|405706
98706|702|N/A|0|405706
73348|701|N/A|0|373010
73349|702|N/A|0|373010
77682|701|N/A|0|379449
77683|702|30,000 Citi Group Bond - ML|29223|379449
77684|702|1,150 Freddie Mac Bond - ML|29587|379449
77685|702|1,000 Fannie Mae Bond - ML|25000|379449
77686|705|Other Investments Total Cost|83810|379449
77687|706|Other Investments Total Book Value|83810|379449
92759|701|N/A|0|400087
92760|702|N/A|0|400087
84952|701|N/A|0|384095
84953|702|LOCAL 234 BUILDING CORP.|507509|384095
84954|705|Other Investments Total Cost|507509|384095
84955|706|Other Investments Total Book Value|507509|384095
69820|701|AMCAP FUND|78069|368765
69821|701|INVESTMENT COMPANY OF AMERICA|73914|368765
69822|701|THE NEW ECONOMY FUND|75622|368765
69823|703|Marketable Securities Total Cost|516174|368765
69824|704|Marketable Securities Total BookValue|516174|368765
69825|702|N/A|0|368765
69819|701|FUNDAMENTAL INVESTORS FUND|68850|368765
69818|701|GROWTH FUND OF AMERICA|97061|368765
69817|701|CAPITAL WORLD GROWTH & INCOME FUND|122658|368765
82679|701|N/A|0|383009
82680|702|N/A|0|383009
68245|702|NONE|0|368239
68234|701|COHEN & STEERS SELECT FUND|33193|368239
68235|701|EVERGREEN UTILITY AND TELECOMMUNICATIONS FUND|51566|368239
68236|701|FRANKLIN INCOME FUND|41154|368239
68237|701|LOOMIS SAYLES STRATEGIC INCOME FUND|79083|368239
68238|701|PIMCO TOTAL RETURN FUND|27807|368239
68239|701|LORD ABBETT BOND|56479|368239
68240|701|AMERICAN FUNDS INCOME|36488|368239
68241|701|FRANKLIN UTILITIES FUND|27267|368239
68242|701|JOHN HANCOCK LIFESTYLE|47160|368239
68243|703|Marketable Securities Total Cost|455889|368239
68244|704|Marketable Securities Total BookValue|436539|368239
91357|701|N/A|0|393014
91358|702|N/A|0|393014
78322|701|N/A|0|380023
78323|702|N/A|0|380023
77267|701|Vanguard Star Fund|252521|379154
77268|703|Marketable Securities Total Cost|355094|379154
77269|704|Marketable Securities Total BookValue|252521|379154
77270|702|N/A|0|379154
81307|701|N/A|0|382306
81308|702|N/A|0|382306
84333|701|N/A|0|383856
84334|702|N/A|0|383856
63924|701|MORGAN STANLEY CAP TR III - 4,000 SHARES|100000|361017
63925|701|WELLS FARGO CAP TR III - 4,000 SHARES|100000|361017
63926|701|USB CAPITAL VII - 100 SHARES|25000|361017
63927|701|MORGAN STANLEY CAP TR VI - 4,000 SHARES|100000|361017
63928|701|BELL SOUTH - 4,000 SHARES|100000|361017
63929|701|COUNTRYWIDE FIN CAP V - 2,000 SHARES|50000|361017
63930|703|Marketable Securities Total Cost|475000|361017
63931|704|Marketable Securities Total BookValue|475000|361017
63932|702|N/A|0|361017
65727|701|N/A|0|364115
65728|702|N/A|0|364115
67863|701|N/A|0|367998
67864|702|N/A|0|367998
78981|701|N/A|0|380505
78982|702|N/A|0|380505
73289|701|N/A|0|373001
73290|702|N/A|0|373001
73788|701|N/A|0|373105
73789|702|N/A|0|373105
70294|701|Hartford Capital Appreciation|97715|368950
70295|701|Franklin Value Balance Sheet Fund|59503|368950
