OID|SOURCE|LOANS_OWED_START|LOANS_OBTAINED|CASH_REPAYMENT|NON_CASH_REPAYMENT|LOANS_OWED_END|RPT_ID
2513|RIVERSIDE BANK|12002|0|4615|0|7387|299325
5350|n/a|0|0|0|0|0|332829
1918|NONE|0|0|0|0|0|280561
1929|Avaya-Telephone System Lease|0|34811|0|0|34811|281555
1930|Copier Equipment Lease|0|18472|120|0|18352|281555
1931|Dues Trust Payable|144382|0|59894|0|84488|281555
1932|Lucent technology|2999|0|2999|0|0|281555
2036|Amalgamated Bank|150000|0|60000|0|90000|286393
2037|OPEIU Local 153|50000|0|50000|0|0|286393
2038|PHPA Publication|40000|0|20000|0|20000|286393
2052|GMAC|36797|0|36797|0|0|288025
2077|BLDG. TRADES CREDIT UNION|325|0|325|0|0|290798
2119|PNC-LINE OF CREDIT|15000|35545|0|0|50545|291926
2135|FORD MOTOR CREDIT|81031|24811|15988|16072|73782|292810
2136|BANK OF AMERICA|0|34913|2464|0|32449|292818
2137|U.S. BANK|25000|0|0|0|25000|292819
2138|U.S. BANK|7667|0|0|0|7667|292819
2149|DAIMLERCHRYSLER FINANCIAL|0|7500|0|0|7500|292931
2150|TWU INTERNATIONAL|27000|0|13000|0|14000|292948
2156|Xerox Lease|526010|0|82590|0|443420|293132
2157|CHRYSLER FINANCIAL CO. LLP|30526|0|30526|0|0|293137
2165|CHRYSLER FINANCIAL|0|6000|3000|0|3000|293203
2193|FIFTH THIRD BANK|36747|0|36747|0|0|293582
2194|CITIZENS BANK|0|50000|11682|0|38318|293582
2195|FIFTH THIRD BANK|0|9000|397|0|8603|293582
2209|GMAC|10718|0|1461|0|9257|293776
2210|WESTAMERICA|99910|0|0|0|99910|293776
2224|HERGET BANK|59712|0|10915|0|48797|294134
2225|CHRYSLER FINANCIAL|10087|0|4306|0|5781|294134
2233|UNITED LABOR BANK BLDG|312920|0|24136|0|288784|294588
2241|FORD MOTOR CREDIT CO.|510|21075|5010|0|16575|295016
2242|None|0|0|0|0|0|295061
2243|LABOR MGMT COOP TRUST|0|7391|0|0|7391|295100
2244|NONE|0|0|0|0|0|295102
2247|NONE|0|0|0|0|0|295289
2249|U.A. Loan|52950|0|3600|0|49350|295424
2250|Building Mortgage|1028045|0|15518|0|1012527|295424
2251|WACHOVIA BANK - BLDG|551314|0|94157|0|457157|295427
2252|POWERNET BANK-AUTO|17810|0|5871|0|11939|295427
2259|GCIU SICK BENEFITS FUND|67031|35822|0|67031|35822|295706
2260|GCIU EMERGENCY FUND|12385|27187|0|12385|27187|295706
2261|GCIU LOCAL 261 BLDG CORP|54257|0|0|4917|49340|295706
2264|AVAYA FINANCIAL SERVICES|5389|0|1314|0|4075|296014
2265|BRIGHT BAY LINCOLN MERCURY|32572|0|7727|0|24845|296014
2279|AFFILIATED ORGANIZATION|14553|0|14552|0|1|296363
2280|AFTRA National|14702|0|0|0|14702|296411
2281|Ford Motor Credit|23332|0|23332|0|0|296412
2286|NONE|0|0|0|0|0|296669
2290|Armory Garage|72959|0|35783|0|37176|296714
2302|FIFTH THIRD BANK|0|100000|0|0|100000|297071
2303|FORD CREDIT|29926|0|29926|0|0|297076
2304|GMAC|0|23681|23681|0|0|297082
2308|SERVICE EMPLOYEES INTL AFL/CIO|9439|0|0|0|9439|297111
2309|DAIMLER CHRYSLER|6425|0|6425|0|0|297111
2310|TOSHIBA PHONE SYSTEM|5492|0|2011|0|3481|297116
2311|FORD MOTOR CREDIT|0|10000|1095|0|8905|297129
2313|MORTGAGE ON BUILDING|286065|0|8377|0|277688|297195
2314|West Coast Bank|637892|0|44813|0|593079|297234
2315|IW Credit Union|12896|0|12896|0|0|297239
2316|NONE|0|0|0|0|0|297240
2317|N/A|0|0|0|0|0|297360
2321|AUTO LOAN-FORD CREDIT|14202|0|8370|0|5832|297412
2322|NONE|0|0|0|0|0|297575
2328|None|0|0|0|0|0|297627
2329|AmSouth Bank-Construction|0|250000|250000|0|0|297809
2331|NONE|0|0|0|0|0|297868
2333|GENERAL MOTORS|29237|0|3921|0|25316|297872
2334|NONE|0|0|0|0|0|297916
2339|IBEW LU 278 FCU|0|5906|611|0|5295|298045
2340|IBEW LU 278 FCU|9507|0|3835|0|5672|298045
2341|IBEW LU 278 FCU|4189|0|4189|0|0|298045
2342|IBEW LU 278 FCU|0|12629|5204|0|7425|298045
2345|IRONWORKERS CREDIT UNION|19890|0|11196|0|8694|298050
2346|NONE|0|0|0|0|0|298067
2347|None|0|0|0|0|0|298098
2348|TEXAS FIRST BANK|13500|0|4080|0|9420|298100
2352|VEHICLE LOAN|25359|0|25359|0|0|298141
2353|MORTGAGE LOAN|91423|0|7742|0|83681|298141
2355|None - Not Applicable|0|0|0|0|0|298182
2357|HUNTINGTON NAT'L BANK-AUTO|427|0|427|0|0|298467
2360|NONE|0|0|0|0|0|298502
2361|FORD MOTOR CREDIT|13221|0|2777|0|10444|298527
2362|0|0|0|0|0|0|298530
2363|Fidelity Federal Bank|287606|0|30696|0|256910|298542
2364|Independent Bank|13577|0|1790|11787|0|298547
2365|Roosevelt Williams|0|3000|3000|0|0|298547
2366|NONE|0|0|0|0|0|298550
2367|INTL UNION ALL NOV & PROD.|22500|0|0|0|22500|298552
2369|Chrysler Financial|0|10000|3348|0|6652|298561
2370|NOTES PAYABLE|18153|0|8348|0|9805|298568
2373|GMAC|12347|0|5700|0|6647|298571
2374|NONE|0|0|0|0|0|298578
2376|CHASE AUTO FINANCE|30747|0|30747|0|0|298589
2377|ALTON ROUTE CREDIT UNION|0|29362|3950|0|25412|298589
2378|FIST TENNESSEE BANK|16531|0|4638|0|11893|298630
2379|Nepco Credit Union|28076|15236|15396|0|27916|298670
2380|GMAC CREDIT CORPORATION|137563|35150|26508|0|146205|298672
2381|IUOE_Reserve Fund|53550|0|53550|0|0|298689
2382|NONE|0|0|0|0|0|298718
2383|NONE|0|0|0|0|0|298720
2384|AUTOMOBILE LOAN|13816|0|3604|0|10212|298734
2385|Demand loan|200|0|0|0|200|298753
2386|Donald & Emma Trent|128357|0|37809|0|90548|298755
2387|NONE|0|0|0|0|0|298763
2388|NATIONAL CITY BANK|7938|0|4668|0|3270|298780
2389|FORD MOTOR CREDIT CO.|7540|0|5279|0|2261|298780
2390|KEYBANK|168964|0|21545|0|147419|298780
2391|KEY CORPORATE CAPITAL, INC.|0|0|162|0|5858|298811
2392|(SEE ITEM 69 FOR COLUMN (C)|0|0|0|0|0|298811
2393|EXPLANATION ON LOANS|0|0|0|0|0|298811
2394|OBTAINED.)|0|0|0|0|0|298811
2395|None|0|0|0|0|0|298848
2397|NONE|0|0|0|0|0|298871
2398|NYC DISTRICT COUNCIL|10000|0|0|0|10000|298872
2399|NONE|0|0|0|0|0|298874
2400|OVERPAYMENT OF DUE TO IWBC|3245|0|3245|0|0|298903
2401|NONE|0|0|0|0|0|298906
2402|Ford Motor Credit Corp|5190|15661|3458|0|17393|298909
2403|Security One Credit Union|11554|0|3468|0|8086|298909
2404|NONE|0|0|0|0|0|298912
2406|GMAC|13387|0|2880|0|10507|298915
2407|NONE|0|0|0|0|0|298918
2408|GMAC|22499|0|2477|20022|0|298920
2409|HUNTINGTON NATIONAL BANK|164331|0|17038|0|147293|298929
2410|FORD MOTOR CREDIT -TAURUS|13308|0|5485|0|7823|298929
2411|FORD MOTOR CREDIT- 500|16135|0|5416|0|10719|298929
2412|FORD MOTOR CREDIT- FOCUS|16331|0|6029|0|10302|298929
2413|GMAC-3 BUICK CENTURIES|39935|0|17967|0|21968|298929
2414|AVAYA FINANCIAL SERVICES|128703|0|128703|0|0|298931
2415|SOLARCOM, INC|459663|0|459663|0|0|298931
2416|XEROX AND OTHER LEASES|63142|0|17276|0|45866|298931
2417|LESSOR-PITNEY BOWES POSTAGE MACHINE|0|81280|14472|0|66808|298931
2418|LESSOR-SOLARCOM PRINT SHOP|0|553450|18924|0|534526|298931
2419|LESSOR-SOLARCOM PHASER|0|4988|731|0|4257|298931
2420|LESSOR-SOLARCOM DP-12|0|99500|13149|0|86351|298931
2421|LESSOR-SOLARCOM WCP-90|0|47545|6283|0|41262|298931
2422|LOSSOR-SOLARCOM WCP-128|0|11898|1572|0|10326|298931
2423|LESSOR-SOLARCOM AS400|0|671585|65132|0|606453|298931
2424|LESSOR-SOLARCOM AS400|0|166234|6968|0|159266|298931
2425|None|0|0|0|0|0|298934
2426|NONE|0|0|0|0|0|298936
2427|NONE|0|0|0|0|0|298938
2428|NONE|0|0|0|0|0|298943
2429|FORD CREDIT|7123|0|3945|0|3178|298944
2430|FORD CREDIT|14553|0|3306|0|11247|298944
2431|FORD CREDIT|0|34214|888|0|33326|298944
2432|Ford Motor Credit|32452|58640|36712|0|54380|298945
2433|NONE|0|0|0|0|0|298953
2434|SHEET METAL CREDIT UNION|0|12962|12962|0|0|298958
2435|N/A|0|0|0|0|0|298960
2436|FORD MOTOR CREDIT|67219|0|42878|0|24341|298962
2438|None|0|0|0|0|0|298964
2439|NONE|0|0|0|0|0|298976
2441|AMEX BUSINESS SYSTEMS|4994|0|1466|0|3528|298979
2442|BUILDING E ST LOUIS|33803|0|19768|0|14035|298981
2446|Parish National Bank|12331|0|12331|0|0|298995
2447|Parish National Bank|66350|28217|0|0|94567|298995
2448|None|0|0|0|0|0|298996
2449|NOT APPLICABLE|0|0|0|0|0|298999
2450|NONE|0|0|0|0|0|299008
2451|NONE|0|0|0|0|0|299014
2452|NONE|0|0|0|0|0|299016
2454|PNC BANK|236832|0|79467|0|157365|299019
2455|Eastern Loan|0|11090|405|0|10685|299024
2456|NONE|0|0|0|0|0|299026
2457|NONE|0|0|0|0|0|299027
2458|COPIER LEASE/PURCHASE|4377|0|2189|0|2188|299032
2459|None|0|0|0|0|0|299035
2460|GMAC Financing|21615|0|7006|0|14609|299064
2461|GMAC Financing|6580|0|6580|0|0|299064
2462|Chrysler Credit|0|34657|1330|0|33327|299064
2463|M & T CREDIT CORP|10511|0|5634|0|4877|299065
2464|FORD MOTOR CREDIT|0|11657|2290|0|9367|299066
2466|NORTHERN CALIFORNIA CARPENTES|415548|0|43080|0|372468|299073
2467|Colorado Springs National Bank|210350|0|52719|0|157631|299074
2468|NO. CA. CARPENTERS REGIONAL COUN.|1107069|0|37769|0|1069300|299076
2470|GMAC Financing|7634|0|2531|0|5103|299133
2472|GMAC|191724|0|42198|125015|24511|299152
2473|Commerce Bank Line of Credit|0|65000|6915|0|58085|299169
2474|LASALLE BANK|29356|0|5867|0|23489|299172
2475|GMAC|4698|0|4698|0|0|299183
2476|None|0|0|0|0|0|299184
2477|CHRYSLER FINANCIAL|8564|0|8564|0|0|299185
2478|BROTHERHOOD BANK|609851|0|25225|0|584626|299194
2479|NONE|0|0|0|0|0|299197
2480|N.C.C.R.C|0|2100000|25265|0|2074735|299198
2481|JOINT APPRENTICESHIP TRAINING COMMITTEE|0|4435|4435|0|0|299200
2482|The Bryn Mawr Trust Co.|1560000|0|260000|0|1300000|299201
2484|NONE|0|0|0|0|0|299204
2485|Canon Financial|12185|0|3117|0|9068|299205
2486|WFS FINANCIAL|9649|0|5934|0|3715|299206
2488|BANK OF SPRINGFIELD|0|4000000|2200000|0|1800000|299211
2489|IEA CASH FLOW TRUST|0|2900000|1450000|0|1450000|299211
2490|FIRST COLLINSVILLE BANK|108805|20000|54466|0|74339|299213
2492|NONE|0|0|0|0|0|299233
2494|I B E W BUILDING FUND|0|4248|0|0|4248|299241
2495|NONE|0|0|0|0|0|299243
2496|N/A|0|0|0|0|0|299244
2497|GMAC VEHICLE LOAN|1629|0|1629|0|0|299256
2498|BUILDING LOAN|23554|0|23554|0|0|299256
2499|Key Bank|17680|0|3922|0|13758|299260
2500|Chrysler Financial|2675|0|2675|0|0|299261
2502|Union Savings Bank|633354|106754|20512|0|719596|299265
2503|FORD MOTOR CREDIT|6482|39099|6777|0|38804|299269
2505|SUNTRUST LINES OF CREDIT|16315333|45391786|12514455|0|49192664|299280
2506|COMMERCE LINE OF CREDIT - PYRAMID|0|1370075|0|0|1370075|299292
2507|PREPAID INTEREST - PYRAMID|0|130000|36470|0|93530|299292
2508|NONE|0|0|0|0|0|299307
2510|NONE|0|0|0|0|0|299317
2512|NONE|0|0|0|0|0|299322
2871|GMAC Auto|15793|0|4315|0|11478|302661
2514|GMAC|15197|0|15197|0|0|299326
2515|AUTO LOAN-CHRYLSER|14189|0|14189|0|0|299338
2517|NONE|0|0|0|0|0|299343
2518|NONE|0|0|0|0|0|299348
2519|GMAC|16742|0|13360|0|3382|299356
2520|Ford Motor Credit|7180|0|7180|0|0|299357
2521|Chrysler Financial Corporation|7895|0|3830|0|4065|299357
2522|CHASE AUTOMOTIVE|44886|0|9815|0|35071|299395
2523|NONE|0|0|0|0|0|299396
2524|GMAC - auto loan|4666|0|1762|0|2904|299401
2525|GMAC - auto loan|4666|0|1762|0|2904|299401
2526|GMAC - auto loan|4657|0|1774|0|2883|299401
2527|Ford Motor Credit|11330|0|11330|0|0|299406
2528|PowerNet Credit Union|0|23440|1784|0|21656|299406
2529|NONE|0|0|0|0|0|299407
2534|DETROIT FEDERATION OF TEACHERS|110569|0|56286|0|54283|299415
2535|FIFTH THIRD BANK|229286|0|8683|0|220603|299432
2536|FORD CREDIT|19455|0|8050|0|11405|299432
2537|GMAC|4129|0|1621|0|2508|299432
2538|NONE|0|0|0|0|0|299433
2539|NONE|0|0|0|0|0|299436
2543|NONE|0|0|0|0|0|299442
2544|NONE|0|0|0|0|0|299450
2546|FORD MOTOR CREDIT|1520|0|1520|0|0|299452
2547|N.E.R.C.C.|0|75000|12844|0|62156|299461
2548|WILMINGTON TRUST CO|0|987488|0|0|987488|299469
2549|Canon Financial Services, Inc.|12227|0|3961|0|8266|299512
2550|DELL|2485|0|2485|0|0|299521
2552|BANK OF O'FALLON|0|132000|1620|0|130380|299526
2553|GMAC FINANCIAL|11281|0|4899|0|6382|299527
2554|CHRYSLER FINANCIAL|5406|0|5406|0|0|299527
2555|CHRYSLER FINANCIAL|10265|0|4784|0|5481|299527
2556|NONE|0|0|0|0|0|299530
2557|COMMUNITY BANK|128153|0|7285|0|120868|299550
2558|Ford Motor Credit Co.|21236|0|10618|0|10618|299554
2559|VEHICLE LOAN|11885|0|4918|0|6967|299558
2560|VEHICLE LOAN|15866|0|4026|0|11840|299558
2561|VEHICLE LOAN|19192|0|4429|0|14763|299558
2563|NONE|0|0|0|0|0|299566
2564|SMW Training Fund|0|4735|0|0|4735|299572
2565|LABOR CREDIT UNION|8107|0|8107|0|0|299573
2567|UNITED LABOR BANK NOTE|0|183122|0|0|183122|299585
2568|UNITED LABOR BANK VISA|6802|0|3613|0|3189|299585
2569|OLD NATIONAL BANK|187208|0|94187|0|93021|299591
2572|Chrysler Financial|26693|0|26693|0|0|299593
2573|Ford Credit|63033|31724|42856|0|51901|299596
2574|Marlin Leasing|5288|0|2388|0|2900|299596
2575|AMALGAMATED BANK OF NEW YORK|9500000|0|0|0|9500000|299614
2576|MEMBERS/DISTRICTS|3257|0|3257|0|0|299616
2577|LINE OF CREDIT|330000|0|35000|0|295000|299641
2578|LONG TERM DEBT|79577|0|18847|0|60730|299641
2581|CHRYSLER FINANCIAL|9009|0|4540|0|4469|299660
2582|DEUTSCHE BANK|4500000|0|4500000|0|0|299709
2583|MICROSOFT LEASING|18023|0|6977|0|11046|299709
2584|Notes Payable|73266|0|16368|0|56898|299717
2585|NOT APPLICABLE|0|0|0|0|0|299725
2586|CHRYSLER FINANCIAL|12962|0|12962|0|0|299761
2587|SunTrust Bank|0|36400000|36400000|0|0|299764
2588|Morgan Stanley Bank|0|2000000|2000000|0|0|299764
2589|N/A|0|0|0|0|0|299767
2590|NONE|0|0|0|0|0|299768
2592|GMAC VEHICLE LOAN|7553|0|7553|0|0|299780
2593|NONE|0|0|0|0|0|299782
2594|NONE|0|0|0|0|0|299783
2596|GENERAL MOTORS ACCEPT. CORP.|36677|0|9252|0|27425|299786
2597|N/A|0|0|0|0|0|299789
2599|THE SAVANNAH BANK|75250|0|75250|0|0|299791
2602|CSEA, COUNCIL 400|0|100000|3111|0|96889|299795
2604|IBEW INTERNATIONAL|591700|25000|393000|0|223700|299802
2605|FORD CREDIT|0|16840|4210|0|12630|299802
2606|REGIONS|12282|0|6249|0|6033|299805
2607|Regions|295741|0|2908|0|292833|299805
2608|Regions|927227|0|26302|0|900925|299805
2609|BANK OF NASHVILLE|36100|0|5644|0|30456|299805
2610|Regions|91068|0|62034|0|29034|299805
2611|Regions|28100|0|0|0|28100|299805
2612|GMAC|0|16857|7848|0|9009|299808
2613|FORD MOTOR CREDIT|0|14000|14000|0|0|299809
2614|Auto Loan Ford Motor Credit|9718|0|0|9718|0|299810
2615|NONE|0|0|0|0|0|299811
2616|NORTH FORK BANK|17708|0|17708|0|0|299812
2617|IBEW|0|5400000|0|0|5400000|299816
2618|2004 FORD TRUCK LOAN|11958|0|8339|0|3619|299832
2619|POWERNET CREDIT UNION|26018|33825|5541|0|54302|299834
2623|NONE|0|0|0|0|0|299856
2624|Rochester Carpenters LU85|55915|3995|0|0|59910|299857
2625|Loan Payable Chrysler Financial|0|18462|0|0|18462|299859
2626|None|0|0|0|0|0|299875
2627|SNIDER EQUIPMENT LEASE|12100|0|12100|0|0|299879
2628|BUILDING CONSTRUCTION LOAN|107322|0|46852|0|60470|299879
2629|BUILDING IMPROVEMENT LOAN|26054|0|10529|0|15525|299879
2630|VACATION LOAN PAYABLE|164274|0|12480|0|151794|299879
2631|INTERNATIONAL PER CAPITA LOAN|71135|0|36000|0|35135|299879
2632|None|0|0|0|0|0|299883
2633|Ford Motor Credit|33671|0|7216|0|26455|299886
2634|Ford Motor Credit|33923|0|7213|0|26710|299886
2635|Ford Motor Credit|39838|0|6880|0|32958|299886
2636|FORD MOTOR CREDIT|0|5000|5000|0|0|299888
2637|GMAC|0|52486|0|0|52486|299888
2639|NONE|0|0|0|0|0|299897
2640|M&T Bank|1387482|0|205015|0|1182467|299899
2641|First Trade Union Bank|188435|0|12266|0|176169|299901
2642|Capital Lease Payable|0|20104|682|0|19422|299901
2643|NONE|0|0|0|0|0|299902
2644|NONE|0|0|0|0|0|299904
2645|CHRYSLER CR 2004 CARAVAN|14814|0|5740|0|9074|299907
2646|CHRYSLER CR 2005 VAN|5207|0|5207|0|0|299907
2647|NONE|0|0|0|0|0|299914
2648|Arvest Bank|4327|0|3155|0|1172|299917
2649|N/A|0|0|0|0|0|299917
2650|NONE|0|0|0|0|0|299923
2651|Ron Tonkin|23104|0|8155|0|14949|299932
2652|Intertel|0|35731|5886|0|29845|299932
2656|Construction Loan -Oak Street Bldg|469907|0|42101|0|427806|299935
2657|Bank of America 1st Floor|0|297500|0|0|297500|299948
2658|Bank of America 2nd Floor|0|1352840|0|0|1352840|299948
2659|AMALGAMATED BANK|25800000|0|800000|0|25000000|299967
2660|AMALGAMATED BANK|13000000|0|4300000|0|8700000|299967
2663|Iron Workers LMCT|0|10000|0|0|10000|299985
2664|MORTGAGE|78682|0|20526|0|58156|299991
2665|MORTGAGE|142869|0|11940|0|130929|299991
2666|FORD CREDIT|6257|0|6257|0|0|299999
2667|FORD CREDIT|0|15120|1883|0|13237|299999
2668|UNITED LABOR BANK|0|72385|0|0|72385|300011
2673|FORD CREDIT|8139|0|8139|0|0|300022
2674|CHRYSLER FINANCIAL|20796|0|7745|0|13051|300025
2675|KEY BANK NATIONAL ASSOC|183087|0|8579|0|174508|300051
2676|PNC BANK - MORTGAGE|288149|0|13867|0|274282|300053
2677|Due to International|0|60000|11000|0|49000|300058
2678|NONE|0|0|0|0|0|300062
2679|Building Promissory Notes|390000|0|45000|0|345000|300063
2680|SDFF L145 Dental Acct|35795|44413|0|0|80208|300063
2681|AVAYA FINANCIAL SERVICES|0|274704|41538|0|233166|300064
2682|SEIU 660 CTW, CLC COPE|40000|0|20000|0|20000|300064
2683|NONE|0|0|0|0|0|300071
2684|GMAC Auto Financing|34967|0|7417|27550|0|300085
2685|DUE TO NJ CARPENTERS FUND|0|39991|0|0|39991|300147
2686|AMERICAN FEDERATION OF TEACHERS (AFT)|140126|0|45613|39530|54983|300171
2687|Keybank - 4901E Mayflower Ln|341402|0|47655|0|293747|300173
2690|None|0|0|0|0|0|300351
2692|ALLIANT ENERGY|17115|0|11327|0|5788|300385
2693|CHRYSLER PAYABLE|22681|0|3474|0|19207|300410
2697|Fidelity Federal Bank- Mortgage|168179|0|30367|0|137812|300753
2698|Fidelity Federal Bank - Auto note|6331|0|6331|0|0|300753
2699|Fidelity Federal Bank - Auto note|0|27879|2882|0|24997|300753
2701|ELECTRICAL WORKERS LOCAL 237 INC.|22|0|0|0|22|300971
2702|BANK OF AMERICA CREDIT LINE|90000|0|6000|0|84000|300971
2703|CREDIT CARDS|9813|5893|9813|0|5893|300998
2704|DUE TO GMAC CREDIT CORP|14253|0|5022|0|9231|301007
2705|DUE TO 102 CREDIT UNION|38509|0|31180|0|7329|301007
2706|DUE TO IBEW LU 400 JATC|2375|0|2375|0|0|301007
2708|ABC BANK, AUSTIN, TX|19775|0|6756|0|13019|301069
2709|Bk of Amer Credit Cards (Column C is net increase)|3402|8891|0|0|12293|301092
2711|GMAC-2002 BUICK CENTURY|7986|0|1058|6928|0|301122
