OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
654405|1201|PRODUCTION REVENUE|2018-02-20|119500|2410209|677637
658040|1201|REBATE DUES|2017-12-20|5652|2422433|681058
658041|1201|REBATE DUES|2018-01-25|5454|2422433|681058
658042|1201|REBATE DUES|2018-02-21|5781|2422433|681058
658043|1201|REBATE DUES|2018-03-26|5700|2422433|681058
658044|1201|REBATE DUES|2018-04-25|9832|2422433|681058
658045|1201|REBATE DUES|2018-05-24|9940|2422433|681058
658046|1201|REBATE DUES|2018-06-26|9313|2422433|681058
658047|1201|REBATE DUES|2017-11-21|7448|2422447|681065
658048|1201|REBATE DUES|2017-12-21|7469|2422447|681065
658049|1201|REBATE DUES|2018-01-22|5407|2422447|681065
658050|1201|REBATE DUES|2018-02-27|5197|2422447|681065
658051|1201|REBATE DUES|2018-03-22|5285|2422447|681065
658052|1201|REBATE DUES|2018-04-30|5415|2422447|681065
658053|1201|REBATE DUES|2017-07-25|7003|2422447|681065
658054|1201|REBATE DUES|2017-08-23|7282|2422447|681065
658055|1201|REBATE DUES|2017-09-26|7087|2422447|681065
658056|1201|REBATE DUES|2017-10-23|7469|2422447|681065
658057|1201|REBATE DUES|2018-05-25|5700|2422447|681065
658058|1201|REBATE DUES|2018-06-26|5810|2422447|681065
672403|1201|Expense reimbursement|2018-02-28|9146|2477267|695339
672404|1201|Expense reimbursement|2018-03-31|9146|2477267|695339
672405|1201|Expense reimbursement|2018-04-30|15439|2477267|695339
672406|1201|Expense reimbursement|2018-05-31|15439|2477267|695339
634103|1201|PICKET DUTY REIMBURSEMENT|2017-08-08|6728|2338359|662368
634104|1201|PICKET DUTY REIMBURSEMENT|2017-09-19|17999|2338359|662368
634105|1201|PICKET DUTY REIMBURSEMENT|2017-11-10|8101|2338359|662368
672407|1201|Expense reimbursement|2018-06-30|15439|2477267|695339
635302|1201|Reimbursement to Local 40|2017-12-02|6577|2342413|664970
672408|1201|Expense reimbursement|2018-11-30|15439|2477267|695339
672409|1201|Expense reimbursement|2018-12-31|15439|2477267|695339
672410|1201|Expense reimbursement|2018-01-31|59114|2477268|695339
672411|1201|Expense reimbursement|2018-02-28|59114|2477268|695339
672412|1201|Expense reimbursement|2018-03-31|59114|2477268|695339
672413|1201|Expense reimbursement|2018-03-31|71250|2477268|695339
672414|1201|Expense reimbursement|2018-04-30|169335|2477268|695339
672415|1201|Expense reimbursement|2018-04-30|82864|2477268|695339
672416|1201|Expense reimbursement|2018-05-31|82864|2477268|695339
672417|1201|Expense reimbursement|2018-06-30|82864|2477268|695339
672418|1201|Expense reimbursement|2018-07-31|82864|2477268|695339
672419|1201|Expense reimbursement|2018-08-31|82864|2477268|695339
672420|1201|Expense reimbursement|2018-09-30|82864|2477268|695339
652966|1201|SALARY AND BENEFIT REIMBURSEMENT|2017-11-15|9037|2407594|675485
652967|1201|SALARY AND BENEFIT REIMBURSEMENT|2018-01-24|18074|2407594|675485
652968|1201|SALARY AND BENEFIT REIMBURSEMENT|2017-02-15|9037|2407594|675485
652969|1201|SALARY AND BENEFIT REIMBURSEMENT|2017-03-24|9037|2407594|675485
