OID|INV_TYPE|NAME|AMOUNT|RPT_ID
324037|703|Marketable Securities Total Cost|844519|697783
324038|704|Marketable Securities Total BookValue|785468|697783
324039|701|EATON VANCE BOND FUND|46553|697783
324040|701|EATON VANCE FLOATING RATE FUND CLASS I|97942|697783
324041|701|JANUS FLEXIBLE BOND FUND CL I|61658|697783
324042|701|LOOMIS SAYLES FUNDS II INVESTMENT GRADE BOND FUND |110139|697783
324043|701|NATIXIS LOOMIS SAYLES HIGH INCOME FUND CLASS A |81536|697783
324044|701|PIMCO SHORT TERM FUND|43969|697783
324045|701|PIMCO FUNDS PAC INVESTMENT MANAGEMENT SER GNM|64058|697783
324046|701|GATEWAY FUND|87947|697783
324047|701|LORD ABBETT INVESTMENT CONVERTIBLE FUND CLASS A|91220|697783
324048|705|Other Investments Total Cost||697783
324049|706|Other Investments Total Book Value||697783
327149|703|Marketable Securities Total Cost||699473
327150|704|Marketable Securities Total BookValue||699473
327151|705|Other Investments Total Cost||699473
327152|706|Other Investments Total Book Value||699473
336366|703|Marketable Securities Total Cost||713882
336367|704|Marketable Securities Total BookValue||713882
336368|705|Other Investments Total Cost||713882
336369|706|Other Investments Total Book Value||713882
315269|703|Marketable Securities Total Cost||690906
315270|704|Marketable Securities Total BookValue||690906
315271|705|Other Investments Total Cost||690906
315272|706|Other Investments Total Book Value||690906
310704|703|Marketable Securities Total Cost||683592
310705|704|Marketable Securities Total BookValue||683592
310706|705|Other Investments Total Cost||683592
310707|706|Other Investments Total Book Value||683592
308458|703|Marketable Securities Total Cost||681973
308459|704|Marketable Securities Total BookValue||681973
308460|705|Other Investments Total Cost||681973
308461|706|Other Investments Total Book Value||681973
308443|704|Marketable Securities Total BookValue|1011579|681925
308442|703|Marketable Securities Total Cost|1011579|681925
308444|701|VANGUARD BOND INDEX FUND INC|505033|681925
308445|701|VANGUARD FIXED INCOME SECURITIES FUND|506531|681925
308446|705|Other Investments Total Cost|0|681925
308447|706|Other Investments Total Book Value|0|681925
308448|702|NONE|0|681925
308522|703|Marketable Securities Total Cost|509503|682032
308523|704|Marketable Securities Total BookValue|509503|682032
308524|701|Ishares S&P Mid-Cap|53562|682032
308525|701|PIMCO Income 12|58071|682032
308526|705|Other Investments Total Cost||682032
308527|706|Other Investments Total Book Value||682032
309169|703|Marketable Securities Total Cost|2063528|682799
309170|704|Marketable Securities Total BookValue|1957830|682799
309171|701|FED HM LN Mtg Corp 1% due 12/30/24|189670|682799
309172|701|FED HM LN Mtg Corp 1.5% due 10/27/28|127868|682799
309173|701|UST INFL .625% 1/15/24|128639|682799
309174|701|US Treasury Note 1.5% due 5/31/19|173688|682799
309175|701|Verizon Communications 2.2265% Due 8/15/26|133253|682799
309176|701|JP Morgan Chase Due 11/30/27|127183|682799
309177|701|Wells Fargo BK N Step Due 12/6/27|141683|682799
309178|701|Wells Fargo 3% Due 10/23/26|184153|682799
309179|701|Vanguard Short Term Invest Grade Fund|170157|682799
309180|705|Other Investments Total Cost|442159|682799
309181|706|Other Investments Total Book Value|442159|682799
310805|704|Marketable Securities Total BookValue|0|683647
310806|705|Other Investments Total Cost|0|683647
310807|706|Other Investments Total Book Value|0|683647
310804|703|Marketable Securities Total Cost|0|683647
336408|703|Marketable Securities Total Cost|5510|713927
336409|704|Marketable Securities Total BookValue|5510|713927
336410|701|212 shs of Pulte Stock|5510|713927
336411|705|Other Investments Total Cost||713927
336412|706|Other Investments Total Book Value||713927
322052|703|Marketable Securities Total Cost||696829
322053|704|Marketable Securities Total BookValue||696829
322054|705|Other Investments Total Cost||696829
322055|706|Other Investments Total Book Value|361482|696829
322056|702|FORETHOUGHT LIFE INSURANCE COMPANY ANNUITY|110566|696829
322057|702|FORETHOUGHT LIFE INSURANCE COMPANY ANNUITY|150886|696829
322058|702|GREAT AMERICAN LIFE INSURANCE COMPANY ANNUITY|100030|696829
325909|703|Marketable Securities Total Cost|6186596|698764
325910|704|Marketable Securities Total BookValue|6343921|698764
325911|701|NONE|0|698764
325912|705|Other Investments Total Cost|20000|698764
325913|706|Other Investments Total Book Value|20000|698764
325914|702|UNION BANK AND TRUST COMPANY STOCK |20000|698764
318583|703|Marketable Securities Total Cost||694642
318584|704|Marketable Securities Total BookValue||694642
318585|705|Other Investments Total Cost||694642
318586|706|Other Investments Total Book Value||694642
322468|703|Marketable Securities Total Cost||696992
322469|704|Marketable Securities Total BookValue||696992
322470|705|Other Investments Total Cost||696992
322471|706|Other Investments Total Book Value||696992
322776|703|Marketable Securities Total Cost||697254
322777|704|Marketable Securities Total BookValue||697254
322778|705|Other Investments Total Cost||697254
