RPT_ID|CASH_START|CASH_END|ACCOUNTS_RECEIVABLE_START|ACCOUNTS_RECEIVABLE_END|INVESTMENTS_START|INVESTMENTS_END|FIXED_ASSETS_START|FIXED_ASSETS_END|TREASURY_SECURITIES_START|TREASURY_SECURITIES_END|OTHER_ASSETS_START|OTHER_ASSETS_END|LOANS_RECEIVABLE_START|LOANS_RECEIVABLE_END|TOTAL_START|MARKET_SEC_TOTAL_COST|MARKET_SEC_TOTAL_BOOK_VALUE|OTHER_INV_TOTAL_COST|OTHER_INV_TOTAL_BOOK_VALUE
700568|416420|429431||||0||0||0||0||0|||||
697783|348911|487561|0||828298|785468|371877|381461|0|0|1440|1440|0||||||
702148|25312|38195|||0|0|0|0|0|0|0|0|0|0|||||
711880|80040|91940|||0|0|131|59|0|0|0|0|0|0|||||
700556|86274|124302|||0|0|1300|1300|0|0|0|0|0|0|||||
699038|201530|213871|||0|0|152|152|0|0|1205|1205|0|0|||||
702145|12202|8779|||3029|3056|0|0|0|0|0|0|0|0|||||
692344|497|40057|||0|0|0|0|0|0|0|0|0|0|||||
699941|125853|198367|||0|0|351|167|0|0|0|0|0|0|||||
700925|6555|11300|||0|0|0|0|0|0|0|0|0|0|||||
697263|27962|29334|||0|0|0|0|0|0|0|0|0|0|||||
708748|72251|43861|||0|0|40116|40116|0|0|0|0|0|0|||||
697333|136850|183734||||||||0|19676||||||||
703950|24767|29402|||0|0|0|0|0|0|0|0|0|0|||||
707337|42437|29886|||0|0|0|0|0|0|0|0|0|0|||||
696172|35703|34916|||0|0|0|0|0|0|0|0|0|0|||||
708909|0|6944|||0|0|0|0|0|0|0|0|0|0|||||
676190|8925|8232|||80545|64787|9600|9600|0|0|0|0|0|0|||||
697451|70111|76658|||0|0|0|0|0|0|0|0|0|0|||||
702547|50174|63996|||0|0|0|0|0|0|152|152|0|0|||||
698411|7642|23031|||0|0|0|0|0|0|0|0|0|0|||||
708379|20060|20060|||0|0|0|0|0|0|0|0|0|0|||||
703258|238420|243720|||0|0|0|0|0|0|0|0|0|0|||||
706183|0|7846|||0|0|0|0|0|0|0|0|0|0|||||
691915|34662|10880|||0|0|495|495|0|0|0|0|0|0|||||
689277|5600|9600|||0|0|0|0|0|0|0|0|0|0|||||
692299|96456|102167|||0|0|0|0|0|0|0|0|0|0|||||
693683|37649|26860|||0|0|0|0|0|0|0|0|0|0|||||
698977|11981|7401|||0|0|0|0|0|0|0|0|0|0|||||
702785|2973|3306||0|||||0|0|||||||||
696617|5774|10120|||0|0|0|0|0|0|0|0|0|0|||||
710063|3146395|3224928|8304289|6267996|0||5423352|5409900|0|0|296958|253413|289419|348787|||||
679356|66278|61737|||0|0|0|0|0|0|0|0|0|0|||||
706419|0|0|0|0|0||0||0|0|0||0|0|||||
699473|0|2012829|0|310044|0|0|0|46766|0|0|0|20579|0|0|||||
678749|2514|4572||||0||0||0||0||0|||||
702692|46397|59681|||0|0|0|0|0|0|0|0|0|0|||||
705707|184109|241300|||0|0|10195|10195|0|0|0|0|0|0|||||
713882|0|693392|0|0|0|0|0|0|0|0|0|0|0|0|||||
