OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
266000|2101|ACTIVE|302|T|697783
266001|2101|APPRENTICE|43|F|697783
266002|2101|RETIRED|122|T|697783
266003|2101|LIFETIME|86|T|697783
265410|2101|MEMBER FULL|356|T|697333
265411|2102|Agency Fee Payers|28|F|697333
271729|2101|Active|24361|T|710063
271730|2101|Retiree|2719|F|710063
271731|2102|Agency Fee Payers|245|F|710063
268119|2101|GENERAL FT  MEMBERS|21284|T|699473
268120|2101|PART TIME MEMBERS|1239|T|699473
268121|2102|Agency Fee Payers|323|F|699473
260503|2101|IBEW Michigan Local Unions|18|T|690906
260504|2102|Agency Fee Payers|0|F|690906
262349|2101|ACTIVE CARRIERS|2281|T|694240
262350|2101|RETIRED CARRIERS|478|T|694240
257087|2101|Pre-Apprentice|22|T|683592
257088|2101|Apprentice|325|T|683592
257089|2101|Early retired|35|T|683592
257090|2101|Retired|71|T|683592
257091|2101|Honorary|122|T|683592
257092|2101|Member|1647|T|683592
255592|2101|JOURNEYMEN|702|T|682720
255593|2101|APPRENTICE|110|T|682720
255594|2101|RETIRED|96|T|682720
255595|2101|DISABLED|30|T|682720
255596|2101|HONORARY|76|T|682720
255597|2101|ARREARS|176|F|682720
255068|2101|Members - Apprentice|163|T|681973
255067|2101|Members - Regular|1257|T|681973
255069|2101|Members - Retired|341|T|681973
266700|2101||0|F|698397
266701|2102|Agency Fee Payers|0|F|698397
255054|2101|LOCAL UNIONS|19|T|681925
255055|2102|Agency Fee Payers|0|F|681925
255096|2101|Journeyman|982|T|682032
255097|2101|Apprentices|289|F|682032
255098|2101|Retirees|101|T|682032
255099|2102|Agency Fee Payers|0|F|682032
259498|2102|Agency Fee Payers|17|F|686230
259497|2101|REGULAR MEMBERS|1127|T|686230
255703|2101|Building Trades|985|T|682799
255704|2101|Production Workers|273|T|682799
255705|2101|Retired Members|242|T|682799
255706|2101|Members on Withdrawl|1|F|682799
257168|2101|regular members|1711|T|683647
257169|2101|relief carriers|1203|T|683647
257170|2101|ptf|3|T|683647
257171|2101|ARC'S|10|T|683647
257172|2101|RETIRED|429|T|683647
257173|2101|ASSOCIATES|9|F|683647
257174|2101|RETIRED ASSOCIATES|0|F|683647
271275|2101|APPRENTICES|38|F|709745
271276|2101|PENSIONERS|167|F|709745
271277|2101|HONORARY MEMBERS|52|F|709745
271278|2101|JOURNEYMEN|266|T|709745
271279|2101|MILITARY|2|F|709745
271280|2101|PROBATIONARIES|2|F|709745
271281|2102|Agency Fee Payers|0|F|709745
258817|2101|Classified Membership|72|T|684910
258818|2101|Certified Membership|273|T|684910
263326|2101|General Membership|11040|T|695510
275067|2101|Cement Mason|45|T|713927
275068|2101|Cement Mason Apprentice|5|T|713927
275069|2101|Retirees|22|T|713927
264810|2101|CLASS A MEMBERSHIP|228|T|696829
264811|2101|CLASS BA MEMBERSHIP|23|T|696829
269328|2101|Regular Members|395|T|704075
269329|2101|Retiree  Members|142|T|704075
269330|2101|Special Affliated Retiree|11|T|704075
269331|2102|Agency Fee Payers|0|F|704075
267190|2101|ACTIVE|12336|T|698764
267191|2102|Agency Fee Payers|6|F|698764
263797|2101|GENERAL MEMBERS|1800|T|695928
267621|2101|A Members|268|T|699065
267622|2101|BA Members|14|T|699065
265023|2101|Apprentice|173|T|696992
265024|2101|Industrial|275|T|696992
265025|2101|Life|131|T|696992
265026|2101|Regular|896|T|696992
265274|2102|Agency Fee Payers|0|F|697254
265273|2101|Regular Members|831|T|697254
265729|2101|Regular Members|13743|T|697573
265730|2102|Agency Fee Payers|1415|F|697573
274055|2101|Journeyman|87|T|711585
269280|2101|MEMBERS|27|T|703754
269281|2102|Agency Fee Payers|4|F|703754
268442|2101|ACTIVE FULL TIME MEMBERS|8740|T|699964
268443|2101|ACTIVE PART TIME MEMBERS|3171|T|699964
268444|2102|Agency Fee Payers|0|F|699964
266902|2101|A Member|3|T|698530
266903|2101|BA Members|1353|T|698530
266904|2102|Agency Fee Payers|9|F|698530
260881|2101|Member|180|T|691754
260882|2102|Agency Fee Payers|0|F|691754
276338|2101|Clerical members (active, dues-paying)|10|T|719158
276339|2101|Operations & mechanical members (active, dues-paying)|671|T|719158
267409|2101|REGULAR MEMBERS|43929|T|698938
267410|2102|Agency Fee Payers|0|F|698938
283301|2101|FULL TIME|10575|T|727042
283302|2101|PART TIME|579|T|727042
283303|2101|RETIREE|1599|F|727042
283304|2101|ASSOCIATE|14|F|727042
283305|2102|Agency Fee Payers|743|F|727042
259586|2101|BA MEMBERS|620|T|686348
259587|2101|A MEMBERS|77|T|686348
259588|2102|Agency Fee Payers|6|F|686348
259607|2101|GENERAL MEMBERSHIP|2732|T|686403
258731|2101|Active members with all rights|490|T|684854
258732|2101|Members on LTD|13|F|684854
258733|2101|Members not sworn in|23|F|684854
