RPT_ID|CASH_START|CASH_END|ACCOUNTS_RECEIVABLE_START|ACCOUNTS_RECEIVABLE_END|INVESTMENTS_START|INVESTMENTS_END|FIXED_ASSETS_START|FIXED_ASSETS_END|TREASURY_SECURITIES_START|TREASURY_SECURITIES_END|OTHER_ASSETS_START|OTHER_ASSETS_END|LOANS_RECEIVABLE_START|LOANS_RECEIVABLE_END|TOTAL_START|MARKET_SEC_TOTAL_COST|MARKET_SEC_TOTAL_BOOK_VALUE|OTHER_INV_TOTAL_COST|OTHER_INV_TOTAL_BOOK_VALUE
581947|333583|175745|0||1137460|1062915|17633|449164|0|0||1439|0||||||
590987|32170|20075|||0|0|0|0|0|0|810|270|0|0|32980||||
588854|66864|85349|||||||||||||66864||||
589480|70013|87059|||0|0|8300|8300|0|0|0|0|0|0|78313||||
585828|234860|251116|||0|0|946|549|0|0|0|0|0|0|||||
591966|9913|6504|||||||||||||9913||||
589448|77073|84370|||0|0|487|1240|0|0|0|0|0|0|77560||||
587775|4757|6465|||0|0|0|0|0|0|0|0|0|0|4757||||
576380|38327|33965|||0|0|1687|1687|0|0|0|0|0|0|40014||||
589525|38857|41960|||0|0|40116|40116|0|0|0|0|0|0|78973||||
585280|58079|82429|||0|0|3100|2255|0|0|3968|0|0|0|65147||||
597360|33687|28087|||0|0|0|0|0|0|0|0|0|0|33687||||
579706|32147|26233|||||||||||||32147||||
560455|25713|22171|||76082|76082|9600|9600|0|0|0|17580|0|0|111395||||
612319|19873|36100|||0|0|0|0|0|0|0|0|0|0|19873||||
589132|20994|39622|||0||0||0||152|152|0||21146||||
589412|13009|6488|||0|0|0|0|0|0|0|0|0|0|13009||||
581493|14028|17165|||8221|8262|0|0|0|0|0|0|0|0|||||
589931|3669|5774|||||60||||||||3729||||
591848|145176|158379|||0|0|0|0|0|0|0|0|0|0|145176||||
589113|8975|15476|||0|0|0|0|0|0|0|0|0|0|8975||||
595535|17469|38971|||0|0|0|0|0|0|0|0|0|0|17469||||
584195|10738|12925|||0|0|0|0|0|0|0|0|0|0|10738||||
557426|84114|92612|||0|0|0|0|0|0|0|0|0|0|84114||||
559035|320|205|||||||||||||320||||
599720|47521|43190|||0|0|0|0|0|0|0|0|0|0|47521||||
592873|88275|77933|||0|0|8314|8817|0|0|0|0|0|0|96589||||
563484|4167|8888|||0|0|0|0|0|0|0|0|0|0|4167||||
588792|4704|6156|||0|0|0|0|0|0|0|0|0|0|4704||||
586592|86108|86344|||||||||||||86108||||
593097|9434|12689|||0|0|0|0|0|0|0|0|0|0|||||
593444|346088|341294|0||0||408101|383601|0|0|0||0||||||
561924|61195|84233|||0|0|0|0|0|0|0|0|0|0|61195||||
579494|14669|6367|||0|0|0|0|0|0|0|0|0|0|||||
626214|47049|50398|||0|0|0|0|0|0|0|0|0|0|47049||||
560986|109785|109664|||16694|16694|0|0|0|0|0|0|0|0|126479||||
602778|51958|40068|||0|0|0|0|0|0|0|0|0|0|51958||||
