OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
242818|1201|PLAYER MARKETING|2010-10-15|12500|849138|460060
261107|1201|0|2011-12-31|0|906117|479015
256949|1201|N/A|2011-12-31|0|893006|475560
277319|1201|DUES|2011-12-31|1406|957714|489709
277323|1201|RENTALS|2011-12-31|0|957714|489709
277546|1201|Settlement|2011-08-25|354025|958672|489751
277560|1201|Royalties|2011-12-15|29908|958701|489751
277585|1201|Royalties|2011-01-07|9289|958819|489751
277586|1201|Royalties|2011-02-09|9200|958819|489751
277587|1201|Royalties|2011-03-09|9200|958819|489751
277588|1201|Royalties|2011-04-07|9245|958819|489751
277589|1201|Royalties|2011-05-10|9191|958819|489751
277591|1201|Royalties|2011-06-03|9113|958819|489751
277592|1201|Royalties|2011-08-08|9010|958819|489751
277594|1201|Royalties|2011-09-07|9098|958819|489751
277595|1201|Royalties|2011-11-01|9149|958819|489751
277596|1201|Royalties|2011-12-06|9216|958819|489751
277597|1201|Royalties|2011-07-11|9066|958819|489751
277598|1201|Royalties|2011-10-04|9075|958819|489751
277754|1201|Inv 005045|2011-03-25|5000|960438|489769
243800|1201|EMPLOYER BOND|2010-04-16|13845|851739|461724
243801|1201|EMPLOYER BOND|2011-02-28|5764|851740|461724
277780|1201|Rebate|2011-01-11|56550|960451|489769
277784|1201|Commission|2011-04-01|6398|960455|489769
243802|1201|EMPLOYER BOND|2010-07-12|7901|851741|461724
218700|1201|REIMBURSE EXPENSES|2010-10-31|0|770427|439408
243803|1201|EMPLOYER BOND|2010-11-10|44405|851742|461724
243804|1201|EMPLOYER BOND|2010-04-14|6007|851743|461724
277785|1201|Commission|2011-05-17|13978|960455|489769
243805|1201|EMPLOYER BOND|2010-10-22|5212|851744|461724
243806|1201|EMPLOYER BOND|2011-03-11|16698|851745|461724
243807|1201|EMPLOYER BOND|2010-04-21|40000|851746|461724
277847|1201|Refund|2011-10-12|433892|960458|489769
277864|1201|Refund|2011-09-22|7436|960464|489769
243808|1201|EMPLOYER BOND|2010-08-23|11234|851747|461724
243809|1201|EMPLOYER BOND|2010-07-26|10262|851748|461724
277877|1201|Travel|2011-12-22|12361|960467|489769
243810|1201|EMPLOYER BOND|2011-01-26|9895|851749|461724
229626|1201|REIMBURSEMENT|2010-09-09|3875|801815|448936
229627|1201|REIMBURSEMENT|2010-10-06|4000|801815|448936
229628|1201|REIMBURSEMENT|2010-12-07|8000|801815|448936
229629|1201|REIMBURSEMENT|2010-11-24|966|801817|448936
229630|1201|REIMBURSMENT|2010-09-21|10561|801820|448936
277879|1201|Centennial|2011-07-07|10000|960510|489779
277880|1201|Centennial|2011-06-30|5000|960511|489779
243811|1201|EMPLOYER BOND|2011-03-23|7284|851750|461724
230875|1201|RESTITUTION|2010-08-06|29927|805545|449320
230876|1201|REFUND COMMON CHARGES|2010-11-01|10697|805570|449320
243812|1201|EMPLOYER BOND|2010-04-23|11655|851751|461724
243813|1201|EMPLOYER BOND|2010-04-28|10942|851752|461724
243814|1201|EMPLOYER BOND|2011-02-16|14810|851753|461724
277881|1201|Centennial|2011-05-19|20800|960512|489779
243815|1201|EMPLOYER BOND|2010-06-11|7440|851754|461724
243816|1201|EMPLOYER BOND|2011-03-14|8669|851755|461724
243817|1201|EMPLOYER BOND|2010-06-02|15683|851756|461724
277882|1201|Centennial|2011-06-28|10000|960513|489779
243818|1201|EMPLOYER BOND|2011-01-12|8892|851756|461724
243819|1201|EMPLOYER BOND|2010-06-04|9179|851757|461724
277883|1201|Centennial|2011-06-08|5000|960514|489779
243820|1201|EMPLOYER BOND|2010-04-07|16483|851758|461724
243821|1201|EMPLOYER BOND|2010-09-01|8809|851758|461724
243822|1201|EMPLOYER BOND|2011-01-19|8689|851759|461724
