OID|DESCRIPTION|AMOUNT|RPT_ID
99515|Payroll Liabilities|5074|609380
99516|Due to Related Funds|2370|609380
96045|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|11118|596988
96046|DUE TO AFFILIATES FOR TRANSMITTAL TO THEM|34494|596988
96022|Death Benefits Payable|121768|596945
96024|Credit Card Payable|1608|596945
96023|PAC Funds Payable|45955|596945
97255|Payroll tax liabilities|5477|599201
97300|Payroll deductions and related accruals|1068|599290
98447|PAYROLL LIABILITIES|1563|606201
100673|Accrued vacation|3418|611022
100674|Payroll liabilities|3571|611022
110231|ADVANCES DUE TO AFFILIATES|17527|625008
103908|Payroll Tax Withholdings|4338|613800
103910|Funds Received as Agent to be Disbursed|36200|613800
103909|Savings Withholdings|400|613800
103085|Due to Organizing Fund|719|613019
103086|Due to PATCH Fund|416|613019
98640|State Tax|264|607251
98643|PER CAPITA|36417|607251
98642|FEDERAL UNEMPLOYMENT|84|607251
98641|MESC|300|607251
101244|Payroll withholding deductions|22347|611865
101247|Accrued Per capita payable - International Office|1403204|611865
101246|Accrued pension contribution|51279|611865
101245|Accrued rebates due affiliated locals|3068|611865
104227|TIP CONTRIBUTION LIABILITY|27|614095
103461|FEDERAL TAXES PAID & FWDED|4181|613211
103465|CITY TAXES PAID & FWDED|162|613211
103464|STATE UNEMPLOYMENT|104|613211
103463|FEDERAL UNEMPLOYMENT (940)|283|613211
103462|STATE TAXES PAID & FWDED|244|613211
99922|Payroll Deduction not disbursed in 2015|122|609963
110291|We received $48,260 in donations collected from|0|625270
110295|2015.|2706|625270
110294|upon their death. $45,554 paid out in|0|625270
110293|donating to the families of retired members|0|625270
110292|our active membership for the purpose of|0|625270
100067|ACCRUED POST RETIREMENT BENEFIT|7653425|610254
100078|ACCRUED INTEREST/PAYROLL|3051|610254
100079|EMPLOYEE TAXES|14443|610254
100077|RENTAL DEPOSITS|4162|610254
100076|MEMBER CONTACT PROGRAM|3765|610254
100075|INITIATION FEES |213|610254
100074|MEDICAL PAYABLE|12762|610254
100073|CANCER INSURANCE PAYABLE|7488|610254
100072|LIFE INSURANCE PAYABLE|15990|610254
100071|INTEREST PAYABLE|2764|610254
100070|PAYROLL DEDUCTION PAYABLE|53911|610254
100069|AFSCME PER CAPITA|152770|610254
100068|ACCRUED VACATION AND SICK LEAVE|2284379|610254
97916|ACCRUED VACATION & SEVERANCE|10503|602288
97918|DEFERRED INCOME (DUES PAID IN ADVANCE)|89749|602288
97917|UNIT FUNDS|3708|602288
97355|Payroll taxes payable|400|599557
97356|Employee benefits|20077|599557
97482|PAYROLL TAXES PAYABLE|2912|600993
109711|Union Dues |33|619553
97763|PAYROLL TAXES AND WITHHOLDINGS PAYABLE|2584|601983
98037|Accrued Payroll Taxes|2703|603343
101483|Federal tax forward 941|383|612191
101486|Quarterly School tax forwarded|21|612191
101485|Quarterly State unemployment|11|612191
101484|Quarterly State tax forward|201|612191
104590|DEFERRED REVENUE|22274|614228
