OID|DESCRIPTION|COST_BASIS|DEPRECIATION|BOOK_VALUE|VALUE|ASSET_TYPE|RPT_ID
158568|Office Furniture and Equipment|7280|7280|0|2000|304|463535
158567|Automobiles and Other Vehicles|0|0|0|0|303|463535
158569|Other Fixed Liabilities|0|0|0|0|305|463535
158566|314 West French Broad Street
318 West French Broad|431580|0|431580|431580|302|463535
17658||69438|42718|26720|26720|302|278364
17657|166 CAL BATSEL RD BOWLING GREEN KY 42101|8000|0|8000|8000|301|278364
17659|Automobiles and Other Vehicles|12165|9633|2532|2532|303|278364
17660|Office Furniture and Equipment|13178|8624|4554|4554|304|278364
17661|Other Fixed Liabilities|3090|103|2987|2987|305|278364
158505|Automobiles and Other Vehicles|0|0|0|0|303|463448
158506|Office Furniture and Equipment|10278|6574|3704|0|304|463448
158507|Other Fixed Liabilities|0|0|0|0|305|463448
6567|Automobiles and Other Vehicles|0|0|0|0|303|268307
6568|Office Furniture and Equipment|10372|0|10372|10372|304|268307
6569|Other Fixed Liabilities|0|0|0|0|305|268307
158511|BUILDING - SUNRISE BLVD|456650|0|456650|456650|302|463454
158512|Automobiles and Other Vehicles|0|0|0|0|303|463454
158513|Office Furniture and Equipment|34300|0|34300|34300|304|463454
158514|Other Fixed Liabilities|0|0|0|0|305|463454
81047|Automobiles and Other Vehicles|0|0|0|0|303|364870
81048|Office Furniture and Equipment|165512|30640|134872|134872|304|364870
81049|Other Fixed Liabilities|0|0|0|0|305|364870
6578|BARTLESVILLE, OK|5000|0|5000|5000|301|268310
6579|TULSA, OK|40000|0|40000|40000|301|268310
6580|1515 S. MEMORIAL DR., TULSA, OK|548396|10968|538428|538428|302|268310
6581|Automobiles and Other Vehicles|0|0|0|0|303|268310
6582|Office Furniture and Equipment|10906|1745|9161|9161|304|268310
6583|Other Fixed Liabilities|0|0|0|0|305|268310
158520|2262 BATH AVENUE
BROOKLYN, NY  11214-5714|94590|0|94590|94590|301|463458
158521|2262 BATH AVENUE
BROOKLYN, NY  11214-5714|319560|0|319560|319560|302|463458
158522|Automobiles and Other Vehicles|0|0|0|0|303|463458
158523|Office Furniture and Equipment|97735|0|97735|97735|304|463458
158524|Other Fixed Liabilities|0|0|0|0|305|463458
158703|1842 Candler Rd|30000|0|30000|40000|301|463799
158704|1842 Candler Rd|434916|285781|149135|280000|302|463799
158705|Automobiles and Other Vehicles|0|0|0|0|303|463799
158706|Office Furniture and Equipment|62500|55507|6993|7000|304|463799
158707|Other Fixed Liabilities|43275|34337|8938|9000|305|463799
158542|Automobiles and Other Vehicles|0|0|0|0|303|463491
158543|Office Furniture and Equipment|11588|0|11588|11588|304|463491
158544|Other Fixed Liabilities|0|0|0|0|305|463491
158545|4815 Poplar Level Rd, Louisville, KY 40213|101877|0|101877|101877|301|463503
158546|4815 Poplar Level Rd., Louisville, KY  40213|400000|0|400000|400000|302|463503
158547|Automobiles and Other Vehicles|0|0|0|0|303|463503
158548|Office Furniture and Equipment|85633|0|85633|85633|304|463503
158549|Other Fixed Liabilities|0|0|0|0|305|463503
158550|3930 Jackson Ave, Memphis, TN|25000|0|25000|25000|301|463504
158551|3930 Jackson Ave, Memphis, TN|227124|105391|121733|125000|302|463504
158552|Automobiles and Other Vehicles|0|0|0|0|303|463504
158553|Office Furniture and Equipment|71997|71997|0|1000|304|463504
158554|Other Fixed Liabilities|0|0|0|0|305|463504
5646|Automobiles and Other Vehicles|0|0|0|0|303|263415
5647|Office Furniture and Equipment|0|0|0|0|304|263415
5648|Other Fixed Liabilities|103375|86994|16381|16381|305|263415
98|211 Donelson Pike Ste 207,
Nashville, TN 37214|176060|91500|84560|0|302|229197
99|Automobiles and Other Vehicles|0|0|0|0|303|229197
100|Office Furniture and Equipment|47182|44851|2331|0|304|229197
101|Other Fixed Liabilities|0|0|0|0|305|229197
148|Building improvements|30685|0|30685|30685|302|238611
149|Automobiles and Other Vehicles|0|0|0|0|303|238611
150|Office Furniture and Equipment|89704|0|89704|89704|304|238611
151|Other Fixed Liabilities|0|0|0|0|305|238611
200||0|0|0|0|301|241927
201||0|0|0|0|302|241927
202|Automobiles and Other Vehicles|0|0|0|0|303|241927
203|Office Furniture and Equipment|64303|0|64303|25260|304|241927
204|Other Fixed Liabilities|0|0|0|0|305|241927
