RPT_ID|CASH_START|CASH_END|ACCOUNTS_RECEIVABLE_START|ACCOUNTS_RECEIVABLE_END|INVESTMENTS_START|INVESTMENTS_END|FIXED_ASSETS_START|FIXED_ASSETS_END|TREASURY_SECURITIES_START|TREASURY_SECURITIES_END|OTHER_ASSETS_START|OTHER_ASSETS_END|LOANS_RECEIVABLE_START|LOANS_RECEIVABLE_END|TOTAL_START|MARKET_SEC_TOTAL_COST|MARKET_SEC_TOTAL_BOOK_VALUE|OTHER_INV_TOTAL_COST|OTHER_INV_TOTAL_BOOK_VALUE
342998|4141|7152|||0||400|350|0||0||0||0||||
350461|236677|493767|1335|0|1181269|1006283|39516|47467|0|0|0|0|0|0|||||
363062|16043|26241|||0|0|0|0|0|0|0|0|0|0|16043||||
343943|6033|7453|||0|0|0|2700|0|0|0|0|0|0|6033||||
395843|78696|64622|||||||||||||||||
351149|110371|90594|||0|0|4385|4783|0|0|0|656|0|0|114756||||
353760|37689|79483|||0|0|35555|47745|0|0|250|250|0|0|73494||||
409643|88956|72070|||||||||||||88956||||
353239|97204|82765|||0|0|0|0|0|0|0|0|0|0|97204||||
359664|5185|5773|||0|0|0|0|0|0|0|0|0|0|5185||||
361419|2201|1405|||0|0|0|0|0|0|0|0|0|0|2201||||
358925|38624|28213|||0|0|1844|1844|0|0|0|0|0|0|40468||||
356248|27471|35748|||0|0|0|0|0|0|0|0|0|0|27471||||
342963|18493|23400|||0|0|0|0|0|0|0|0|0|0|18493||||
362069|35813|28489|||0|0|0|0|0|0|0|0|0|0|35813||||
336920|12327|14476|||57361|57361|9600|9600|0|0|0|0|0|0|79288||||
344494|57630|50609|||0|0|0|0|0|0|0|0|0|0|57630||||
356305|54863|50020|||0||0||0||152|152|0||55015||||
355716|21847|14220|||0|0|0|0|0|0|0|0|0|0|21847||||
356091|15063|12573|||0|0|0|0|0|0|0|0|0|0|15063||||
356726|5219|5062|||0|0|100|90|0|0|0|0|0|0|5319||||
342611|11019|8453|||0|0|0|0|0|0|0|0|0|0|11019||||
355509|30224|39192|||0|0|0|0|0|0|0|0|0|0|30224||||
355345|20702|23014|||0|0|0|0|0|0|0|0|0|0|20702||||
329954|69536|73417|||0|0|0|0|0|0|0|0|0|0|69536||||
366319|3424|1930|||0|0|0|0|0|0|0|0|0|0|3424||||
329899|1922|1314|||0|0|0|0|0|0|0|0|0|0|1922||||
357761|32139|29381|||0|0|6370|6370|0|0|0|0|0|0|38509||||
343434|51222|56703|||0||0||0||0||0||51222||||
367737|6245|2724|||0|0|0|0|0|0|0|0|0|0|6245||||
351732|238372|297295|0|0|0|0|506939|513250|0|0|0|0|0|0|||||
371061|1426|11091|||0|0|0|0|0|0|0|0|0|0|1426||||
363944|49354|51947|||17772|17932|0|0|0|0|0|0|0|0|67127||||
353612|45667|40464|||0||0||0||0||0||45667||||
359504|51221|51482|||0|0|0|0|0|0|0|0|0|0|51221||||
358844||2446|||||||||||||||||
333203|1448127|1544964|97370|102452|0|0|142211|158974|361622|273713|0|0|0|0|||||
