OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
688346|1201|PLAYER MARKETING|2018-07-06|72130|2535643|705288
721249|1201|SUBSIDY|2019-12-31|5000|2657476|730020
721254|1201|Organizing|2019-03-13|25000|2657510|730044
721255|1201|Organizing|2019-05-31|25000|2657510|730044
721256|1201|Organizing|2019-09-18|25000|2657510|730044
721257|1201|Organizing|2019-12-11|25000|2657510|730044
721258|1201|REFUNDED BID SUPPLEMENT|2019-07-31|50000|2657622|730052
721067|1201|Settlement Proceeds|2019-06-28|265000|2657191|729921
721068|1201|Settlement Proceeds|2019-11-08|64000|2657192|729921
721069|1201|Organizer reimbursement|2019-08-06|26412|2657287|729987
721070|1201|Organizer reimbursement|2019-10-14|26340|2657287|729987
721071|1201|REIMBURSEMENT TO LOCAL|2019-09-30|9362|2657289|729989
721072|1201|13TH REBATE|2019-04-30|9117|2657290|729989
721073|1201|CREDIT CARD ROYALTIES|2019-01-08|5063|2657441|730007
701031|1201|2018 FINAL REBATE|2019-05-21|7860|2583684|713189
701032|1201|2018 FINAL REBATE|2019-04-04|28175|2583685|713189
701033|1201|2018 FINAL REBATE|2019-04-04|23492|2583685|713189
701034|1201|2018 FINAL REBATE|2019-04-04|10375|2583686|713189
701035|1201|2018 FINAL REBATE|2019-04-04|6694|2583686|713189
701036|1201|2018 FINAL REBATE|2019-04-04|19425|2583687|713189
701037|1201|2019 ADM|2018-11-09|14613|2583687|713189
701038|1201|2018 FINAL REBATE|2019-04-04|10030|2583687|713189
701039|1201|2018 FINAL REBATE|2019-04-04|9625|2583688|713189
701040|1201|2018 FINAL REBATE|2019-04-04|6571|2583688|713189
701041|1201|2018 FINAL REBATE|2019-04-04|7975|2583689|713189
701042|1201|2018 FINAL REBATE|2019-04-04|9691|2583689|713189
705703|1201|13th rebate check|2019-04-26|7068|2601230|721256
663589|1201|Apprentice Training Reimbursement|2018-07-31|16085|2446547|684899
663590|1201|Apprentice Training Reimbursement|2018-08-31|7532|2446547|684899
665626|1201|OPERATIONS FUNDING|2018-08-11|5841|2452305|685584
665627|1201|REIM - LOZANO'S SALARIES & BENEFITS|2018-07-06|8632|2452330|685592
665628|1201|REIM - LOZANO'S SALARIES & BENEFITS|2018-08-06|8810|2452330|685592
665629|1201|REIM - LOZANO'S SALARIES & BENEFITS|2018-09-12|9632|2452330|685592
665630|1201|REIM - LOZANO'S SALARIES & BENEFITS|2018-10-02|8810|2452330|685592
701043|1201|Void Prior Year Check|2019-04-12|51400|2583690|713189
701044|1201|2018 FINAL REBATE|2019-03-28|14950|2583691|713189
701045|1201|2018 FINAL REBATE|2019-05-09|6264|2583692|713189
701046|1201|2019 ADM|2019-02-14|12293|2583693|713189
701047|1201|Void Prior Year Check|2019-04-12|14676|2583694|713189
701048|1201|2018 FINAL REBATE|2019-04-04|15950|2583694|713189
701049|1201|2018 FINAL REBATE|2019-04-04|26582|2583694|713189
701050|1201|2017 FINAL REBATE|2019-08-15|16171|2583695|713189
701051|1201|2018 FINAL REBATE|2019-04-04|5165|2583696|713189
701052|1201|2018 FINAL REBATE|2019-04-04|7971|2583697|713189
701053|1201|2018 FINAL REBATE|2019-04-04|16312|2583697|713189
701054|1201|2018 FINAL REBATE|2019-04-04|9360|2583700|713189
701055|1201|2018 FINAL REBATE|2019-04-04|20241|2583700|713189
701056|1201|2018 FINAL REBATE|2019-05-09|5841|2583702|713189
701057|1201|2018 FINAL REBATE|2019-04-04|7250|2583704|713189
701058|1201|2018 FINAL REBATE|2019-04-04|7557|2583704|713189
701059|1201|Void Prior Year Check|2019-04-12|10100|2583706|713189
701060|1201|PENSION DEDUCTIONS|2019-04-13|9727|2583707|713189
705704|1201|tim dickerson salary and|2019-06-03|14558|2601230|721256
705705|1201|tim dickerson salary/car|2019-08-28|9705|2601230|721256
705706|1201|TIM DICKERSON SALARY/CAR|2019-10-22|10918|2601230|721256
705707|1201|salary and car allowance|2019-12-27|14558|2601230|721256
695450|1201|REIMB UTIL, BUILD MAINT, UNION ADMIN|2018-08-31|73872|2561259|710460
695451|1201|REIMB UTIL, BUILD MAINT, UNION ADMIN|2018-09-30|73873|2561259|710460
695452|1201|REIMB UTIL, BUILD MAINT, UNION ADMIN|2018-10-31|73873|2561259|710460
687674|1201|REIMBURSED EXPENSES|2018-08-15|10341|2533048|703189
687675|1201|REIMBURSED EXPENSES|2018-09-21|10341|2533048|703189
687676|1201|REIMBURSED EXPENSES|2018-10-19|10341|2533048|703189
687677|1201|REIMBURSED EXPENSES|2018-12-05|10341|2533048|703189
687678|1201|REIMBURSED EXPENSES|2018-12-31|10341|2533048|703189
687679|1201|REIMBURSED EXPENSES|2019-01-16|10341|2533048|703189
687680|1201|REIMBURSED EXPENSES|2018-03-21|20682|2533048|703189
687681|1201|REIMBURSED EXPENSES|2018-04-24|10341|2533048|703189
687682|1201|REIMBURSED EXPENSES|2018-06-26|10341|2533048|703189
687683|1201|REIMBURSED EXPENSES|2018-07-03|10341|2533048|703189
687684|1201|REIMBURSED EXPENSES|2018-07-25|10341|2533048|703189
687685|1201|ORGANIZING GRANT|2018-02-07|8000|2533049|703189
687686|1201|ORGANIZING GRANT|2018-03-07|8000|2533049|703189
687687|1201|ORGANIZING GRANT|2018-04-11|8000|2533049|703189
687688|1201|ORGANIZING GRANT|2018-05-09|8000|2533049|703189
687689|1201|ORGANIZING GRANT|2018-06-06|8000|2533049|703189
687690|1201|ORGANIZING GRANT|2018-07-13|8000|2533049|703189
687691|1201|ORGANIZING GRANT|2018-08-15|8000|2533049|703189
687692|1201|ORGANIZING GRANT|2018-09-14|8000|2533049|703189
687693|1201|ORGANIZING GRANT|2018-10-19|8000|2533049|703189
687694|1201|ORGANIZING GRANT|2018-11-09|8000|2533049|703189
687695|1201|ORGANIZING GRANT|2018-12-12|8000|2533049|703189
687696|1201|ORGANIZING GRANT|2019-01-09|8000|2533049|703189
687697|1201|REIMBURSEMENT|2018-02-07|6000|2533049|703189
687714|1201|Refund|2018-07-23|70864|2533200|703262
687715|1201|Grant|2019-01-01|37500|2533203|703262
687716|1201|Grant|2018-03-30|37500|2533203|703262
687820|1201|Return of DFAS Dues Withholding and Dividends-2018|2019-03-29|178|2533400|703641
687823|1201|Return of Electronic Withdrawal|2019-04-10|891|2533417|703692
687895|1201|Expense Reimbursements|2018-04-06|5604|2533792|705267
687896|1201|Expense Reimbursements|2018-05-17|6715|2533792|705267
687897|1201|Expense Reimbursements|2018-06-13|5674|2533792|705267
687898|1201|Expense Reimbursements|2018-07-03|5652|2533792|705267
687899|1201|Expense Reimbursements|2018-07-03|6812|2533792|705267
687900|1201|Expense Reimbursements|2018-08-21|5695|2533792|705267
687901|1201|Expense Reimbursements|2018-08-21|5701|2533792|705267
687902|1201|Expense Reimbursements|2018-10-16|6869|2533792|705267
687903|1201|Expense Reimbursements|2018-10-16|5769|2533792|705267
687904|1201|Expense Reimbursements|2018-11-20|5768|2533792|705267
687905|1201|Expense Reimbursements|2018-10-20|6913|2533792|705267
687906|1201|Expense Reimbursements|2019-01-02|5756|2533792|705267
687907|1201|Expense Reimbursements|2019-01-02|6890|2533792|705267
687908|1201|Expense Reimbursements|2019-02-26|5852|2533792|705267
687909|1201|Expense Reimbursements|2019-03-05|5798|2533792|705267
688209|1201|ROYALTY|2018-04-16|40177|2535595|705288
688210|1201|PRIOR YEAR VOID PAYMENT|2018-04-20|5250|2535596|705288
688211|1201|PRIOR YEAR VOID PAYMENT|2018-03-19|6922|2535597|705288
688212|1201|PRIOR YEAR VOID PAYMENT|2018-04-20|12404|2535597|705288
