OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
567778|1201|EMPLOYER BOND|2015-06-12|7443|2086560|622459
567526|1201|EMPLOYER BOND|2016-01-13|81244|2086329|622459
567527|1201|EMPLOYER BOND|2015-12-15|5670|2086330|622459
567528|1201|EMPLOYER BOND|2016-01-20|114276|2086331|622459
567529|1201|EMPLOYER BOND|2015-08-12|18964|2086332|622459
567530|1201|EMPLOYER BOND|2015-08-11|14656|2086333|622459
567531|1201|EMPLOYER BOND|2015-05-19|15440|2086334|622459
567532|1201|EMPLOYER BOND|2015-06-18|24604|2086335|622459
567533|1201|EMPLOYER BOND|2015-07-31|24482|2086336|622459
567534|1201|EMPLOYER BOND|2015-07-08|15154|2086337|622459
567535|1201|EMPLOYER BOND|2015-06-22|5409|2086338|622459
567536|1201|EMPLOYER BOND|2015-06-03|15246|2086339|622459
567537|1201|EMPLOYER BOND|2015-08-25|10920|2086340|622459
567538|1201|EMPLOYER BOND|2015-07-08|10294|2086341|622459
567539|1201|EMPLOYER BOND|2015-07-29|140524|2086342|622459
567540|1201|EMPLOYER BOND|2015-08-04|15441|2086343|622459
567541|1201|EMPLOYER BOND|2016-03-18|23136|2086344|622459
567542|1201|EMPLOYER BOND|2016-01-27|7162|2086345|622459
567543|1201|EMPLOYER BOND|2016-02-05|10192|2086346|622459
567544|1201|EMPLOYER BOND|2015-08-13|13247|2086347|622459
567545|1201|EMPLOYER BOND|2016-01-21|42342|2086348|622459
567546|1201|EMPLOYER BOND|2016-01-05|5718|2086349|622459
567547|1201|EMPLOYER BOND|2015-12-29|5362|2086350|622459
567548|1201|EMPLOYER BOND|2015-05-19|11850|2086351|622459
567549|1201|EMPLOYER BOND|2016-01-22|16826|2086352|622459
567550|1201|EMPLOYER BOND|2015-05-01|27395|2086353|622459
567551|1201|EMPLOYER BOND|2015-12-21|10904|2086353|622459
567552|1201|EMPLOYER BOND|2015-05-05|17325|2086354|622459
567553|1201|EMPLOYER BOND|2015-04-09|6134|2086355|622459
567554|1201|EMPLOYER BOND|2015-08-21|20772|2086356|622459
567555|1201|EMPLOYER BOND|2015-05-27|5337|2086357|622459
567556|1201|EMPLOYER BOND|2015-12-04|34137|2086358|622459
567557|1201|EMPLOYER BOND|2015-04-20|14248|2086359|622459
567558|1201|EMPLOYER BOND|2015-05-04|13359|2086360|622459
567559|1201|EMPLOYER BOND|2015-05-29|43426|2086361|622459
567560|1201|EMPLOYER BOND|2016-02-11|12499|2086362|622459
567561|1201|EMPLOYER BOND|2016-02-03|19414|2086363|622459
567562|1201|EMPLOYER BOND|2015-08-20|11165|2086364|622459
567563|1201|EMPLOYER BOND|2015-08-10|71822|2086365|622459
567564|1201|EMPLOYER BOND|2015-12-21|13247|2086366|622459
567565|1201|EMPLOYER BOND|2015-06-26|63446|2086367|622459
567566|1201|EMPLOYER BOND|2015-08-19|13198|2086368|622459
567567|1201|EMPLOYER BOND|2015-10-06|15001|2086368|622459
567568|1201|EMPLOYER BOND|2015-12-15|18859|2086369|622459
567569|1201|EMPLOYER BOND|2015-06-08|6219|2086370|622459
567570|1201|EMPLOYER BOND|2015-04-06|187675|2086371|622459
567571|1201|EMPLOYER BOND|2015-04-23|40025|2086372|622459
567572|1201|EMPLOYER BOND|2016-01-29|60000|2086373|622459
