OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
93651||Oppenheimer Strategic Income Fund CL Y|70000|65500|65500|65500|639058
93653||Copier|4171|0|0|0|639058
93652||Templeton Global BD Fund Advisor CL|47215|40000|40000|40000|639058
90066||NONE|0|0|0|0|625387
90839||FHLB 1% Due 6/27/18|99351|100000|100000|100000|626891
90857||2006 Pacifica|21635|0|500|500|626891
90856||GMAC Truck|21518|9325|20432|20432|626891
90855||Vanguard Investement Fund|90000|91400|91400|91400|626891
90854||Templeton Global fund|22335|28204|28204|28204|626891
90853||PIMCO Income Fund|51362|52147|52147|52147|626891
90852||JPM Strategic Income Fund|49268|46286|46286|46286|626891
90851||GNMA II 8/20/38 5%|823|823|823|823|626891
90850||GNMA II 7/20/38 6%|1749|1749|1749|1749|626891
90849||GNMA II 6/20/20414.5%|4721|4721|4721|4721|626891
90848||GNMA II 12/20/2040 5%|3499|3499|3499|3499|626891
90847||Freddie Mac 1.25% Due 9/30/20|99948|100000|100000|100000|626891
90846||Freddie Mac .5% Due 7/30/19|124794|125000|125000|125000|626891
90845||FNMA PLC 5% Due 10/1/19|23089|23089|23089|23089|626891
90844||FNMA PL 6.5%|12707|12707|12707|12707|626891
90843||FNMA PL 6%|5206|5206|5206|5206|626891
90842||FHLN 1.5% Due 12/30/20|100412|100000|100000|100000|626891
90841||FHLMC 5.5% Due 10/1/2020|24084|24084|24084|24084|626891
90840||FHLB 2.3% Due 1/27/16|36292|35000|35000|35000|626891
94216||2007 Ford Taurus|8560|713|1000|0|640391
94218||2014 Chevrolet Malibu|20500|10250|7000|0|640391
94217||2014 Chevrolet Malibu|18972|8538|7070|0|640391
94587||FNMA Principal payments received|11786|11786|11786|11786|641409
94588||Sale of 1 Automobile|38231|0|1368|1368|641409
93525||MARKETABLE SECURITIES|616852|677970|677970|677970|638748
93527||DISPOSAL OF FIXED ASSETS|239119|0|0|0|638748
93526||INVESTMENT IN KIND|47501|53304|53304|53304|638748
92049||2010 FORD TAURUS|16540|4515|8450|8450|630497
91959||Mutual Funds|116567|116567|113970|113970|630009
92008||Sale of Investments|402652|402652|401519|401519|630338
92491||Donated Old Refrigerator|0|0|20|20|634801
90709||MUTUAL FUNDS|272261|260236|253902|253902|626843
89767||MARKETABLE SECURITIES|100000|100000|100000|100000|622160
97997||NONE|0|0|0|0|657336
92733||SALE OF BLDG.- 4510 INDIANA ST. GOLDEN, CO|225000|225000|685000|646599|636812
90279||Common Stocks|16054|16054|16172|16172|626398
90282||Bonds|9748|9748|9748|9748|626398
90281||Unit Investment Trusts|281448|281448|240245|240245|626398
90280||Mutual Funds|47412|47412|50000|50000|626398
94693||DICTAPHONE AND SCANNER DISPOSED|715|646|0|0|641601
94789||2 Shrs Rochester Labor Temple|0|0|11396|11396|641850
93705||Computer|800|800|30|30|639264
91928||AUTOMOBILES|1068237|378352|266139|285224|629655
91932||MUTUAL FUNDS|1060709|1060709|1001754|1001754|629655
91931||CORPORATE BONDS|2131204|2131204|2105556|2105556|629655
91930||US GOVERNMENT AND GOVERNMENT AGENCIES|1711184|1711184|1714349|1714349|629655
91929||FURNITURE, FIXTURES & EQUIPMENT|25932|0|7466|7466|629655
93706||Xerox 3250 Printer|397|0|0|0|639265
93709||CD Redemption|27000|27000|27000|27000|639265
93708||Equity Investments|5220|5220|13650|13650|639265
