RPT_ID|CASH_START|CASH_END|ACCOUNTS_RECEIVABLE_START|ACCOUNTS_RECEIVABLE_END|INVESTMENTS_START|INVESTMENTS_END|FIXED_ASSETS_START|FIXED_ASSETS_END|TREASURY_SECURITIES_START|TREASURY_SECURITIES_END|OTHER_ASSETS_START|OTHER_ASSETS_END|LOANS_RECEIVABLE_START|LOANS_RECEIVABLE_END|TOTAL_START|MARKET_SEC_TOTAL_COST|MARKET_SEC_TOTAL_BOOK_VALUE|OTHER_INV_TOTAL_COST|OTHER_INV_TOTAL_BOOK_VALUE
414021|566390|645139|0|1473|897481|797481|35015|25488|0|0|0|0|0|0|||||
428868|35930|48772|||0||0||0||0||0||35930||||
430765|7196|5771|||0|0|2700|1800|0|0|0|0|0|0|9896||||
419781|75129||||0||0||0||0||0||75129||||
428625|85632|90979|||0|0|5682|5682|0|0|0|0|0|0|91314||||
429417|86771|140087|||0|0|43340|38377|0|0|250|250|0|0|130361||||
430756|75280|68634|||||||||||||75280||||
419788|104882|89186|||0|0|0|0|0|0|0|0|0|0|104882||||
419229|3530|4709|||0|0|0|0|0|0|0|0|0|0|3530||||
411190|19637|21450|||0|0|1844|1844|0|0|0|0|0|0|21481||||
430672|55919|50418|||0|0|0|0|0|0|0|0|0|0|55919||||
409733|23862|30786|||0|0|0|0|0|0|0|0|0|0|23862||||
422005|30397|35595|||0|0|0|0|0|0|0|0|0|0|30397||||
375560|16683|23173|||57361|57361|9600|9600|0|0|0|0|0|0|83644||||
415489|51686|60165|||0|0|0|0|0|0|0|0|0|0|51686||||
426902|46618|33332|||0|0|0|0|0|0|152|152|0|0|46770||||
423917|5682|11550|||0|0|0|0|0|0|0|0|0|0|5682||||
424493|14952|12200|||0|8000|0|0|0|0|0|0|0|0|14952||||
425864|2971|790|||0|0|900|70|0|0|0|0|0|0|3061||||
413486|4693|7665|||0|0|0|0|0|0|0|0|0|0|4693||||
425221|36955|22350|||0||0||0||0||0||36955||||
419954|24973|8696|||0|0|0|0|0|0|0|0|0|0|24973||||
399287|100457|95780|||0|0|0|0|0|0|0|0|0|0|100457||||
399098|864|1882|||0|0|0|0|0|0|0|0|0|0|864||||
417917|31839|45071|||0|0|6370|6370|0|0|0|0|0|0|38209||||
411449|61836|66313|||0|0|0|0|0|0|0|0|0|0|61836||||
433377|7065|7943|||0||0||0||0||0||7065||||
426662|370707|456174|0|0|0|0|492441|471941|0|0|0|0|0|0|||||
432452|7972|8178|||0|0|0|0|0|0|0|0|0|0|7972||||
433369|42957|36549|||17000|18235|||||||||59957||||
396469|34637|48875|||22347|22347|0|0|0|0|0|0|0|0|56984||||
422445|46240|32123|||0|0|0|0|0|0|0|0|0|0|46240||||
433081|53216|43007|||0|0|0|0|0|0|0|0|0|0|53216||||
421293||3396|||||||||||||||||
401566|676814|446264|127205|95698|273419|244207|181202|125468|0|0|0|11|0|0|||||
405172|54605|47923|||0||0||0||0||0||54605||||
400401|1023393|712749|0|0|0|0|346850|484896|0|0|139|139|0|0|||||
421431|30079|37459|||0|0|0|0|0|0|32|0|0|0|30111||||
407741|105295|101786|||0|0|0|0|0|0|0|0|0|0|105295||||
403243|1183334|1363726|72070|59126|1433137|1444320|93289|58440|0|0|0|0|0|0|||||
404955|65504|32530|||0|0|0|0|0|0|0|0|0|0|65504||||
403674|150916|125304|0|0|0|0|0|16900|0|0|0|0|0|0|||||
403991|579795|515694|713|0|0|0|621870|622985|0|0|3159|2784|0|0|||||
407999|17732|12848|||||1326|1042|||||||19058||||
407490|4836|12312|||0|0|0|0|0|0|0|0|0|0|4836||||
408378|32209|34532|||||||||||||32209||||
405952|25114|23040|||||||||||||25114||||
414013|95056|120034|||0|0|0||0||0||0||95056||||
433478|24351|23214|||0|0|2790|2790|0|0|0|0|0|0|27141||||
