OID|SOURCE|LOANS_OWED_START|LOANS_OBTAINED|CASH_REPAYMENT|NON_CASH_REPAYMENT|LOANS_OWED_END|RPT_ID
5516|NONE|0|0|0|0|0|334776
5409|GMAC|0|30002|3656|0|26346|334060
3023|Eastern Loan|10685|0|1242|9443|0|305083
3139|FORD MOTOR CREDIT|49332|0|14806|34526|0|307025
3792|SBA LOAN|91113|0|846|90267|0|311974
4951|Avaya -Telephone System Lease|34811|0|1770|0|33041|321934
4952|Copier Equipment Lease|18352|0|4165|0|14187|321934
4953|Dues Trust Payable|84488|0|7558|0|76930|321934
4966|NONE|0|0|0|0|0|321941
5057|PNC-LINE OF CREDIT|50545|0|30981|0|19564|326252
5062|FORD MOTOR CREDIT|19980|0|1360|0|18620|326434
5065|NONE|0|0|0|0|0|326454
5071|Amalgamated Bank|90000|0|90000|0|0|326467
5072|PHPA Publication|20000|0|20000|0|0|326467
5152|FORD MOTOR CORP.|73782|155619|15992|72229|141180|327928
5153|FIFTH THIRD BANK|8603|0|8603|0|0|328013
5154|CITIZENS BANK|38318|8678|20221|0|26775|328013
5155|CHRYSLER FINANCIAL|7277|0|2511|0|4766|328032
5156|U.S. BANK|25000|0|0|0|25000|328064
5157|U.S. BANK|7667|0|0|0|7667|328064
5160|GMAC|11535|0|11535|0|0|328155
5161|GMAC|11654|0|11654|0|0|328155
5162|GMAC|11652|0|11652|0|0|328155
5163|GMAC|11736|0|11736|0|0|328155
5164|GMAC|22246|0|22246|0|0|328155
5165|GMAC|23478|0|23478|0|0|328155
5166|TWU INTERNATIONAL|14000|0|12000|0|2000|328159
5167|OPEIU-INTERNATIONAL|80285|0|38933|0|41352|328160
5168|UCNB|72132|0|12837|0|59295|328160
5169|DAIMLERCHRYSLER FINANCIAL|7500|0|7500|0|0|328180
5170|BANK OF AMERICA|32449|0|6355|0|26094|328189
5171|Credit Line Payable|0|1118838|1118838|0|0|328190
5173|Xerox Lease|443420|0|109080|0|334340|329512
5192|COMERICA LOCKWOOD|792790|0|36660|0|756130|329620
5193|United Labor Bank|287784|0|2945|0|284839|329624
5197|CHRYSLER FINANCIAL|3000|0|3000|0|0|329628
5203|N/A|0|0|0|0|0|329684
5222|FORD MOTOR CREDIT|16575|19895|24075|0|12395|330388
5223|HERGET BANK|48797|58593|19915|0|87475|330389
5224|CHRYSLER FINANCIAL|5781|0|4616|0|1165|330389
5228|FORD MOTOR CREDIT CORP.|0|46583|3635|0|42948|330505
5229|AFFILIATED ENTITY|1|0|1|0|0|330505
5230|GMAC-2005 BUICK LESABRE|19270|0|3055|0|16215|330521
5232|WACHOVIA BANK - BLDG|457157|0|71186|0|385971|330584
5233|POWERNET BANK - AUTO|11939|0|6120|0|5819|330584
5234|Armory Garage|37176|21484|26769|0|31891|330585
5246|NONE|0|0|0|0|0|330630
5249|CHRYSLER CR 2004 CARAVAN|9074|0|9074|0|0|330634
5250|CHRYSLER - 2006 TOWN & CO.|0|20014|2919|0|17095|330634
5251|CITIZENS - 2007 CHEVY IMPALA|0|18346|1835|0|16511|330634
5252|BK OF AMERICA-2005 CARAVAN|0|19347|4434|0|14913|330634
5260|0|0|0|0|0|0|330648
5262|CHRYSLER FINANCIAL|4469|0|4469|0|0|330668
5263|U.A. Loan|49350|0|3600|0|45750|330672
5264|Building Mortgage|1012527|0|34966|0|977561|330672
5285|GCIU BUILDING CORP.|75000|0|0|75000|0|331303
5286|OFFICER|0|15000|0|15000|0|331303
5289|GMAC Auto Loan|6200|0|1907|0|4293|331551
5290|LABOR MGMT COOP TRUST|7391|0|0|0|7391|331641
5291|Ford Credit|25316|38961|29861|0|34416|331682
5292|Michael Bergman|19561|0|3500|0|17851|331790
5293|Dell Computer|1674|0|1674|0|0|331790
5294|US BANK|0|50000|50000|0|0|331831
5295|Bank of America 1st Floor|297500|0|3314|0|294186|331967
5296|Bank of America 2nd Floor|1352840|0|15348|0|1337492|331967
5300|NONE|0|0|0|0|0|332000
5303|N/A|0|0|0|0|0|332085
5307|AVAYA FINANCIAL SERVICES|4075|0|1847|0|2228|332106
5308|BRIGHT BAY LINCOLN MERCURY|24845|0|2937|21908|0|332106
5309|BANK AUTO LOAN|4813|0|4813|0|0|332201
5310|Bank of O'Fallon|130380|0|4004|0|126376|332206
5311|Bank of O'Fallon|0|41024|21145|0|19879|332206
5320|Ford Motor Company|15724|0|2148|0|13576|332221
5321|Local Union Officers & Employees Pension Fund|33722|0|3505|0|30217|332221
5327|Reliable Financial Corp.|11571|0|4750|0|6821|332250
5328|Ford Motor Credit Co.|17518|0|3046|0|14472|332250
5329|Reliable Financial Corp.|0|26496|3983|0|22513|332250
5330|Fifth Third Bank|100000|0|1500|0|98500|332253
5331|West Coast Bank|593079|0|47833|0|545246|332256
5334|TOSHIBA PHONE SYSTEM|3481|0|2454|0|1027|332275
5335|North Fork Bank|18983|0|2572|0|16411|332277
5336|Chrysler Financial|13104|0|353|12751|0|332277
5339|SERVICE EMPLOYEES' INTL UNION|9439|0|0|0|9439|332281
5340|SunTrust Line of Credit|49192664|0|2431004|0|46761660|332296
5341|NONE|0|0|0|0|0|332468
5345|TEXAS FIRST BANK|9420|0|5690|0|3730|332554
5348|Auto Loan - Ford Credit|5832|0|5832|0|0|332719
5349|NONE|0|0|0|0|0|332764
5355|NOTE PAYABLE AFL-CIO|48355|0|15035|0|33320|332889
5356|NONE|0|0|0|0|0|332917
5358|MORTGAGE ON BUILDING|277688|0|8953|0|268735|333042
5359|IW Credit Union|0|16203|3325|0|12878|333120
5360|Ford Motor Credit|54380|24549|26284|0|52645|333167
5361|FORD MOTOR CREDIT|24341|0|9420|0|14921|333170
5364|Chrysler Financial Corporation|4065|0|4065|0|0|333191
5366|Ford Motor Credit|0|35376|8107|0|27269|333226
5373|FOD MOTOR CREDIT|8905|0|1769|0|7136|333250
5374|None|0|0|0|0|0|333257
5375|IRONWORKERS CREDIT UNION|8694|0|8694|0|0|333271
5376|KEY CORPORATE CAPITAL, INC.|5858|0|1024|0|4834|333274
5377|NONE|0|0|0|0|0|333315
5378|GMAC|6647|16131|4841|0|17937|333324
5379|INTL UNION ALL NOV & PROD.|22500|0|0|0|22500|333326
5382|NONE|0|0|0|0|0|333344
5383|Loan Payable Chrysler Financial|18462|0|4188|0|14274|333346
