OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
64156|1103|N/A|N/A|N/A|N/A|333203
64160|1105|N/A|N/A|N/A|N/A|333203
64159|1102|9-22|QUARTER|9|22|333203
64158|1104|N/A|N/A|N/A|N/A|333203
64157|1101|N/A|N/A|N/A|N/A|333203
77468|1103|10.00|0|10.00|50.00|345213
77472|1105|0|0|0|0|345213
77471|1102|0|0|0|0|345213
77470|1104|0|0|0|0|345213
77469|1101|Two Hours straight pay|Month|0|0|345213
91232|1103|$100.00|INITIATE|$25.00|$100.00|350708
91236|1105|N/A|N/A|N/A|N/A|350708
91235|1102|6%|GROSS WAGES|1.5%|6%|350708
91234|1104|N/A|N/A|N/A|N/A|350708
91233|1101|$25.50|MONTH|$13.50|$25.50|350708
71119|1103|50|N/A|||337992
71123|1105|N/A|N/A|||337992
71122|1102|N/A|N/A|||337992
71121|1104|10|N/A|||337992
71120|1101|17|MONTH|||337992
75674|1103|||||343561
75678|1105|||||343561
75677|1102|||||343561
75676|1104|||||343561
75675|1101|22.07|PAY PERIOD|||343561
85547|1103|0||||349005
85551|1105|0|YEAR|||349005
85550|1102|0||||349005
85549|1104|0||||349005
85548|1101|21.81|PAY PERIOD|||349005
90095|1103|||||350428
90099|1105|||||350428
90098|1102|||||350428
90097|1104|||||350428
90096|1101|23.21|Bi-Weekly|||350428
87252|1103|0|0|0|0|349602
87256|1105|0|0|0|0|349602
87255|1102|0|0|0|0|349602
87254|1104|0|0|0|0|349602
87253|1101|586|YR|36|586|349602
97641|1103|||||358084
97645|1105|||||358084
97644|1102|||||358084
97643|1104|||||358084
97642|1101|20.83|pay period|||358084
63331|1103|||||332215
63335|1105|||||332215
63334|1102|||||332215
63333|1104|||||332215
63332|1101|3.60|Month|||332215
73643|1103|0|0|||340872
73646|1105|0|0|||340872
73645|1104|0|0|||340872
73644|1101|12.50|Bi-Weekly|||340872
76951|1103|||||344697
76955|1105|||||344697
76954|1102|||||344697
76953|1104|||||344697
76952|1101|15.00|2 WEEKS|||344697
110639|1103|||||372421
110643|1105|||||372421
110642|1102|||||372421
110641|1104|||||372421
