OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
67068|2101|Regular Carriers|1520|T|356947
67069|2101|Relief Carriers|1017|T|356947
67070|2101|Retired Carriers, do not vote on contract|699|T|356947
67071|2101|Associate Members|25|F|356947
67072|2102|Agency Fee Payers|0|F|356947
49831|2101|Active members with all rights|550|T|337096
49832|2101|Members on LTD|48|F|337096
49833|2101|Members not sworn in|36|F|337096
49834|2101|Retired members|138|F|337096
49835|2102|Agency Fee Payers|0|F|337096
46857|2101|APPRENTICE|92|T|334726
46858|2101|HONORARY MEMBER|98|T|334726
46859|2101|CONTRACTORS|2|F|334726
46860|2101|EARLY RETIRED AND DISABLED|107|T|334726
46861|2101|RETIRED MEMBERS|75|T|334726
46862|2101|JOURNEYMAN|737|T|334726
46863|2102|Agency Fee Payers|0|F|334726
42637|2101|ACTIVE MEMBER|980|T|327982
42638|2101|RETIRED MEMBER|11|F|327982
42639|2101|UNEMPLOYED MEMBER|20|F|327982
42640|2101|LIFE MEMBER|193|F|327982
42641|2101|OFFICIAL MEMBER|58|F|327982
42642|2102|Agency Fee Payers|0|F|327982
90919|2101|BARGAINING UNIT MEMBERS|721|T|386301
90920|2101|STATE ASSOCIATION MEMBERS|267|T|386301
90921|2102|Agency Fee Payers|0|F|386301
54348|2101|A|8|T|345575
54349|2101|BA|329|T|345575
54350|2102|Agency Fee Payers|0|F|345575
58813|2101|ROOFERS UNION 70 MEMBERS IN GOOD STANDING|295|T|348829
58814|2102|Agency Fee Payers|0|F|348829
68263|2101|REGULAR MEMBERS|1046|T|361972
68264|2102|Agency Fee Payers|0|F|361972
59641|2101|All members are full paying|2699|T|349118
59642|2102|Agency Fee Payers|0|F|349118
64936|2101|CAREER|629|T|351506
64937|2101|TRANSITIONAL|310|T|351506
64938|2102|Agency Fee Payers|0|F|351506
66447|2101|Dues Paying Members|731|T|354136
66448|2101|Honorary Members|2|T|354136
66449|2102|Agency Fee Payers|0|F|354136
57700|2101|ACTIVE MEMBERS|937|T|348384
57701|2101|RETIRED MEMBERS|329|T|348384
57702|2102|Agency Fee Payers|0|F|348384
62510|2101|Active|1320|T|350394
62511|2101|Retired|602|T|350394
62512|2101|Life|149|T|350394
62513|2102|Agency Fee Payers|0|F|350394
93425|2101|Active Letter Carriers|748|T|399258
93426|2101|Retirees|193|T|399258
93427|2102|Agency Fee Payers|0|F|399258
53840|2101|ACTIVE MEMBER|4275|T|344847
53841|2101|RETIREES|1337|T|344847
53842|2102|Agency Fee Payers|0|F|344847
64096|2101|Regular Voting Members|812|T|350943
64097|2102|Agency Fee Payers|0|F|350943
52616|2101|Regular Members|1495|T|342613
52617|2102|Agency Fee Payers|0|F|342613
44545|2101|Regular Carriers|1472|T|333123
44546|2101|Relief Carriers|745|T|333123
44547|2101|retirees|427|T|333123
44548|2102|Agency Fee Payers|0|F|333123
57832|2101|ACTIVE MEMBERS|857|T|348447
57833|2101|ASSOCIATE MEMBERS|1918|F|348447
57834|2102|Agency Fee Payers|0|F|348447
78376|2101|Active members|1841|T|374945
78377|2101|Retired members|353|T|374945
78378|2101|Life Members|15|T|374945
78379|2102|Agency Fee Payers|0|F|374945
52845|2101|ACTIVE MEMBERS|3080|T|343210
52846|2101|RETIRED MEMBERS|1179|T|343210
52847|2102|Agency Fee Payers|0|F|343210
65986|2101|REGULAR DUES PAYING MAIL HANDLER MEMBERS|805|T|352560
65987|2101|ASSOCIATE MEMBERS|2857|F|352560
65988|2102|Agency Fee Payers|0|F|352560
68621|2101|Regular Dues Paying Members|6114|T|362795
68622|2101|Retired Members|79|F|362795
68623|2102|Agency Fee Payers|0|F|362795
62469|2101|ACTIVE MEMBER|215821|T|350365
62470|2101|REGULAR PART TIME LESS THAN 25|485|T|350365
62471|2101|NAF MEMBER LESS THAN GS4/1|2287|T|350365
62472|2101|RETIRED MEMBER|16002|T|350365
62473|2101|SEASONAL MEMBER|254|T|350365
62474|2101|ACTIVE MILITARY|615|T|350365
62475|2101|SPECIAL RETIRED AFFILIATE|214|F|350365
62476|2102|Agency Fee Payers|90|F|350365
57194|2101|ACTIVE|6371|T|348052
57195|2101|RETIRED MEMBERS|125|T|348052
57196|2102|Agency Fee Payers|0|F|348052
65057|2101|ACTIVE|3606|T|351551
65058|2101|RETIREE|74|T|351551
65059|2101|NAF, AAFES & DECA|157|T|351551
65060|2101|USDA|1|T|351551
65061|2101|RETIRED ASSOCIATE|2|F|351551
65062|2102|Agency Fee Payers|0|F|351551
64823|2101|SALISBURY NC|1009|T|351413
64824|2101|WINSTON SALEM NC|318|T|351413
64825|2101|FAYETTEVILLE NC|558|T|351413
64826|2101|DURHAM NC|565|T|351413
64827|2102|Agency Fee Payers|0|F|351413
73723|2101|Active Member|527|T|368771
73724|2101|Retired Members|23|T|368771
73725|2102|Agency Fee Payers|0|F|368771
70537|2101|ACTIVE|725|T|367309
70538|2101|NON-ACTIVE|30|T|367309
70539|2102|Agency Fee Payers|0|F|367309
79096|2101|CCAD Members @ 29.00 per Month Paying Full Dues|1704|T|377058
79097|2101|DLA Members @ 26.50 per Month Paying Full Dues|40|T|377058
79098|2101|Retirees @ 24.60 per Year Paying Full Dues|67|T|377058
79099|2102|Agency Fee Payers|0|F|377058
65884|2101|AFFILIATE - LOCAL UNIONS|14|T|352099
65885|2102|Agency Fee Payers|0|F|352099
44898|2101|Apprentice Level 1|2|T|333273
44899|2101|Apprentice Level 2|1|T|333273
44900|2101|Apprentice Level 3|6|T|333273
44901|2101|Apprentice Level 4|2|T|333273
44902|2101|Apprentice Level 5|5|T|333273
44903|2101|Apprentice Level 6|2|T|333273
44904|2101|Apprentice Level 7|1|T|333273
44905|2101|Apprentice Level 8|0|T|333273
44906|2101|Journeyman|238|T|333273
44907|2101|Honorary Members|45|T|333273
44908|2101|Retired Members|40|T|333273
44909|2101|Disabled Members|7|T|333273
44910|2102|Agency Fee Payers|0|F|333273
66174|2101|ACTIVE MEMBERS|403|T|353689
66175|2101|ASSOCIATE MEMBERS|2725|F|353689
66176|2102|Agency Fee Payers|0|F|353689
64281|2101|REGULAR MEMBERS|3607|T|351012
64282|2102|Agency Fee Payers|0|F|351012
42878|2101|ACTIVE|6884|T|329511
42879|2101|INACTIVE|424|T|329511
42880|2102|Agency Fee Payers|0|F|329511
61094|2101|REGULAR MEMBERS|798|T|349773
61095|2102|Agency Fee Payers|0|F|349773
61476|2101|Active members|6669|T|349864
61477|2102|Agency Fee Payers|1221|F|349864
54124|2101|ACTIVE FULL DUES PAYING|1992|T|345215
54125|2101|ACTIVE RETIRED FULL PERCAPITA & $1.00|6|T|345215
54126|2102|Agency Fee Payers|0|F|345215
58847|2101|Active|3253|T|348848
58848|2101|Permit Fee Payers|5747|F|348848
58849|2102|Agency Fee Payers|0|F|348848
55260|2101|GENERAL MEMBERS|50000|T|346389
55261|2102|Agency Fee Payers|0|F|346389
50096|2101|Full time teacher|2672|T|337278
50097|2101|Part time teacher|261|T|337278
50098|2102|Agency Fee Payers|314|F|337278
64053|2101|ACTIVE MEMBERS|1317|T|350931
64054|2101|RETIRED MEMBERS|2|T|350931
64055|2101|INACTIVE MEMBERS|21|F|350931
64056|2102|Agency Fee Payers|0|F|350931
57757|2101|Full-Time Members|58202|T|348416
57758|2101|Part-Time Members|3394|T|348416
57759|2101|Full-Time Fifty Percent Members|533|T|348416
57760|2102|Agency Fee Payers|0|F|348416
53671|2101|Regular Dues paying members|476|T|344426
53672|2102|Agency Fee Payers|0|F|344426
50439|2101|JOURNEYMEN|297|T|337926
50440|2101|APPRENTICES|59|T|337926
50441|2101|CLASSIFIED WORKERS|49|T|337926
50442|2101|PRE APPRENTICE TRAINERS|77|T|337926
50443|2101|FOOD SERVICE/ PRODUCTION WORKERS|91|T|337926
50444|2101|RETIREES|130|T|337926
50445|2102|Agency Fee Payers|0|F|337926
64696|2101|General Members|540|T|351335
64697|2102|Agency Fee Payers|0|F|351335
77143|2101|MANUFACTURING WKRS, PAYS FULL DUES|150|T|372603
77144|2102|Agency Fee Payers|0|F|372603
45166|2101|Voting Members|201|T|333450
45167|2102|Agency Fee Payers|0|F|333450
58823|2101|REGULAR MEMBERS|858|T|348834
58824|2102|Agency Fee Payers|0|F|348834
49360|2101|Active Members|1428|T|336218
49361|2102|Agency Fee Payers|39|F|336218
58057|2101|ACTIVE|3446|T|348510
58058|2101|RETIREE|9|T|348510
58059|2102|Agency Fee Payers|0|F|348510
44376|2101|GENERAL|774|T|332456
44377|2102|Agency Fee Payers|0|F|332456
59376|2101|REGULAR - JOURNEYMEN|164|T|349021
59377|2102|Agency Fee Payers|0|F|349021
58141|2101|NetJets Pilots|2608|T|348533
57906|2101|Oakwood Hospital Dearborn|862|T|348465
57907|2101|Oakwood Commons|195|T|348465
57908|2102|Agency Fee Payers|0|F|348465
57021|2101|ACTIVE|31732|T|347887
57022|2102|Agency Fee Payers|3|F|347887
53212|2101|REGULAR MEMBER|1050|T|343682
53213|2101|LIFE MEMBER|350|T|343682
53214|2102|Agency Fee Payers|0|F|343682
66048|2101|ACTIVE MEMBERS|5248|T|353070
66049|2101|PENDING MEMBERS|3648|F|353070
66050|2102|Agency Fee Payers|0|F|353070
46270|2101|REGULAR/WORKING|632|T|334348
46271|2101|APPRENTICES|83|T|334348
46272|2101|SECTION 50 DISABLED|13|T|334348
46273|2101|EARLY RETIRED|66|T|334348
46274|2101|RETIRED|65|T|334348
46275|2101|HONORARY AND OTHER|104|T|334348
46276|2102|Agency Fee Payers|0|F|334348
47317|2101|JOURNEYMEN BOILERMAKERS|353|T|334987
47318|2101|APPRENTICE BOILERMAKERS|58|T|334987
47319|2102|Agency Fee Payers|0|F|334987
49579|2101|Full|14208|T|336467
49580|2101|Half|6183|T|336467
49581|2101|Quarter|4682|T|336467
49582|2101|Leave|175|T|336467
49583|2102|Agency Fee Payers|1380|F|336467
46176|2101|Floor Covering Installers|584|T|334287
46177|2101|Apprentices|265|T|334287
46178|2101|Beneficial Members|316|T|334287
46179|2101|Floor Covering Handlers|105|T|334287
46180|2101|Floor Preparation|35|T|334287
46181|2102|Agency Fee Payers|0|F|334287
76220|2101|Regular dues paying members|89|T|371048
76221|2102|Agency Fee Payers|0|F|371048
46400|2101|MECHANIC|2561|T|334388
46401|2101|HELPER|947|T|334388
46402|2102|Agency Fee Payers|0|F|334388
63655|2101|BUILDING SERVICE|178|T|350804
63656|2101|SECRETARY CLERKS|157|T|350804
63657|2101|FOOD SERVICE|111|T|350804
63658|2102|Agency Fee Payers|0|F|350804
50789|2101|REGULAR MEMBERS|1309|T|338500
50790|2102|Agency Fee Payers|0|F|338500
58634|2101|JOURNEYMAN|1624|T|348782
58635|2101|APPRENTICES|160|T|348782
58636|2101|RETIRED|392|T|348782
58637|2102|Agency Fee Payers|0|F|348782
61129|2101|Active Members|25107|T|349778
61130|2101|Affiliated Members|13|F|349778
61131|2102|Agency Fee Payers|26|F|349778
50087|2101|Full Time|684|T|337275
50088|2101|Life Member|2|T|337275
50089|2101|Half-Time Member|5|T|337275
50090|2101|Associate Member|12|F|337275
50091|2102|Agency Fee Payers|0|F|337275
42881|2101|Administrative - Members|34626|T|329512
42882|2101|Institutional - Members|16667|T|329512
42883|2101|Private Sector - Members|1235|T|329512
42884|2102|Agency Fee Payers|4382|F|329512
49081|2101|REGULAR MEMBER|1932|T|335582
49082|2102|Agency Fee Payers|0|F|335582
56178|2101|ACTIVE|240|T|347080
