OID|INV_TYPE|NAME|AMOUNT|RPT_ID
274307|701|PIMCO FDS PAC Invt Mgmt Ser GNMA FD Instl CL|70000|639058
274299|703|Marketable Securities Total Cost|917259|639058
274308|701|Gateway Fund CL A|80000|639058
274309|701|Lord Abbett Convertible Fund CL A|100000|639058
274310|705|Other Investments Total Cost||639058
274311|706|Other Investments Total Book Value||639058
274300|704|Marketable Securities Total BookValue|861497|639058
274301|701|Eaton Vance BD Fund CL A|50000|639058
274302|701|Eaton Vance Fltg Rate CL I|100000|639058
274303|701|Janus Flexible BD Fund CL I|66000|639058
274304|701|Loomis Sayles FDS II Invt Grade BD FD CL Y|170000|639058
274305|701|Natixis Loomis Sayles High Income Fund CL A|100000|639058
274306|701|PIMCO Short Term Fund|44114|639058
307833|703|Marketable Securities Total Cost||680085
307834|704|Marketable Securities Total BookValue||680085
307835|705|Other Investments Total Cost||680085
307836|706|Other Investments Total Book Value||680085
261520|703|Marketable Securities Total Cost|0|625387
261521|704|Marketable Securities Total BookValue|0|625387
261522|701|NONE|0|625387
261523|705|Other Investments Total Cost|0|625387
261524|706|Other Investments Total Book Value|0|625387
261525|702|NONE|0|625387
263313|703|Marketable Securities Total Cost|1447001|626891
263314|704|Marketable Securities Total BookValue|1488456|626891
263315|701|AT&T Inc. 2.4% due 8/15/16|183216|626891
263316|701|FHLMC 5.5% due 10/1/20|93969|626891
263317|701|Freddie Mac .5% due 7/30/19|125023|626891
263318|701|General Electric 5.25% due 12/6/17|201514|626891
263319|701|UST INFL .625% due 1/15/24|78188|626891
263320|701|Wells Fargo 5.75% Due 6/15/17|250403|626891
263321|701|Doubleine Total Return Fund|74692|626891
263322|701|Goldman Sachs Strategic Fund|75335|626891
263323|701|SIT US Gov Bond Fund|144655|626891
263324|701|Vanguard Invesment Grade Fund|141716|626891
263325|705|Other Investments Total Cost|1209761|626891
263326|706|Other Investments Total Book Value|651552|626891
263327|702|SMW Local 9 Building Association|651552|626891
265700|703|Marketable Securities Total Cost|0|627622
265701|704|Marketable Securities Total BookValue||627622
265702|705|Other Investments Total Cost|0|627622
265703|706|Other Investments Total Book Value||627622
271379|703|Marketable Securities Total Cost|0|637021
271380|704|Marketable Securities Total BookValue|0|637021
271381|705|Other Investments Total Cost|0|637021
271382|706|Other Investments Total Book Value|0|637021
276800|703|Marketable Securities Total Cost||640391
276801|704|Marketable Securities Total BookValue||640391
276802|705|Other Investments Total Cost||640391
276803|706|Other Investments Total Book Value||640391
269682|703|Marketable Securities Total Cost||634488
269683|704|Marketable Securities Total BookValue||634488
269684|705|Other Investments Total Cost||634488
269685|706|Other Investments Total Book Value||634488
278393|703|Marketable Securities Total Cost|0|641409
278394|704|Marketable Securities Total BookValue|0|641409
278395|701|N/A|0|641409
278396|705|Other Investments Total Cost|1371196|641409
278397|706|Other Investments Total Book Value|1371196|641409
278398|702|Amal. Bk of New York - ComStk (Not sold to public)|1314689|641409
273561|703|Marketable Securities Total Cost||638640
273562|704|Marketable Securities Total BookValue||638640
273563|705|Other Investments Total Cost||638640
273564|706|Other Investments Total Book Value||638640
271902|705|Other Investments Total Cost||637528
271900|703|Marketable Securities Total Cost|167000|637528
271903|706|Other Investments Total Book Value||637528
271901|704|Marketable Securities Total BookValue|167000|637528
270365|703|Marketable Securities Total Cost||635658
270366|704|Marketable Securities Total BookValue||635658
270367|705|Other Investments Total Cost||635658
270368|706|Other Investments Total Book Value||635658
273810|703|Marketable Securities Total Cost|2028057|638748
273811|704|Marketable Securities Total BookValue|2338446|638748
273812|705|Other Investments Total Cost|297943|638748
273813|706|Other Investments Total Book Value|297943|638748
268249|703|Marketable Securities Total Cost|0|630530
268250|704|Marketable Securities Total BookValue|0|630530
268251|705|Other Investments Total Cost|0|630530
268252|706|Other Investments Total Book Value|0|630530
268147|704|Marketable Securities Total BookValue|1555851|630497
268148|701|BLACKROCK FUNDS II MULTI ASSET INCOME PORT|524595|630497
268149|701|JOHN HANCOCK III DISCIPLINED VALUE CL A|223755|630497
268150|701|JOHN HANCOCK FDS II GLOBAL ABSOLUTE RETURN|387681|630497
268151|701|JOHN HANCOCK FUNDS II STRATEGIC INCOME OPPTYS|419820|630497
268152|705|Other Investments Total Cost||630497
268153|706|Other Investments Total Book Value||630497
268146|703|Marketable Securities Total Cost|1564054|630497
266359|703|Marketable Securities Total Cost||628260
266360|704|Marketable Securities Total BookValue||628260
266361|705|Other Investments Total Cost||628260
266362|706|Other Investments Total Book Value||628260
267920|703|Marketable Securities Total Cost|2942077|630338
267921|704|Marketable Securities Total BookValue|2919409|630338
267922|701|Apple,Inc. 1.3%|200662|630338
267923|701|Apple, Inc. 1.7%|252804|630338
267924|701|Capital One Bank 1.4%|200841|630338
267925|701|Commonwealth Bank 1.9%|251235|630338
267926|705|Other Investments Total Cost||630338
267927|706|Other Investments Total Book Value||630338
285002|703|Marketable Securities Total Cost||648824
285003|704|Marketable Securities Total BookValue||648824
285004|705|Other Investments Total Cost|85000|648824
285005|706|Other Investments Total Book Value|60185|648824
269854|703|Marketable Securities Total Cost||634801
269855|704|Marketable Securities Total BookValue||634801
269856|705|Other Investments Total Cost||634801
269857|706|Other Investments Total Book Value||634801
282912|703|Marketable Securities Total Cost||643457
282913|704|Marketable Securities Total BookValue||643457
282914|705|Other Investments Total Cost|522797|643457
282915|706|Other Investments Total Book Value|522797|643457
282916|702|LOCAL 234 BUILDING CORP. |522797|643457
264707|703|Marketable Securities Total Cost|311562|627288
264708|704|Marketable Securities Total BookValue|311562|627288
264709|701|AMERICAN FDS - GRWTH FD OF AMERICA|41878|627288
264710|701|AMERICAN FDS - FUNDAMENTAL INVESTORS|61010|627288
264711|701|AMERICAN FDS - CAPITAL WORLD GRWTH & INCOME FD|70981|627288
264712|701|AMERICAN FDS - CAPITAL INCOME BUILDER|59451|627288
264713|701|AMERICAN FDS - INT'L GRWTH & INC FD|25757|627288
264714|701|AMERICAN FDS - BALANCED CLASS A FUND|33333|627288
264715|701|CITIZENS INVESTMENTS CASH EQUIVALENTS|19152|627288
264716|705|Other Investments Total Cost||627288
264717|706|Other Investments Total Book Value||627288
271660|703|Marketable Securities Total Cost||637369
271661|704|Marketable Securities Total BookValue||637369
271662|705|Other Investments Total Cost||637369
271663|706|Other Investments Total Book Value||637369
270005|706|Other Investments Total Book Value||635126
270002|703|Marketable Securities Total Cost||635126
270003|704|Marketable Securities Total BookValue||635126
270004|705|Other Investments Total Cost||635126
263070|706|Other Investments Total Book Value|0|626843
263057|703|Marketable Securities Total Cost|515889|626843
263071|702|N/A|0|626843
263058|704|Marketable Securities Total BookValue|535366|626843
263059|701|ADVISORS DISCIPLINED 1431 FUND|52321|626843
263060|701|BALANCE SHEET STRENGTH FUND|41715|626843
