RPT_ID|CASH_START|CASH_END|ACCOUNTS_RECEIVABLE_START|ACCOUNTS_RECEIVABLE_END|INVESTMENTS_START|INVESTMENTS_END|FIXED_ASSETS_START|FIXED_ASSETS_END|TREASURY_SECURITIES_START|TREASURY_SECURITIES_END|OTHER_ASSETS_START|OTHER_ASSETS_END|LOANS_RECEIVABLE_START|LOANS_RECEIVABLE_END|TOTAL_START|MARKET_SEC_TOTAL_COST|MARKET_SEC_TOTAL_BOOK_VALUE|OTHER_INV_TOTAL_COST|OTHER_INV_TOTAL_BOOK_VALUE
315081|492886|236677|3051|1335|907192|1181269|51851|39516|0|0|0|0|0|0|||||
326282|10950|16043|||0|0|0|0|0|0|0||0|0|10950||||
311856|6973|6033|||0|0|0|0|0|0|0|0|0|0|6973||||
328257|73000|73000|||0||0||0||0||0||73000||||
319202|94066|110371|||0|0|4385|4385|0|0|0|0|0|0|98451||||
319056|13186|37689|||0|0|40534|35555|0|0|250|250|9809|0|63779||||
373682|3368|4741|||0|0|0|0|0|0|66718|84215|0|0|70086||||
360242|94950|97204|||0|0|0|37|0|0|0|0|0|0|94950||||
324952|6625|5185|||0|0|0|0|0|0|0|0|0|0|6625||||
305864|41374|38624|||0|0|1844|1844|0|0|0|0|0|0|43218||||
357842|20322|27471|||0|0|0|0|0|0|0|0|0|0|20322||||
307586|18918|18493|||0|0|0|0|0|0|0|0|0|0|18918||||
309221|44138|35924|||||||||||||44138||||
281735|9580|12327|||54421|57361|9600|9600|0|0|0|0|0|0|73601||||
309207|59473|57630|||0|0|0|0|0|0|0|0|0|0|59473||||
327252|43163|54863|||0|0|0|0|0|0|152|152|0|0|43315||||
315850|28230|21847|||||||||||||28230||||
330261|14131|15063|||0||0||0||0||0||14131||||
361603|2309|5219|||0|0|130|100|0|0|0|0|0|0|2439||||
308073|11888|11019|||0|0|0|0|0|0|0|0|0|0|11888||||
314331|24185|30224|||0|0|0|0|0|0|0|0|0|0|24185||||
319823|19595|20702|||0|0|0|0|0|0|0|0|0|0|19595||||
299147|49173|69536|||0|0|0|0|0|0|0|0|0|0|49173||||
307625|7787|3424|||||||||||||7787||||
290982|656|1922|||0|0|0|0|0|0|0|0|0|0|656||||
309475|7851|32139|||0|0|6370|6370|0|0|0|0|0|0|14221||||
305627|50265|51222|||0||0||0||0||0||50265||||
322188|5268|6245|||0|0|0|0|0|0|0|0|0|0|5268||||
315281|226267|238372|0|0|0|0|526834|506939|0|0|0|0|0|0|||||
321556|3807|1426|||0|0|0|0|0|0|0|0|0|0|3807||||
315802|63797|49354|||17000|17000|0|0|0|0|0|0|0|0|80797||||
316396|42812|45667|||0|0|0|0|0|0|0|0|0|0|42812||||
330262|57992|51215|||0|0|0|0|0|0|0|0|0|0|57992||||
331496|1910|2976|||0|0|0|0|0|0|0|0|0|0|1910||||
