OID|DESCRIPTION|BOOK_VALUE|RPT_ID
5017|CONTRIBUTION CERTIFICATE|100|296772
5018|UTILITY DEPOSIT|39|296772
6210|CONSTRUCTION PERIOD INTEREST NET|3909|302266
9178|Inventory - T-Shirts, Jackets and Hats|16503|313475
9183|Rent Deposit - St.Louis, MO|3025|313475
9182|Rent Deposit - Macedonia, OH|2500|313475
9181|Utility Deposit - Macedonia, OH|619|313475
9180|Phone Deposit - St.Louis, MO|235|313475
9179|Cemetary Lots - St.Louis, MO|4400|313475
18587|N/A|0|358438
10316|None|0|314839
6311|None|0|302810
10348|GROUP INSURANCE DEPOSIT|500|314868
10351|PREPAID EXPENSES|103058|314868
10350|PREPAID INSURANCE|35916|314868
10349|LEGAL RESERVE|78659|314868
6538|Prepaid Expenses|3749|303765
6540|Premium Reserve Fund on deposit with carrier|364894|303765
6539|Lease Deposit|5817|303765
6410|SECURITY DEPOSIT|1860|303350
6059|Prepaid supply inventory|3900|301077
6060|Prepaid insurance|2530|301077
6528|Deposit on General Membership Meeting Room|850|303700
9011|TEE SHIRTS, SIZE XL / 23 UNITS @ $7.90ea|174|313182
9012|TEE SHIRTS, SIZE 2XL / 30 UNITS @ $9.90ea|297|313182
9229|PREPAID INSURANCE|7888|313535
5622|UNREALIZED GAINS ON INVESTMENTS|169897|299529
5623|PREPAID STATE OF NEW HAMPSHIRE BUSINESS TAXES|319|299529
5295|NONE|0|298874
6862|PREPAID INSURANCE|1811|306460
6399|Due from other funds|81554|303213
6400|Accrued Interest|4185|303213
5806|Prepaid Insurance|11500|299849
11801|SECURITY DEPOSITS|5074|332282
11802|PREPAID EXPENSES|2605|332282
7411|Utility Deposit-Water|50|309461
7371|Rent Deposit|4388|309403
6257|INTANGIBLE PENSION ASSET|5954002|302346
6261|ALLOWANCE FOR DOUBTFUL ACCOUNTS|-1109428|302346
6260|SECURITY DEPOSITS|161362|302346
6259|EMPLOYEE TRAVEL ADVANCES|287750|302346
6258|PREPAID EXPENSES|1379417|302346
6508|SECURITY DEPOSIT OFFICE|738|303633
6509|SECURITY DEPOSIT DIA|4600|303633
11334|OTHER ASSETS|2888|327728
8183|Inventory|12308|311015
10580|BIBLES|2700|315648
5113|SECURITY DEPOSIT ON LEASE|385|297839
5114|MEMBER'S PAYROLL DEDUCTION|100|297839
10900|Rent Deposit|3335|320675
6516|Security deposit|420|303638
5751|Prepaid Expense|71180|299716
5752|Security Deposit|934|299716
10508|Security Deposits|10763|315264
7303|PREPAID PROPERTY TAXES|1491|308994
6007|Security Deposits|5900|300639
6008|Inventory-Fundraising Items|2464|300639
6027|ACCRUED INTEREST RECEIVABLE|810|300762
18884|DEPOSITS|3079|362355
8934|REFUNDABLE IRS PMTS-REFUND OF OVERPAID PAYROLL TAX|2454|312884
7626|Prepaid Insurance|1275|309970
10694|ARBRITATION ADVANCE|199|316728
10695|NEW MEMBER REBATE|293|316728
10431|PREPAID PAYROLL TAXES|4147|315089
7648|Deposit|447|310053
14045|Office lease deposit|2950|343722
9543|APWU Building Corp.|361187|314017
10702|POSTAGE DUE|37|316751
10704|USPS BULK MAIL|379|316751
10703|POSTAGE METER|149|316751
9098|REFUNDABLE DEPOSIT|1500|313330
13603|SOFTWARE|87|339827
9196|REFUNDABLE DEPOSITS|5583|313486
9197|PREPAID INSURANCE|295|313486
7658|NONE|0|310074
11266|INVESTMENT IN BUILDING|626984|327272
11269|OTHER RECEIVABLES|75000|327272
11268|SECURITY DEPOSITS|45880|327272
11267|ESCROW|75000|327272
10983|Prepaid rent|960|321476
10504|CALENDARS FOR RESALE|500|315240
6776|PREPAID POSTAGE|1034|305616
6777|BRANCH JACKET FUND|132|305616
7824|PREPAID EXPENSES|3058|310333
9365|NALC RETIREMENT & DEATH FD|437546|313660
9865|Deposit Receivable|224|314407
7170|PAYROLL TAXES|934|308303
11794|DUE FROM REALTY CORP.|129192|332251
7188|Savings Account|360999|308416
10829|WORKERS COMPENSATION DEPOSIT|246|318871
13924|Bibles|361|343142
13928|Utility Deposit|150|343142
13927|Rent Deposit|1000|343142
13926|Shirts|76|343142
13925|Watches|285|343142
9820|Postage Dues|35|314372
9822|Payroll Asset|434|314372
9821|Twiggs Permit|460|314372
7357|REAL ESTATE TAX ESCROW|36827|309338
