OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|GROSS_SALES_PRICE|AMOUNT_RECD|RPT_ID
6445||US TREASURY BILLS|297473|297473|300000|300000|297076
6448||2003 GRAND MARQUIS|27854|12998|8000|8000|297076
6447||2003 GRAND MARQUIS|27714|10624|8200|8200|297076
6446||2003 BUICK LESABRE|22571|12790|4600|4600|297076
7159||PIMCO Low Duration Fund|3147|3147|3060|3060|299301
7161||1999 Pontiac Grand|19603|0|1891|1891|299301
7160||Vanguard Inflation Protected Securities|225009|225009|208661|208661|299301
18062||land lot Local 1293|7087|7087|7087|7087|335252
13468||Land-1534 W. Van Buren, Chicago,IL|229966|229966|2812052|2812052|313475
13472||Autombiles|218822|62757|62757|62757|313475
13471||FNMA|4680|4680|4680|4680|313475
13470||AREMCO Stock - 5 Shs. Senior Preferred E|500000|500000|500000|500000|313475
13469||Amalgamated Bk of NY-Common Stk-5 Shs-Class A|98830|98830|1800164|1800164|313475
26506||N/A|0|0|0|0|358438
9598||Merrill Lynch Investment Account|110000|110000|110000|110000|308124
8166||None|0|0|0|0|302810
14497||MARKETABLE SECURITIES|723277|723277|723277|723277|314868
8268||EQUITY AND FIXED INCOME SECURITIES|875301|875301|873979|873979|303289
7368||SALE OF MARKETABLE SECURITIES - MUTUAL FUNDS|74282|74282|92858|92858|299529
6753||MUTUAL FUNDS|81980|78772|79999|79999|298874
16470||Land & building    541 School St.  McMinnville, TN|82846|29964|74907|70413|332521
16471||Equipment & fixtures|33917|3846|8097|7610|332521
7579||FHLMC 2827|24447|24402|23680|23680|299849
7585||First Trust Dow Target|70560|70910|68247|68247|299849
7584||Van Kampen Diversified Health Care|49421|49421|49576|49576|299849
7583||Van Kampen Industrial|73402|73108|71467|71467|299849
7582||Franklin Value Balance Sheet Fund|14503|14503|24994|24994|299849
7581||FHLMC 3040|50728|50728|48173|48173|299849
7580||FHLMC 2564|57525|52587|55057|55057|299849
10740||N/A|0|0|0|0|309461
8125||AUTOMOBILES|700198|290111|212341|212341|302346
8127||US GOVERNMENT OBLIGATIONS|7835273|7835273|8210338|8210338|302346
8126||COMPUTER EQUIPMENT|1615|1615|1615|1615|302346
9654||VARIOUS MARKETABLE SECURITIES|7880|7880|7747|7747|308415
7496||Marketable Securities|8745609|8727924|8727924|8727924|299716
12612||MOTOR VEHICLE|23054|4296|4039|0|312533
14692||MUTUAL FUNDS|20000|20000|20000|20000|315549
7869||CD-Lehman Bros.|33000|33000|33000|33000|300639
7870||CD-Florida Comm. Bank|30000|30000|30000|30000|300639
14059||1999 CHEVY IMPALA|15489|0|1650|1650|314448
7882||WESTERN BANK OF PR|35000|35000|35000|35000|300762
7881||AMCORE BANK - CD|18000|18000|18000|18000|300762
11426||2001 DODGE INTREPID|9702|4609|3000|3000|310217
11427||2001 DODGE INTREPID|9784|5137|3600|3600|310217
11185||Office equipment and computer equipment|87082|87155|0|0|310053
6010||None|0|0|0|0|291802
12078||Mutual Fund Withdrawal|25000|25000|25000|25000|311763
14754||FRANKLIN FUND US GOVT SECURITIES FUND CLASS A SHS|40000|40000|40000|40000|316157
11211||NONE|0|0|0|0|310074
8689||1996 Plymouth/ High Mileage|5500|4036|4036|500|304562
13328||NONE|0|0|0|0|313284
13768||file cabinet|90|0|0|0|313698
13776||Brother IntelliFAX purchased in 2001|355|0|0|0|313698
13775||cordless telephone purchased in 2001|43|0|0|0|313698
13774||computer cart and desk purchased in 2001|127|0|0|0|313698
13773||President's computer purchased in 2000|3139|0|0|0|313698
13772||scanner purchased in 1997|270|0|0|0|313698
13771||overhead projector purchased in 1997|338|0|0|0|313698
