OID|INV_TYPE|NAME|AMOUNT|RPT_ID
33003|701|PROVIDENT MUTUAL LIFE INS CO|133823|315081
33004|701|JACKSON NATL LIFE INS CO|62765|315081
33005|701|JEFFERSON PILOT LIFE AMERICA|125057|315081
33006|701|PHOENIX LIFE INS CO|118792|315081
33007|701|FEDERAL FARM CREDIT BANK|98937|315081
33008|701|FNMA NOTE 5%|99906|315081
33009|703|Marketable Securities Total Cost|583923|315081
33010|704|Marketable Securities Total BookValue|639280|315081
33011|702|ANDOVER ASSOCIATES, LP|541989|315081
33012|705|Other Investments Total Cost|400000|315081
33013|706|Other Investments Total Book Value|541989|315081
33377|701|.|0|315281
33378|702|.|0|315281
11617|702|.|0|297076
11581|701|.|0|296772
11582|702|.|0|296772
13650|701|.Pimco Low Duration Fund Class D|152204|299301
13651|701|PIMCO Short Term Fund Class D|243508|299301
13652|701|Vanguard Short Term Treasury|63253|299301
13653|703|Marketable Securities Total Cost|474371|299301
13654|704|Marketable Securities Total BookValue|458966|299301
13655|702|Sheet Metal Worker Building Association|758553|299301
13656|705|Other Investments Total Cost|1101742|299301
13657|706|Other Investments Total Book Value|758553|299301
15359|701|.|0|300072
15360|702|.|0|300072
16273|701|.|0|302266
16274|702|.|0|302266
33234|701|.|0|315206
33235|702|.|0|315206
34380|701|.|0|317610
34381|702|.|0|317610
27439|701|.|0|312878
27440|702|.|0|312878
32398|701|.|0|314742
32399|702|.|0|314742
41370|701|.|0|335252
41371|702|.New York Life Annuity|88565|335252
41372|705|Other Investments Total Cost|88565|335252
41373|706|Other Investments Total Book Value|88565|335252
27423|701|.|0|312870
27424|702|.|0|312870
28796|705|Other Investments Total Cost|1562990|313475
28794|701|.|0|313475
28797|706|Other Investments Total Book Value|1562990|313475
28795|702|.Amalgamated Bank of New York - Common Stock|1551459|313475
19536|701|.|0|308462
19537|702|.|0|308462
28814|701|.|0|313482
28815|702|.|0|313482
63037|701|ADVANTA NOTE|8000|358438
63038|701|ADVANTA NOTE|6000|358438
63039|703|Marketable Securities Total Cost|14000|358438
63040|704|Marketable Securities Total BookValue|14000|358438
63041|702|.|0|358438
19246|701|Citicorp 6.5% 12-1-10|400250|308124
19247|703|Marketable Securities Total Cost|1664688|308124
19248|704|Marketable Securities Total BookValue|1664688|308124
19249|702|.|0|308124
28299|701|.|0|313279
28300|702|.|0|313279
20530|701|.|0|309572
20531|702|.|0|309572
47272|701|.|0|343983
47273|702|.|0|343983
31180|701|.|0|314402
31181|703|Marketable Securities Total Cost|33|314402
31182|704|Marketable Securities Total BookValue|33|314402
31183|702|.|0|314402
32588|701|None|0|314839
32589|702|None|0|314839
16628|701|.|0|302810
16629|702|.|0|302810
26845|701|.|0|312568
26846|702|.|0|312568
32690|701|.|0|314868
32691|703|Marketable Securities Total Cost|1449496|314868
32692|704|Marketable Securities Total BookValue|1449496|314868
32693|702|.|0|314868
32694|705|Other Investments Total Cost|297943|314868
32695|706|Other Investments Total Book Value|297943|314868
17482|701|.|0|303765
17483|702|.|0|303765
17052|701|.|0|303350
17053|702|.|0|303350
15723|701|.|0|301077
15724|702|.|0|301077
17444|701|Alliance3 Bernstein Wealth Preservation - Strat C|19629|303700
17445|701|FTJ Fund choice Strategist|25600|303700
17446|701|FTJ Fund Choice - Advanced Asset Mgt.|18141|303700
17447|701|Sigma Planning Corp.|48215|303700
17448|701|Sigma Financial Corp.|10554|303700
17449|703|Marketable Securities Total Cost|121583|303700
17450|704|Marketable Securities Total BookValue|122139|303700
17451|702|.|0|303700
17014|701|GOVERNMENT OBLIGATIONS-FED HOME LN BK 5.85%|146502|303289
17015|701|CORPORATE BONDS-ABBOTT LABS 6.4%|125188|303289
17016|701|CORPORATE BONDS-CONSUMERS ENERGY 6.375%|123434|303289
17017|701|CORPORATE BONDS-EOP OPER LTD PAR 7.75%|128061|303289
17018|701|CORPORATE BONDS-EQUITABLE COS INC 6.5%|339742|303289
17019|701|CORPORATE BONDS-HARCOURT GEN INC 6.7%|121244|303289
17020|701|CORPORATE BONDS-MORGAN ST DEAN 5.8%|124254|303289
17021|703|Marketable Securities Total Cost|2403291|303289
17022|704|Marketable Securities Total BookValue|2358222|303289
17023|702|.|0|303289
35186|701|.|0|322130
35187|702|.|0|322130
34413|701|.|0|317623
34414|702|.|0|317623
46918|701|.|0|343588
46919|702|.|0|343588
28048|701|.|0|313182
28049|702|.|0|313182
18640|701|.|0|306693
18641|702|.|0|306693
34059|701|.|0|316627
34060|702|.|0|316627
17432|701|.|0|303648
17433|702|.|0|303648
35544|701|.|0|325492
35545|702|.|0|325492
29043|701|.|0|313535
29044|702|LOCAL 234 BUILDING CORP.|423385|313535
29045|705|Other Investments Total Cost|423385|313535
29046|706|Other Investments Total Book Value|423385|313535
14145|701|AMCAP FUND|73932|299529
14146|703|Marketable Securities Total Cost|569010|299529
14147|704|Marketable Securities Total BookValue|569010|299529
14148|702|.|0|299529
14141|701|GROWTH FUND OF AMERICA|112957|299529
14142|701|FUNDAMENTAL INVESTORS FUND|65929|299529
14143|701|NEW ECONOMY FUND|76339|299529
14144|701|INVESTMENT COMPANY OF AMERICA|82713|299529
14140|701|CAPITAL WORLD GROWTH & INCOME FUND|157140|299529
18448|701|.|0|306005
18449|702|.|0|306005
