OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
29276|1201|ROYALTIES|2005-10-14|12500|93652|288053
66968|1201|Misc|2006-06-30|1743|223222|326250
66994|1201|Payroll|2006-05-02|4807|223274|326429
29297|1201|NA|2005-11-07|27220|93662|288053
29330|1201|NA|2005-12-15|8050|93671|288053
29769|1201|NA|2005-04-29|5000|93731|288053
29776|1201|NA|2005-04-29|5000|93738|288053
29778|1201|NA|2005-04-29|5000|93740|288053
68444|1201|Refund|2006-06-30|14071|228979|326526
29788|1201|NA|2005-04-29|5000|93750|288053
29789|1201|NA|2005-04-29|5000|93751|288053
29793|1201|NA|2005-03-28|5000|93755|288053
26146|1201|OTHER INCOME|2006-03-03|378|84311|278186
26667|1201|HEALTH CARE PREMUM  PAYMENT|2005-10-11|7506|86972|279428
26668|1201|HEALTH CARE PREMUM PAYMENT|2005-11-17|7506|86972|279428
26669|1201|HEALTH CARE PREMUM PAYMENT|2005-12-09|7228|86972|279428
26670|1201|HEALTH CARE PREMUM PAYMENT|2006-01-02|6500|86972|279428
26671|1201|HEALTH CARE PREMUM PAYMENT|2006-02-03|6500|86972|279428
26672|1201|EXPENSE REIMBURSEMENT|2005-12-11|5803|86973|279428
29794|1201|NA|2005-04-29|5000|93756|288053
31868|1201|Auto|2006-03-31|1072|104615|295226
33838|1201|SAME|2005-09-14|45029|112512|299075
28443|1201|HURRICANE KATRINA RELIEF|2005-06-30|5000|92854|286393
28444|1201|HURRICANE KATRINA RELIEF|2005-10-11|10000|92854|286393
28445|1201|REIMBURSEMENT|2006-01-18|10363|92854|286393
28446|1201|HURRICANE KATRINA RELIEF|2005-09-27|5000|92855|286393
28447|1201|REFUND OF OVERPAYMENT|2005-07-31|13586|92856|286393
28448|1201|HURRICANE KATRINA RELIEF|2005-10-12|5000|92857|286393
28449|1201|HURRICANE KATRINA RELIEF|2005-11-03|5000|92858|286393
28450|1201|HURRICANE KATRINA RELIEF|2005-06-30|5000|92859|286393
28451|1201|CONFERENCE REGISTRATION|2005-10-07|5000|92860|286393
28452|1201|AFL-CIO ROYALTY PAYMENT|2006-02-22|46328|92861|286393
28453|1201|AFL-CIO ROYALTY PAYMENT|2005-09-12|81646|92861|286393
28454|1201|AFL-CIO ROYALTY PAYMENT|2006-01-26|82363|92861|286393
28455|1201|HURRICANE KATRINA RELIEF|2005-09-20|10000|92862|286393
28456|1201|REIMB ADMIN SERVICES|2005-10-03|6604|92863|286393
28457|1201|REIMB ADMIN SERVICES|2005-05-20|7500|92863|286393
28458|1201|REIMB ADMIN SERVICES|2005-05-20|7803|92863|286393
28459|1201|REIMB ADMIN SERVICES|2005-10-24|7812|92863|286393
28460|1201|REIMB ADMIN SERVICES|2005-04-14|8383|92863|286393
28461|1201|RECIEPTS ON BEHALF OF PENSION|2006-02-28|38279|92863|286393
