OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
721586|1201|Organizing Grant|2019-09-03|27917|2658992|730324
736765|1201|Grant|2020-01-23|25000|2714512|737933
736766|1201|Grant|2020-02-24|25000|2714512|737933
736767|1201|Grant|2020-03-23|25000|2714512|737933
736768|1201|Grant|2020-04-24|25000|2714512|737933
736769|1201|Grant|2020-05-23|25000|2714512|737933
736770|1201|Grant|2020-06-23|25000|2714512|737933
729241|1201|Administrative Income|2019-08-30|21907|2685341|735509
736771|1201|Grant|2020-07-23|25000|2714512|737933
736772|1201|Grant|2020-08-22|25000|2714512|737933
736773|1201|Grant|2019-09-23|25000|2714512|737933
721066|1201|REIMBURSEMENT FOR CHRISTMAS PARTY|2020-02-04|973|2657137|729868
736774|1201|Distribution|2020-07-08|6264|2714513|737933
736775|1201|Distribution|2020-08-26|40943|2714513|737933
739086|1201|LOCAL ASSISTANCE|2019-12-27|31266|2722857|739158
739087|1201|LOCAL ASSISTANCE|2019-12-27|1027768|2722857|739158
739088|1201|ADVERTISING 11/19|2020-01-17|6478|2722857|739158
722697|1201|PLAYER MARKETING|2019-09-19|20000|2663371|730490
722698|1201|ESCHEAT TRANSFER REFUND|2020-02-20|8800|2663372|730490
722699|1201|PLAYER MARKETING|2019-11-29|5750|2663373|730490
722700|1201|PRIOR YEAR VOID PAYMENT|2019-03-14|13204|2663374|730490
697966|1201|August 2019 Expenses|2019-08-31|227874|2572645|711218
697967|1201|July 2019 Expenses|2019-07-31|222783|2572645|711218
697968|1201|April 2019 Expenses|2019-04-30|207167|2572645|711218
697969|1201|May 2019 Expenses|2019-05-31|204853|2572645|711218
697970|1201|June 2019 Expenses|2019-06-30|194895|2572645|711218
697971|1201|April-June 2019 Expenses|2019-06-30|106844|2572646|711218
697972|1201|Apr - June 19 Accrual|2019-07-01|71493|2572647|711218
697973|1201|ADJ to Actual 4/1/19|2019-06-01|6226|2572647|711218
697974|1201|AFT PAC May 2019|2019-05-30|6422|2572648|711218
697975|1201|AFT PAC April 2019|2019-04-30|5787|2572648|711218
697976|1201|AFT PAC June 2019|2019-06-30|5554|2572648|711218
697977|1201|April 2019 Expenses|2019-04-30|7817|2572649|711218
697978|1201|May 2019 Expenses|2019-05-31|5283|2572649|711218
722701|1201|SUPER BOWL TICKETS PURCHASED|2020-02-24|8700|2663375|730490
722702|1201|SUPER BOWL TICKETS PURCHASED|2020-01-29|5825|2663376|730490
722703|1201|PLAYER MARKETING REFUND|2019-09-20|22500|2663377|730490
722704|1201|LICENSING EXPO REFUND|2019-07-31|14126|2663379|730490
722705|1201|SUPER BOWL TICKETS PURCHASED|2020-01-28|6825|2663380|730490
722706|1201|ROYALTY|2019-03-18|18723|2663381|730490
722707|1201|PRODUCTION REVENUE|2019-12-10|110000|2663382|730490
704825|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-07-01|8292|2596788|720518
704826|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-08-01|22439|2596788|720518
704827|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-09-01|21246|2596788|720518
704828|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-09-05|10000|2596788|720518
704829|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-10-02|17369|2596788|720518
704830|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-11-04|17369|2596788|720518
704831|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-12-11|21090|2596788|720518
704832|1201|REIMBURSEMENT FOR SHARED EXPENSES|2020-01-01|23211|2596788|720518
704833|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-07-01|22176|2596789|720518
704834|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-08-01|26321|2596789|720518
704835|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-09-03|25093|2596789|720518
704836|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-10-02|22722|2596789|720518
704837|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-11-04|11373|2596789|720518
704838|1201|REIMBURSEMENT FOR SHARED EXPENSES|2019-12-11|14869|2596789|720518
704839|1201|REIMBURSEMENT FOR SHARED EXPENSES|2020-01-02|13174|2596789|720518
707752|1201|Reimbursed Expenses|2019-12-15|11456|2609969|722746
707753|1201|Reimbursed Expenses|2019-08-27|10776|2609969|722746
707754|1201|Reimbursed Expenses|2019-10-15|13945|2609969|722746
707755|1201|Grant|2019-07-19|32500|2609971|722746
707756|1201|Grant|2019-10-07|32500|2609971|722746
707757|1201|Reimbursed Expenses|2019-07-09|30384|2609973|722746
722708|1201|SUPER BOWL TICKETS PURCHASED|2020-01-25|10025|2663383|730490
722709|1201|SUPER BOWL TICKETS PURCHASED|2020-01-28|6800|2663384|730490
722710|1201|SUPER BOWL TICKETS PURCHASED|2020-01-27|14825|2663385|730490
722711|1201|SUPER BOWL TICKETS PURCHASED|2020-02-10|5693|2663385|730490
722712|1201|SUPER BOWL TICKETS PURCHASED|2020-01-25|6025|2663386|730490
722713|1201|SUPER BOWL TICKETS PURCHASED|2020-01-27|13600|2663387|730490
719321|1201|PAYROLL REIMBURSEMENT|2020-01-23|5753|2649123|728118
719322|1201|GRANT FOR JURISDICTIONAL AGENT/PROMOTION|2020-01-23|15000|2649126|728118
719323|1201|GRANT FOR JURISDICTIONAL AGENT/PROMOTION|2020-02-27|15000|2649126|728118
719324|1201|GRANT FOR JURISDICTIONAL AGENT/PROMOTION|2020-03-09|15000|2649126|728118
720062|1201|Reimbursed Expenses|2019-09-23|14616|2653333|729154
720063|1201|Reimbursed Expenses|2020-01-23|14073|2653333|729154
720210|1201|Refund unused legal retainer|2019-11-12|1991|2653806|729324
720257|1201|Expense reimbursement|2019-05-06|5811|2653994|729351
720258|1201|Expense Reimbursement|2019-06-03|6991|2653994|729351
720259|1201|Expense reimbursement|2019-08-02|5825|2653994|729351
720260|1201|Expense reimbursement|2019-08-02|7035|2653994|729351
720261|1201|Expense reimbursement|2019-09-12|5856|2653994|729351
720262|1201|Expense reimbursement|2019-12-09|5896|2653994|729351
720263|1201|Expense reimbursement|2019-12-09|7083|2653994|729351
720264|1201|Expense reimbursement|2020-02-13|5874|2653994|729351
720265|1201|Expense reimbursement|2020-03-09|5850|2653994|729351
720361|1201|BOND INSURANCE PMT|2020-01-02|100000|2654441|729463
721332|1201|REFUND FOR JUNE 2019|2019-09-23|51362|2657936|730155
721333|1201|Conference Expense Refund|2020-02-25|7045|2657938|730158
721334|1201|Conference Expense Refund|2019-04-05|5722|2657938|730158
721335|1201|Conference Expense Refund|2019-11-27|12147|2657938|730158
721336|1201|Shared Expense Reimbursement 2018-2019|2019-05-24|21062|2657995|730169
721337|1201|Life Insurance proceeds from 4As paid through DPE|2019-08-07|6863|2657997|730169
721338|1201|ORGANIZING|2019-04-24|37500|2658026|730176
721339|1201|ORGANIZING|2019-05-29|37500|2658026|730176
721340|1201|ORGANIZING|2019-06-24|37500|2658026|730176
721341|1201|ORGANIZING|2019-07-24|37500|2658026|730176
721342|1201|ORGANIZING|2019-09-25|75000|2658026|730176
721343|1201|ORGANIZING|2019-10-25|37500|2658026|730176
721344|1201|ORGANIZING|2019-11-27|75000|2658026|730176
721345|1201|ORGANIZING|2020-01-28|75000|2658026|730176
721358|1201|INSURANCE PREMIUM ADJUSTMENT|2019-07-09|20107|2658092|730207
721359|1201|PAID FAMILY LEAVE|2019-04-10|5225|2658119|730216
721360|1201|MULTI UNION LOBBY DAY 2019 REIMBURSEMENT|2019-11-05|23766|2658129|730216
721361|1201|ONLINE REGISTRATIONS|2019-04-08|18372|2658130|730216
721362|1201|UNEMPLOYMENT OVERPAYMENT REFUND|2019-04-26|15428|2658131|730216
721363|1201|MULTI UNION LOBBY DAY 2018 REIMBURSEMENT|2019-05-13|9519|2658132|730216
721364|1201|MULTI UNION LOBBY DAY 2019 REIMBURSEMENT|2019-11-04|13959|2658132|730216
721365|1201|ONLINE COURSES|2019-04-29|48680|2658133|730216
721366|1201|ONLINE COURSES|2019-05-30|42846|2658133|730216
721367|1201|ONLINE COURSES|2019-06-27|35697|2658133|730216
721368|1201|ONLINE COURSES|2019-07-30|33663|2658133|730216
721369|1201|ONLINE COURSES|2019-08-29|32856|2658133|730216
721370|1201|ONLINE COURSES|2019-09-29|28518|2658133|730216
721371|1201|ONLINE COURSES|2019-10-30|32053|2658133|730216
721372|1201|ONLINE COURSES|2019-11-28|29848|2658133|730216
721373|1201|ONLINE COURSES|2019-12-30|23998|2658133|730216
721374|1201|ONLINE COURSES|2020-01-30|38974|2658133|730216
721375|1201|ONLINE COURSES|2020-02-27|33940|2658133|730216
721376|1201|ONLINE COURSES|2020-03-30|37310|2658133|730216
721377|1201|ADMINISTRATION FEE|2019-04-01|7500|2658134|730216
721378|1201|ADMINISTRATION FEE|2019-05-01|7500|2658134|730216
721379|1201|ADMINISTRATION FEE|2019-06-04|7500|2658134|730216
721380|1201|ADMINISTRATION FEE|2019-07-05|7500|2658134|730216
721381|1201|ADMINISTRATION FEE|2019-08-01|7500|2658134|730216
721382|1201|ADMINISTRATION FEE|2019-09-09|7500|2658134|730216
721383|1201|ADMINISTRATION FEE|2019-10-03|7500|2658134|730216
721384|1201|ADMINISTRATION FEE|2019-11-13|7500|2658134|730216
721385|1201|ADMINISTRATION FEE|2019-12-10|7500|2658134|730216
721386|1201|ADMINISTRATION FEE|2020-01-02|7500|2658134|730216
721387|1201|ADMINISTRATION FEE|2020-02-03|7500|2658134|730216
721388|1201|ADMINISTRATION FEE|2020-03-13|7500|2658134|730216
721389|1201|PAC STAFF HOURS|2019-12-06|6163|2658135|730216
721390|1201|ADMINISTRATION FEE|2019-04-01|7500|2658136|730216
721391|1201|ADMINISTRATION FEE|2019-05-01|7500|2658136|730216
721392|1201|ADMINISTRATION FEE|2019-06-04|7500|2658136|730216
721393|1201|ADMINISTRATION FEE|2019-07-05|7500|2658136|730216
721394|1201|ADMINISTRATION FEE|2019-08-01|7500|2658136|730216
721395|1201|ADMINISTRATION FEE|2019-09-09|7500|2658136|730216
721396|1201|ADMINISTRATION FEE|2019-10-03|7500|2658136|730216
721397|1201|ADMINISTRATION FEE|2019-11-13|7500|2658136|730216
721398|1201|ADMINISTRATION FEE|2019-12-10|7500|2658136|730216
721399|1201|ADMINISTRATION FEE|2020-01-02|7500|2658136|730216
721400|1201|ADMINISTRATION FEE|2020-02-03|7500|2658136|730216
721401|1201|ADMINISTRATION FEE|2020-03-13|7500|2658136|730216
721402|1201|ADMINISTRATION FEE|2019-04-01|14583|2658137|730216
721403|1201|ADMINISTRATION FEE|2019-05-01|14583|2658137|730216
721404|1201|ADMINISTRATION FEE|2019-06-04|14583|2658137|730216
721405|1201|ADMINISTRATION FEE|2019-07-05|14583|2658137|730216
721406|1201|ADMINISTRATION FEE|2019-08-01|14583|2658137|730216
721407|1201|ADMINISTRATION FEE|2019-09-09|14583|2658137|730216
721408|1201|ADMINISTRATION FEE|2019-10-03|14583|2658137|730216
721409|1201|ADMINISTRATION FEE|2019-11-13|14583|2658137|730216
721410|1201|ADMINISTRATION FEE|2019-12-10|14583|2658137|730216
721411|1201|ADMINISTRATION FEE|2020-01-02|14583|2658137|730216
721412|1201|FIDUCIARY INSURANCE|2020-01-30|12040|2658137|730216
721413|1201|ADMINISTRATION FEE|2020-02-03|14583|2658137|730216
721414|1201|ADMINISTRATION FEE|2020-03-13|14583|2658137|730216
721415|1201|IFEBP CONFERENCE REIMBURSEMENT|2020-01-15|9427|2658138|730216
721416|1201|MULTI UNION LOBBY DAY 2019 REIMBURSEMENT|2019-09-30|16606|2658396|730216
