OID|DESCRIPTION|AMOUNT|RPT_ID
143904|Accrued Rent|1847000|737701
143910|Stale Dated Checks to be Investigated|51590|737701
143909|Accruals for Pension Related Issues|19759|737701
143908|Security Deposit|94277|737701
143907|Accrued Vacation and Comp Time|163853|737701
143906|Accrued Severance and Sick Pay|1151261|737701
143905|Deferred Rent|674586|737701
143633|CREDIT CARD PAYABLE|384|736572
143634|PAYROLL WITHHOLDINGS WITHHELD BUT NOT DISBURSED|1630|736572
142345|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|7042|734116
142346|DUE TO AFFILIATES FOR TRANSMITTAL TO THEM|156578|734116
143534|INTERNATIONAL DEATH BENEFITS PAYABLE|6000|736455
142326|Death Benefit Payable|155023|733909
142329|Credit Card Payable|4872|733909
142328|Scholarship Fund Payable|244246|733909
142327|PAC Fund Payable|157935|733909
143496|Payroll Liabilities|800|736413
143497|Credit Card Liabilities|1892|736413
143524|PAYROLL WITHHOLDINGS WITHHELD BUT NOT DISBURSED|544|736442
143974|CREDIT CARD PAYABLE|590|737880
143975|PAYROLL WITHHOLDINGS WITHHELD BUT NOT DISBURSED|880|737880
143484|CREDIT CARD PAYABLE|717|736399
143485|PAYROLL WITHHOLDINGS WITHHELD BUT NOT DISBURSED|2218|736399
143939|Vacation deduction payable|811|737775
142940|Payroll Deductions and Related Accruals|1783|735839
142726|PAYROLL WITHHOLDINGS |1044|735565
143489|FUNDS RECD ON BEHALF OF MEMBERS TO BE TRANSFERRED|15481|736406
143395|Accrued sick leave|67263|736356
143405|Accrued Compenstory time|4017|736356
143404|Accrued Sick leave|67263|736356
143403|Retirement - St. Tammany|1842|736356
143402|AFLAC Insurance payable|127|736356
143401|Prepaid assessments|420|736356
143400|Retirement payable - Crowley|308352|736356
143399|Credit card payable|398|736356
143398|Payroll taxes|202|736356
143397|Accrued vacation|80259|736356
143396|Accrued compenstory time|4017|736356
144520|Reserved Fund Balance|1016103|739498
144521|Payroll Taxes|895|739498
144271|PAYROLL WITHHOLDINGS|214|738763
144274|UNEARNED DUES (DUES COLLECTED IN ADVANCE)|90997|738763
144273|UNIT FUNDS|7732|738763
144272|ACCRUED VACATION|79926|738763
143779|Employee benefits|24275|737060
143780|Accrued expenses|750|737060
144203|Payroll Taxes Payable|70|738631
144117|PAYROLL TAXES AND WITHHOLDING PAYABLE|405|738322
142581|PAYROLL TAXES WITHHELD NOT REMITTED AT YEAR END|3928|735217
144358|DUE TO NATIONAL|50120|738899
144359|DUE TO CWA 1109 PENSION FUND|31770|738899
142525|Accrued Payroll Taxes|4929|735064
143339| DUE TO BRANCHES|2988|736294
143340|DUE TO COMMITTEES AND CAMPAIGNS|103858|736294
144315|Accrued Payroll and Liabilities|513|738832
144316|Credit Card|79|738832
144038|ACCRUED PERSONNEL COSTS|1080493|737960
144048|RETIREE MEDICAL ACCRUAL|257494870|737960
144047|DEFERRED RENTAL LIABILITY|582657|737960
144046|SECURITY DEPOSITS|41008|737960
144045|ACCRUED PENSIONS|374794260|737960
144044|VACATION AND SICK ACCRUAL|12720842|737960
144043|LSA EDUCATIONAL LEAVE|265285|737960
144042|DEFERRED COMPENSATION - 457B|1195102|737960
144041|DEFERRED RENTAL INCOME|1281|737960
144040|RESERVE FOR MEDICAL CLAIMS|857000|737960
144039|DEFERRED INCOME|938947|737960
144244|Payroll Withholdings Payable|3031|738729
144246|Assessment Payable - Diabetes Research Institute|2500|738729
144245|Credit Cards Payable|2742|738729
143152|Accrued Vacation|769421|736136
143157|Other Withholdings|41701|736136
143156|Post-Retirement Costs Payable|72294020|736136
143155|Severance Payable|2140465|736136
143154|Fair Share Objector's Payable|586|736136
143153|Deferred Income|51764|736136
144128|Accrued Payroll Taxes|2646|738383
141747|Payroll taxes|2411|729768
141809|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|4246|730163
143004|PAYROLL TAXES & WITHHOLDINGS PAYABLE|2518|735930
143213|ACCRUED SALARIES AND RELATED|161096|736178
143214|DEFERRED REVENUES|1851299|736178
143084|Payroll Tax Liabilities|34|736020
143103|Payroll liabilities|3894|736053
142911|payroll taxes|5683|735816
142787|Fringe Benefits-Retirement-Health Ins.|6106|735637
142790|State Tax|266|735637
142789|Federal Unemployment|89|735637
142788|Federal SS and Medicare withheld|701|735637
142489|PAYROLL LIABILITIES|4397|734937
142808|EMPLOYEE BENEFITS|8715|735683
142809|PAYROLL TAX LIABILITIES|101|735683
142594|MISCELLANEOUS PAYROLL WITHHOLDINGS|4471|735276
142939|Accrued payroll liabilities|12968|735838
142800|Payroll liabilities|1516|735672
142711|ACCRUED EXPENSES|4877|735546
142485|Payroll Tax Liabilities|179|734908
142560|Department of Treasury - Payroll Taxes|4025|735148
142561|APCU Visa - Union Credit Card Liability|191|735148
143111|ACCRUED ANNUAL LEAVE AND SICK LEAVE|15877|736071
143112|PAYROLL LIABILITIES|2552|736071
142405|Payroll Liabilities of Accrued Sick Leave|31252|734452
142322|none|0|733794
142113|ACCRUED PAYROLL TAXES|1118|732220
144294|ACCRUED SALARY AND VACATION|3138196|738823
144301|DEPOSITS|6080|738823
144300|TAXES PAYABLE|25069|738823
144299|DEFERRED COMPENSATION|1858696|738823
144298|LONG TERM PORTION OF DEFERRED GAINS|132544|738823
