OID|DESCRIPTION|COST_BASIS|DEPRECIATION|BOOK_VALUE|VALUE|ASSET_TYPE|RPT_ID
149281|Automobiles and Other Vehicles|62539|24679|37859|27410|303|448963
149282|Office Furniture and Equipment|56366|52773|3593|0|304|448963
149283|Other Fixed Liabilities|0|0|0|0|305|448963
155891|Land (402 37th Street, Richmond CA)|155000|0|155000|155000|301|452223
155892|Building (402 37th Street, Richmond CA)|448028|164466|283562|283562|302|452223
155893||0|0|0|0|303|452223
155894||97018|70145|26873|26873|304|452223
155895||4259|959|3300|3300|305|452223
135803|Automobiles and Other Vehicles|220753|170194|50559|50559|303|433208
135804|Office Furniture and Equipment|45809|23002|22807|22807|304|433208
135805|Other Fixed Liabilities|22991|22991|0|0|305|433208
135895|814 Airport Blvd., Austin, TX 78702|124387|0|124387|132337|301|433356
135896|814 Airport Blvd., Austin, TX 78702|1653315|0|1653315|1653315|302|433356
135897|Automobiles and Other Vehicles|32592|19555|13037|21248|303|433356
135898|Office Furniture and Equipment|57867|56717|1150|1150|304|433356
135899|Other Fixed Liabilities|10753|9638|1115|1115|305|433356
137892|Automobiles and Other Vehicles|167805|139886|27919|30919|303|435898
137893|Office Furniture and Equipment|158130|152621|5509|25000|304|435898
137894|Other Fixed Liabilities|0|0|0|0|305|435898
138270|Automobiles and Other Vehicles|0|0|0|0|303|436077
138271|Office Furniture and Equipment|32590|18912|14038|14038|304|436077
138272|Other Fixed Liabilities|0|0|0|0|305|436077
150280|3300 US Hwy 70 East, Durham, NC  27703||0|63500|63500|301|449348
150281|3300 US Hwy 70 East, Durham, NC  27703|63500|63500|0|0|302|449348
150283||||||304|449348
150284||||||305|449348
150282||||||303|449348
145007||0|0|0|0|303|445447
145008||19801|16172|3629|3629|304|445447
145009||0|0|0|0|305|445447
153229|7320 S. University Ave. Little Rock, AR|29902|0|29902|65000|301|450978
153230|Lot - Little Rock, Arkansas|1|0|1|19160|301|450978
153231|Land - 7400 S. University Ave. Little Rock, AR|80000|0|80000|80000|301|450978
153232|7320 S. University Ave. Little Rock, AR|69761|68661|1100|160000|302|450978
153233|7400 S. University Ave. Little Rock, Arkansas|203200|0|203200|203200|302|450978
153234|Shop Building in Progress at 7320 S. University LR|99185|0|99185|99185|302|450978
153235|Automobiles and Other Vehicles|82667|0|82667|62500|303|450978
153236|Office Furniture and Equipment|94650|1769|92881|72500|304|450978
153237|Other Fixed Liabilities|53162|0|53162|46835|305|450978
150276|Muschle Shoals AL|212500|46750|165750|165750|302|449347
150277||104636|65338|39298|39298|303|449347
150278||6398|3926|2472|2472|304|449347
150279||24804|7765|17039|17039|305|449347
150272|Birmingham, AL|33000|0|33000|33000|301|449347
150273|Muschle Shoals AL|37500|0|37500|37500|301|449347
150274| 248 Main St., Forest Park, GA |297500|65450|232050|232050|302|449347
150275|Birmingham, AL|187000|41140|145860|145860|302|449347
150271|248 Main St., Forest Park, GA|52500|0|52500|52500|301|449347
148364||||||303|448602
148365||27401|0|27401|27401|304|448602
148366||||||305|448602
149915|325 S. Ashland Avenue, Chgo, IL  60607|71168|0|71168|28500|301|449206
149916|333 S. Ashland Avenue, Chgo, IL  60607|135522|0|135522|150000|301|449206
149917|333 S. Ashland Avenue, Chgo, IL  60607|821855|812233|9622|3000000|302|449206
149918||754217|7500|746717|746717|303|449206
149919||437448|436667|781|70000|304|449206
149920||||||305|449206
155149||34745|34745|0|0|303|451788
155150||47661|47661|0|0|304|451788
155151||17426|17426|0|0|305|451788
163674||||||303|469460
163675||8987|8987|8987|8987|304|469460
163676||||||305|469460
146054||79921|58122|21799|21799|303|446786
146055||43315|31881|11434|11434|304|446786
146056||269120|32858|236262|236262|305|446786
154201||||||303|451257
154202||||||304|451257
154203||||||305|451257
150523|Automobiles and Other Vehicles|0|0|0|0|303|449508
150524|Office Furniture and Equipment|32643|9092|23551|23551|304|449508
150525|Other Fixed Liabilities|0|0|0|0|305|449508
146091||||||303|446790
146092||||||304|446790
146093||||||305|446790
153821|HONOLULU BUILDING|1100188|577185|523003|0|302|451145
153816|HONOLULU LAND|136812|0|136812|0|301|451145
153822|MAUI2|1654277|533062|1121215|0|302|451145
153823|KAUAI|1520737|794656|726081|0|302|451145
153824|HAWAII|464515|269113|195402|0|302|451145
153825|HONOLULU IMPROVEMENTS|2393|2393|0|0|302|451145
153826|OREGON IMPROVEMENTS|18401|11153|7248|0|302|451145
153827|Automobiles and Other Vehicles|0|0|0|0|303|451145
153828|Office Furniture and Equipment|2315941|2117858|198083|0|304|451145
153829|Other Fixed Liabilities|0|0|0|0|305|451145
153817|MAUI 2|811259|0|811259|0|301|451145
153818|HAWAII|45236|0|45236|0|301|451145
153819|KAUAI|223984|0|223984|0|301|451145
153820|MAUI 3|341287|0|341287|0|301|451145
142263|Automobiles and Other Vehicles|83260|50652|32608|32608|303|440183
142264|Office Furniture and Equipment|141192|122335|18857|18857|304|440183
142265|Other Fixed Liabilities|25712|25495|217|217|305|440183
142602||105720|70338|35382|35382|303|440364
142603||104131|85857|18274|18274|304|440364
142604||2729|1743|986|986|305|440364
140989|Boron, CA|2000|0|2000|2000|301|438550
140990|Boron, CA|165662|122478|43184|135000|302|438550
140991|Automobiles and Other Vehicles|0|0|0|0|303|438550
140992|Office Furniture and Equipment|115641|82397|33244|45000|304|438550
140993|Other Fixed Liabilities|1314|0|1314|1000|305|438550
141970|145 Colonial Court, Mount Clemens, MI 48043|0|0|0|0|301|439886
141971|145 Colonial Court, Mount Clemens, MI 48043|207257|28416|178841|178841|302|439886
141972|Automobiles and Other Vehicles|0|0|0|0|303|439886
141973|Office Furniture and Equipment|38353|34362|3991|3991|304|439886
141974|Other Fixed Liabilities|0|0|0|0|305|439886
142213|17233 W TEN MILE RD, SOUTHFIELD, MI|20000|0|20000|20000|301|440137
142214|17233 W TEN MILE RD, SOUTHFIELD, MI|204447|204447|0|295461|302|440137
142215|Automobiles and Other Vehicles|0|0|0|0|303|440137
142216|Office Furniture and Equipment|106720|83618|23102|10000|304|440137
142217|Other Fixed Liabilities|169982|83284|86698|70000|305|440137
141192||||||303|438959
141193||||||304|438959
141194||||||305|438959
157494||180535|166050|14485|72945|303|458930
157495||541538|252206|289332|289332|304|458930
157496||492731|119144|373587|373587|305|458930
165168||96414|96414|0|15725|303|471246
165169||579212|516205|63007|63007|304|471246
165170||34944|30241|4703|4703|305|471246
144441|Automobiles and Other Vehicles|0|0|0|0|303|444671
144442|Office Furniture and Equipment|1236|1236|0|0|304|444671
144443|Other Fixed Liabilities|0|0|0|0|305|444671
142630|190 W G ST. COLTON, CA 92324|25160|0|25160|25160|301|440421
142631|190 W G ST. COLTON, CA 92324|145295|145295|0|0|302|440421
142632||||||303|440421
142633||83743|79377|4366|4366|304|440421
142634||112683|91459|21224|21224|305|440421
146098|100 N River St Newcomerstown, OH 43832|111300|24890|86410|100000|302|446794
146099||25505|9352|16153|8000|303|446794
146100||16144|16144||0|304|446794
146101||||||305|446794
155284||55433|21425|34008|34008|303|451899
155285||121677|119221|2456|2456|304|451899
155286||||||305|451899
137178|161 LONDONDERRY TPKE, HOOKSETT, NH|48071|0|48071|100000|301|435620
137179|161 LONDONDERRY TPKE, HOOKSETT, NH|773199|363715|409484|875000|302|435620
137180|Automobiles and Other Vehicles|40863|16290|24573|15000|303|435620
137181|Office Furniture and Equipment|31084|26493|4591|4500|304|435620
137182|Other Fixed Liabilities|16000|16000|0|1000|305|435620
139510|NONE|0|0|0|0|301|436482
139511|NONE|0|0|0|0|302|436482
139512|Automobiles and Other Vehicles|0|0|0|0|303|436482
139513|Office Furniture and Equipment|19094|11886|7208|7208|304|436482
139514|Other Fixed Liabilities|0|0|0|0|305|436482
157941||||||303|460863
157942||||||304|460863
157943||||||305|460863
145194|100 BLUE SKY PARKWAY, LEXINGTON, KY 40509|95000|0|95000|150000|301|445611
145195|100 BLUE SKY PARKWAY, LEXINGTON, KY 40509|475330|286831|188499|250000|302|445611
145196||20614|18467|2147|3000|303|445611
145197||37221|29774|7447|6000|304|445611
145198||||||305|445611
153126||||||303|450925
153127||34673|31019|1717|1717|304|450925
153128||||||305|450925
148279|117 Pajaro Street, Salinas, CA 93901|77448|0|77448|0|301|448582
148280|117 Pajaro Street, Salinas, CA 93901|37104|36054|1050|0|302|448582
148281||71766|71766|0|0|303|448582
148282||9627|9612|15|0|304|448582
148283||22758|17118|5640|0|305|448582
134902|Automobiles and Other Vehicles|140070|0|140070|140070|303|430975
134903|Office Furniture and Equipment|53408|0|53408|53408|304|430975
134904|Other Fixed Liabilities|0|0|0|0|305|430975
135513|Automobiles and Other Vehicles|42989|20858|22131|22131|303|432564
135514|Office Furniture and Equipment|26042|24819|1223|1223|304|432564
135515|Other Fixed Liabilities|4900|233|4667|4667|305|432564
139700|Automobiles and Other Vehicles|57438|34899|22539|22539|303|436600
139701|Office Furniture and Equipment|56398|54198|2200|2200|304|436600
139702|Other Fixed Liabilities|0|0|0|0|305|436600
149245|Automobiles and Other Vehicles|0|0|0|0|303|448953
149246|Office Furniture and Equipment|4498|4498|0|0|304|448953
149247|Other Fixed Liabilities|0|0|0|0|305|448953
147200||||||303|447895
147201||21704|18030|3674|3000|304|447895
147202||3301|1155|2146|2000|305|447895
142848||||||303|440542
142849||225855|214776|11079|11079|304|440542
142850||61837|14824|47013|47013|305|440542
137983|Land|42565|0|42565|60000|301|435918
137984|Buildings|222751|207901|14850|310000|302|435918
137985|Automobiles and Other Vehicles|112893|69154|43739|45000|303|435918
137986|Office Furniture and Equipment|94069|94069|0|15000|304|435918
137987|Other Fixed Liabilities|0|0|0|0|305|435918
134723|Automobiles and Other Vehicles|0|0|0|0|303|430742
134724|Office Furniture and Equipment|30781|0|30781|30781|304|430742
134725|Other Fixed Liabilities|0|0|0|0|305|430742
146793|280 McCloskey Road, Fayetteville, NC 28311|195000|0|195000|195000|301|447518
146794|280 McCloskey Road, Fayetteville, NC 28311|0||0|0|302|447518
146795||||||303|447518
146796||25000|0|25000|25000|304|447518
146797||||||305|447518
149975||0|0|0|0|303|449224
149976||83310|79273|4037|4037|304|449224
149977||0|0|0|0|305|449224
152183||||||303|450353
152185||||||305|450353
152184||2793|931|1862|1862|304|450353
144773||||||303|445303
144774||19969|0|19969|19969|304|445303
144775||31765|0|31765|31765|305|445303
148258|103 E 14th Street, Elmira Heights, NY 14903|21350|0|21350|21350|301|448577
148259|103 E 14th Street, Elmira Heights, NY 14903|10000||10000|10000|302|448577
148260||||||303|448577
148261||22000||22000|22000|304|448577
148262||||||305|448577
142380|459 E. Church Street Elmira, NY 14901|52383|49088|3295|70000|302|440227
142381||0|0|0|0|303|440227
142382||9601|5714|3887|5000|304|440227
142383||0|0|0|0|305|440227
156521||146470|93375|53095|50000|303|452573
156522||57756|28121|29635|25000|304|452573
156523||186158|118577|67581|60000|305|452573
141380||4035958|2196540|1839418|1839418|303|439247
141381||13632206|9780742|3851464|3851464|304|439247
141382||2548430|1469662|1078768|1078768|305|439247
146216|1015,1017,1019 Oregon|91000|0|100000|100000|301|446840
146217|1015,1017,1019 Oregon|100000|0|150000|150000|302|446840
146218|Automobiles and Other Vehicles|0|0|0|0|303|446840
146219|Office Furniture and Equipment|88882|0|0|8882|304|446840
146220|Other Fixed Liabilities|0|0|0|0|305|446840
142622||33899|33899|0|0|303|440418
142623||54254|47538|6716|6716|304|440418
142624||||||305|440418
143217||||||303|442089
143218||1638|386|1252|1252|304|442089
143219||||||305|442089
148098||66669|22428|44241|44241|303|448506
148099||59080|32878|26202|26202|304|448506
148100||||||305|448506
144340||||||303|444552
144341||3096||3096|3096|304|444552
144342||||||305|444552
181155||||||303|490334
181156||0|0|0|0|304|490334
181157||||||305|490334
142990|13012 SW 133rd Court, Miami, FL|14970|0|14970|14970|301|441206
142991|13012 SW 133rd Court, Miami, FL|222140|136274|85866|85866|302|441206
142992|Automobiles and Other Vehicles|0|0|0|0|303|441206
142993|Office Furniture and Equipment|88150|83383|4767|4767|304|441206
142994|Other Fixed Liabilities|0|0|0|0|305|441206
144382|Automobiles and Other Vehicles|0|0|0|0|303|444580
144383|Office Furniture and Equipment|8464|7011|1453|1000|304|444580
144384|Other Fixed Liabilities|0|0|0|0|305|444580
157965||||||303|460872
157966||12050|12050||12050|304|460872
157967||||||305|460872
136900|1258 O'Neill Hwy., Dunmore, PA|50000|0|50000|50000|301|435443
