OID|SOURCE|LOANS_OWED_START|LOANS_OBTAINED|CASH_REPAYMENT|NON_CASH_REPAYMENT|LOANS_OWED_END|RPT_ID
260|ACCRUED EXPENSE|0|9873|0|0|9873|249918
22|SERVICE EMPLOYEES INTERNATIONAL UNION|250000|0|0|250000|0|243024
24|Amsouth Line of Credit|0|658732|658732|0|0|243726
25|Checks written in excess of bank bal.|2079625|286541|441574|0|1924592|243726
26|IW Credit Uion|17480|0|17480|0|0|245062
27|IW Credit Union|0|14990|2094|0|12896|245062
28|IW CREDIT UNION|23147|15080|18337|0|19890|245237
29|G.M.A.C.|18045|0|5698|0|12347|245798
31|POWERNET CREDIT UNION ACQ AS PART OF DISOLVED COUN|38433|0|38433|0|0|246471
32|NONE|0|0|0|0|0|246536
33|Demand loan|200|0|0|0|200|246601
35|GMAC|27787|0|5288|0|22499|246841
37|GMAC - auto loan|0|5500|834|0|4666|246908
38|GMAC - auto loan|0|5500|834|0|4666|246908
39|GMAC - auto loan|0|5500|843|0|4657|246908
40|VEHICLE LOAN|0|27653|2294|0|25359|247057
41|MORTGAGE LOAN|98799|0|7376|0|91423|247057
42|GMAC|154401|84145|46822|0|191724|247075
43|Ford Motor Credit|57106|0|24654|0|32452|247087
44|Bank One|4986|0|4986|0|0|247130
45|GMAC|0|11215|11215|0|0|247130
46|NONE|0|0|0|0|0|247243
47|Chrysler Financial|10702|0|8027|0|2675|247244
49|NONE|0|0|0|0|0|247301
50|FORD MOTOR CREDIT|0|15000|1779|0|13221|247303
51|NONE|0|0|0|0|0|247477
52|APCU|6249|0|6249|0|0|247478
53|IBEW LU 278 FCU|2398|0|2398|0|0|247479
54|IBEW LU 278 FCU|0|11668|2161|0|9507|247479
55|IBEW LU 278 FCU|0|4781|592|0|4189|247479
56|FORD MOTOR CREDIT|14800|0|7620|0|7180|247493
57|CHRYSLER FINANCIAL CORP|11502|0|3607|0|7895|247493
58|MASONRY INDUSTRY ADVANCEMENT TRUST|45000|0|0|45000|0|247497
